,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
1534,LASR,2.49,-0.08,0.58,7.05,0.93,5.94,0.02
1535,LAUR,0.75,-0.57,0.61,12.14,1.02,5.66,0.05
1536,LBAI,,,,,,,
1537,LBC,,,,,,,
1538,LBPH,,,,,,,
1539,LBPS,,,,,,,
1540,LBRDA,,,,,,,
1541,LBRDK,1.04,0.83,11.44,64.19,0.94,7.24,0.04
1542,LCID,,0,-0.86,-321.11,0.66,1.27,
1543,LCNB,,,,,,,
1544,LCUT,,,,,,,
1545,LEGH,,,,,,,
1546,LEGN,,0,-0.3,2.56,0.23,3.97,
1547,LESL,,0.09,0.9,-1.4,0.98,10.14,0.45
1548,LFMD,0.81,-1.26,-1.3,-0.27,0.26,2.56,0.05
1549,LFST,,-0.17,-0.34,4.13,0.77,4.51,0.07
1550,LFUS,,,,,,,
1551,LGND,1.09,0.19,4.02,47.16,0.97,14.19,0.14
1552,LGO,1.35,0.13,,4.18,0.62,1.91,
1553,LHCG,0.45,0.05,6.91,51.13,0.97,4.25,0.04
1554,LI,,-0.04,0.06,32.44,0.19,4.43,
1555,LIFE,1.61,0,-1.96,2.51,0.6,0.11,0.06
1556,LILM,,0,-0.62,848.95,0.17,3.04,
1557,LINC,0.98,0.18,0.65,3.62,0.68,3.08,0.01
1558,LIND,,,,,,,
1559,LITE,0.93,0.23,6.67,27.02,0.96,11.57,0.09
1560,LIVN,,,,,,,
1561,LIVX,,,,,,,
1562,LKQ,1.64,0.07,3.84,19.84,1.0,3.04,0.02
1563,LMB,,,,,,,
1564,LMNR,,,,,,,
1565,LNDC,,,,,,,
1566,LNSR,,,,,,,
1567,LNTH,,,,,,,
1568,LOAN,0.67,0.75,0.53,3.92,0.14,0.26,0.0
1569,LOGC,,,,,,,
1570,LOPE,,0.3,6.84,32.53,1.04,1.99,0.02
1571,LOVE,2.28,0.09,1.67,7.74,1.01,6.65,0.2
1572,LPCN,0.5,0,0.19,0.41,0.11,8.27,0.04
1573,LPLA,1.17,0.07,9.12,19.38,0.96,2.17,0.02
1574,LPRO,,0.19,1.15,0.77,0.82,4.48,0.05
1575,LPSN,1.17,-0.22,-1.02,3.78,1.04,24.4,0.26
1576,LPTH,,,,,,,
1577,LPTX,0.48,0,-0.54,0.5,0.33,0.89,0.17
1578,LQDA,0.04,0,-0.59,1.52,0.42,3.86,0.02
1579,LRCX,1.26,0.27,36.27,41.33,0.86,1.83,0.02
1580,LRFC,,,,,,,
1581,LRMR,,,,,,,
1582,LSCC,1.01,0.15,1.12,2.91,1.02,4.56,0.03
1583,LSXMA,,,,,,,
1584,LSXMK,,,,,,,
1585,LTCH,,0,-1.43,3.2,0.47,7.72,
1586,LTRX,1.98,-0.06,0.51,1.58,0.26,0.75,0.01
1587,LULU,1.3,0.15,9.03,20.57,0.87,2.23,0.02
1588,LUMO,,,,,,,
1589,LUNG,,,,,,,
1590,LVOX,,,,,,,
1591,LVTX,,0,-1.9,4.48,0.63,1.99,0.01
1592,LX,0.9,0.19,2.08,38.51,0.37,1.43,
1593,LYEL,,0,-1.29,4.28,0.31,7.93,0.03
1594,LYFT,2.06,-0.65,0.7,4.07,0.87,6.37,0.1
1595,LYRA,,,,,,,
1596,LYTS,,,,,,,
1597,MANH,,0.17,2.1,3.77,1.0,2.89,0.02
1598,MAPS,,0.17,0.58,-0.23,0.52,4.56,
1599,MARA,4.55,-0.78,4.16,5.83,0.36,1.66,0.16
1600,MASI,0.78,0.19,4.3,26.62,0.85,6.78,0.04
1601,MASS,,-1.0,-0.56,4.6,0.66,7.62,0.26
1602,MAT,1.52,0.16,1.37,3.8,1.0,8.52,0.1
1603,MATW,,,,,,,
1604,MBCN,,,,,,,
1605,MBIN,,,,,,,
1606,MBIO,1.71,0,-0.73,1.49,0.29,3.05,0.04
1607,MBOT,,,,,,,
1608,MBRX,1.88,0,-0.99,2.97,0.16,4.43,0.02
1609,MBUU,,,,,,,
1610,MCAD,,0,,0.66,0.61,7.69,0.06
1611,MCHP,1.64,0.08,4.63,10.07,1.79,3.05,0.03
1612,MCHX,1.9,-0.28,0,1.21,0.66,12.13,0.03
1613,MCRB,3.85,0,-1.37,1.1,0.93,4.67,0.16
1614,MCRI,,,,,,,
1615,MDB,0.63,-0.41,-0.74,10.19,0.9,6.23,0.09
1616,MDGL,1.13,0,-14.48,16.3,0.85,12.14,0.13
1617,MDLZ,0.69,0.15,3.12,19.68,0.78,1.67,0.01
1618,MDNA,,,,,,,
1619,MDRR,,,,,,,
1620,MDVL,,,,,,,
1621,MDWD,,,,,,,
1622,MDXG,1.95,-0.18,-0.07,-0.07,0.59,1.74,0.03
1623,MEDS,,,,,,,
1624,MEIP,1.5,-1.98,-0.23,0.37,0.72,25.52,0.08
1625,MELI,1.55,-0.0,7.41,1.63,0.83,3.17,0.02
1626,MESA,2.99,0.07,1.08,13.78,0.67,2.96,0.03
1627,MFIN,2.88,0.01,1.51,10.18,0.31,5.77,0.01
1628,MGIC,,,,,,,
1629,MGNI,2.28,0.06,0.89,6.77,0.65,7.04,0.09
1630,MGNX,2.2,-1.09,-2.64,5.31,0.96,4.52,0.05
1631,MGRC,,,,,,,
1632,MGTA,,,,,,,
1633,MGTX,1.21,0,-1.94,4.64,0.64,6.64,0.01
1634,MICT,0.86,-1.98,0.06,1.29,0.1,5.96,0.09
1635,MIDD,,,,,,,
1636,MINM,,,,,,,
1637,MIRM,2.02,0,-3.34,3.14,0.79,4.58,0.05
1638,MIRO,,,,,,,
1639,MIST,,,,,,,
1640,MITK,0.38,0.1,0.9,4.28,0.7,8.28,0.08
1641,MITO,,,,,,,
1642,MKSI,1.48,0.18,12.01,49.16,0.97,2.79,0.02
1643,MKTW,,-2.28,0.3,-55.43,1.4,0.42,0.01
1644,MLHR,1.31,0.01,3.44,22.26,1.01,4.54,0.03
1645,MMSI,1.22,0.03,2.4,17.65,0.96,7.51,0.04
1646,MNDY,,-0.77,-2.73,37.01,0.58,1.93,0.04
1647,MNKD,1.93,-1.16,-0.22,-0.73,0.45,9.65,0.11
1648,MNMD,,0,-0.25,0.42,0.11,6.12,
1649,MNOV,,,,,,,
1650,MNPR,,,,,,,
1651,MNSB,,,,,,,
1652,MNST,1.12,0.3,2.99,11.17,0.65,2.35,0.01
1653,MNTK,,,,,,,
1654,MNTV,1.22,-0.25,0.14,2.42,0.81,4.26,0.03
1655,MNTX,,,,,,,
1656,MODV,0.66,0.04,6.45,29.22,1.01,3.64,0.02
1657,MOGO,3.89,0.14,-0.37,4.04,0.18,1.48,0.02
1658,MOLN,0.68,0,,4.17,0.05,0.7,
1659,MOMO,1.5,0.14,1.86,73.06,0.7,2.81,
1660,MOR,,,,,,,
1661,MORF,1.27,-1.59,-3.36,9.59,0.71,6.02,0.06
1662,MOSY,2.15,-0.71,0.01,2.73,0.17,0.17,0.02
1663,MOTN,,,,,,,
1664,MOTS,2.54,0,-0.43,0.36,0.15,6.78,0.06
1665,MPAA,,,,,,,
1666,MPB,,,,,,,
1667,MPWR,0.93,0.19,8.23,23.68,0.96,2.45,0.02
1668,MQ,,-0.27,-0.41,2.94,1.31,6.09,0.17
1669,MRBK,0.52,0.23,3.4,25.26,0.44,0.55,0.0
1670,MREO,1.49,0,-52,-0.22,0.85,10.33,
1671,MRKR,1.3,0,-0.52,0.76,0.36,3.51,0.02
1672,MRNS,,,,,,,
1673,MRSN,2.54,0,-2.33,2.74,1.03,4.9,0.08
1674,MRUS,0.78,-2.31,-2.93,5.7,0.78,17.24,0.06
1675,MRVI,,0.25,1.31,1.7,1.02,1.2,0.02
1676,MRVL,1.06,-0.11,1.93,17.9,0.88,2.29,0.02
1677,MSFT,0.8,0.39,10.37,20.24,0.72,1.86,0.01
1678,MSGM,,,,,,,
1679,MTBC,,,,,,,
1680,MTCH,,0.21,2.79,-0.51,0.98,2.92,0.06
1681,MTCR,,0,-1.7,2.39,0.56,0.41,0.01
1682,MTEM,1.2,0,-1.77,1.74,0.82,6.88,0.05
1683,MTLS,0.6,-0.01,0.16,3.8,0.35,3.77,
1684,MTRX,1.73,-0.05,0.58,10.76,0.84,6.07,0.03
1685,MTSI,,,,,,,
1686,MTTR,,-0.11,-0.23,-12.53,0.17,3.18,
1687,MU,1.27,0.21,10.79,39.26,0.81,1.33,0.02
1688,MXCT,1.06,-0.6,-0.2,0.93,0.63,2.22,
1689,MYFW,,,,,,,
1690,MYPS,,,,,,,
1691,MYSZ,2.6,0,,0.33,0.05,2.98,0.03
1692,NARI,,0.12,0.36,4.45,0.75,2.72,0.04
1693,NAUT,,0,-0.6,3.14,0.46,7.25,
1694,NAVI,1.87,0.4,3.17,16.81,0.96,2.09,0.05
1695,NBEV,1.23,-0.05,0.13,1.63,0.25,8.58,0.05
1696,NBIX,0.72,0.35,3.86,13.52,1.0,6.72,0.04
1697,NBN,,,,,,,
1698,NBSE,,,,,,,
1699,NBTX,2.28,0,-2.84,1.19,0.14,5.48,
1700,NCBS,,,,,,,
1701,NCNA,0.77,0,-87.38,1.63,0.46,0.33,
1702,NCNO,,-0.21,-0.1,4.38,0.93,6.54,0.1
1703,NDAQ,0.83,0.2,7.57,37.84,0.75,3.3,0.02
1704,NDLS,1.43,-0.0,0.44,0.78,0.87,7.34,0.04
1705,NDRA,,,,,,,
1706,NEO,0.66,0.15,-0.16,9.36,0.93,7.24,0.07
1707,NEON,2.35,-0.85,-0.19,1.03,0.1,0.46,0.03
1708,NEPH,,,,,,,
1709,NESR,,,,,,,
1710,NEXI,,,,,,,
1711,NFBK,,,,,,,
1712,NFLX,0.71,0.18,13.12,34.57,0.82,2.47,0.02
1713,NGM,1.97,-1.5,-1.99,4.83,0.68,2.44,0.02
1714,NGMS,,,,,,,
1715,NH,1.75,-0.89,-0.29,-1.18,0.21,7.2,0.04
1716,NICE,,,,,,,
1717,NKSH,,,,,,,
1718,NKTX,,0,-3.2,8.78,0.8,4.26,0.05
1719,NLOK,1.09,0.24,1.98,-0.85,0.98,5.46,0.05
1720,NLSP,,,,,,,
1721,NLTX,,,,,,,
1722,NMFC,,,,,,,
1723,NMIH,,,,,,,
1724,NMRK,,,,,,,
1725,NMTR,-0.17,0,-0.12,0.23,0.3,4.05,0.04
1726,NNOX,,0,-1.29,4.54,0.15,10.1,0.13
1727,NOVN,0.07,0,-1.4,1.72,0.2,1.24,0.02
1728,NPCE,,,,,,,
1729,NRBO,,0,-0.7,0.42,0.31,0.76,0.02
1730,NRIX,,0,-3.08,8.42,0.91,9.84,0.1
1731,NSIT,,,,,,,
1732,NSPR,1.83,0,-3.14,5.16,0.06,1.12,0.08
1733,NSSC,,,,,,,
1734,NSTG,1.78,-0.74,-2.19,4.83,1.09,11.06,0.1
1735,NTAP,1.27,0.14,5.5,3.21,0.95,7.78,0.07
1736,NTES,0.49,0.15,4.87,128.66,0.37,2.04,
1737,NTIC,,,,,,,
1738,NTLA,2.17,0,-3.46,7.24,0.82,4.19,0.06
1739,NTNX,1.81,-0.74,-0.27,-4.72,0.76,2.41,0.04
1740,NTRA,,,,,,,
1741,NUVL,,0,-2.01,-15.26,0.33,4.54,0.04
1742,NUWE,,,,,,,
1743,NVAX,1.59,-0.8,32.3,10.04,0.55,1.41,0.08
1744,NVCN,2.96,0,-0.08,0.94,0.12,1.13,0.01
1745,NVDA,1.39,0.32,4.67,8.47,0.67,0.97,0.01
1746,NVEE,,,,,,,
1747,NVMI,,,,,,,
1748,NVVE,,0,-0.61,5.09,0.27,4.43,0.05
1749,NWE,0.5,0.14,3.64,42.23,0.94,3.1,0.03
1750,NWPX,0.89,0.06,2.26,27.83,0.86,3.21,0.01
1751,NWSA,,,,,,,
1752,NXPI,1.44,0.1,11.44,27.59,0.96,2.19,0.02
1753,NXST,,,,,,,
1754,NXTP,,0,0.08,0.75,0.02,0.41,0.02
1755,NYXH,,,,,,,
1756,OAS,,0.61,20.25,42.0,0.97,2.88,0.06
1757,OB,,0.05,0.86,-2.77,0.68,2.24,0.04
1758,OBLG,,,,,,,
1759,OBNK,,,,,,,
1760,OBSV,0.74,0,-0.48,0.53,0.39,1.43,0.02
1761,OBT,,,,,,,
1762,OCCI,,,,,,,
1763,OCDX,,,,,,,
1764,OCFC,,,,,,,
1765,OCSL,1.48,1.43,0.61,7.22,0.52,1.4,0.01
1766,OCUL,2.1,0,-0.72,1.05,0.63,4.45,0.07
1767,OCUP,,,,,,,
1768,OCX,,,,,,,
1769,OEG,0.95,-0.73,0.13,1.09,0.21,2.25,0.09
1770,OESX,,,,,,,
1771,OFIX,,,,,,,
1772,OIIM,,,,,,,
1773,OKTA,1.01,-0.52,-0.54,39.1,0.75,5.13,0.05
1774,OLED,1.35,0.36,5.41,20.79,0.73,2.61,0.03
1775,OLK,,-0.27,-0.1,4.34,0.19,6.12,
1776,OLMA,,0,-2.53,8.26,0.95,6.31,0.1
1777,OM,,,,,,,
1778,OMCL,,,,,,,
1779,OMER,1.17,-1.61,-1.47,-3.94,0.52,7.27,0.19
1780,OMGA,,0,-3.45,-19.9,0.67,2.74,0.01
1781,OMIC,,0,-1.24,5.12,0.64,4.48,0.02
1782,ON,1.83,0.09,2.74,8.79,0.95,3.95,0.05
1783,ONCR,,,,,,,
1784,ONCS,2.17,0,-1.02,1.22,0.17,5.06,0.03
1785,ONCT,1.55,0,-0.84,2.08,0.31,3.37,0.04
1786,ONCY,1.84,0,-0.31,0.85,0.02,1.37,0.01
1787,ONDS,0.53,0,0.09,1.76,0.18,1.89,0.05
1788,ONEM,,-0.23,-0.58,3.43,0.71,8.77,0.08
1789,ONEW,,,,,,,
1790,OPBK,,,,,,,
1791,OPCH,1.83,0.02,0.87,5.87,0.8,2.16,0.05
1792,OPEN,,-0.23,-0.87,4.07,0.62,3.65,0.1
1793,OPGN,-0.51,0,-0.64,1.04,0.06,0.39,0.05
1794,OPK,1.75,0.04,-0.05,2.56,0.29,18.5,0.12
1795,OPNT,0.51,-0.03,-3.93,8.36,0.24,0.34,0.01
1796,OPRA,,0.43,0.68,9.74,0.13,7.24,
1797,OPRT,,,,,,,
1798,OPRX,0.5,0.02,0.92,7.13,0.71,4.15,0.08
1799,OPT,-0.16,0,,3.08,0.21,19.62,
1800,OPTN,0.93,-1.52,-0.73,-0.7,0.73,12.55,0.1
1801,ORGO,1.79,0.16,0.46,1.4,0.39,5.34,0.1
1802,ORGS,,,,,,,
1803,ORIC,,0,-2.88,7.04,0.97,13.4,0.15
1804,ORLY,1.04,0.16,29.52,3.15,0.82,1.99,0.01
1805,ORMP,1.85,0,-1.04,2.23,0.16,1.47,0.03
1806,ORTX,1.16,0,-1.13,2.13,0.68,4.24,
1807,OSBC,,,,,,,
1808,OSIS,,,,,,,
1809,OSMT,2.25,-0.48,-0.63,1.09,0.25,4.27,0.03
1810,OSPN,,,,,,,
1811,OSS,,,,,,,
1812,OSTK,4.28,0.12,2.72,15.72,0.76,4.08,0.12
1813,OSW,,,,,,,
1814,OTEX,,,,,,,
1815,OTIC,1.82,0,-0.73,1.37,0.67,1.91,0.01
1816,OTLK,0.86,0,-0.3,0.07,0.13,6.62,0.06
1817,OTLY,,-0.26,-0.23,2.36,0.21,5.7,
1818,OTMO,,0,,-1.9,0.21,1.99,
1819,OTTR,,,,,,,
1820,OXLC,1.13,2.28,0.87,5.94,0.05,0.15,0.0
1821,OYST,,0,-4.64,5.84,0.87,3.82,0.06
1822,PAA,2.16,0.01,1.28,10.04,0.45,4.23,0.04
1823,PAAS,1.11,0.2,2.21,12.54,0.55,1.34,
1824,PACW,,0.42,4.28,32.77,0.89,4.95,0.03
1825,PAGP,,,,,,,
1826,PALI,,0,-1.07,-0.83,0.21,0.75,0.05
1827,PANL,0.72,0.08,1.63,4.55,0.41,0.4,0.02
1828,PASG,,0,-3.43,7.46,0.83,9.83,0.08
1829,PATK,,,,,,,
1830,PAVM,0.23,0,-0.45,0.49,0.25,2.23,0.08
1831,PAYA,,-0.01,0.46,1.88,1.02,5.02,0.07
1832,PAYO,,-0.06,-0.08,1.42,0.58,3.87,0.02
1833,PAYS,,,,,,,
1834,PBLA,,,,,,,
1835,PCB,,,,,,,
1836,PCOM,,,,,,,
1837,PCRX,1.05,0.35,3.88,15.46,1.15,19.01,0.19
1838,PCSA,,,,,,,
1839,PCSB,,,,,,,
1840,PCT,,0,-0.8,2.79,0.4,18.75,0.2
1841,PCTY,,,,,,,
1842,PCVX,,0,-2.33,6.1,0.9,6.92,0.04
1843,PCYG,,,,,,,
1844,PDCE,3.28,-0.08,7.38,24.93,1.04,8.75,0.1
1845,PDD,1.46,-0.03,0.85,51.78,0.29,3.8,
1846,PDFS,,,,,,,
1847,PDSB,2.0,0,-0.82,2.57,0.21,1,0.02
1848,PECO,,,,,,,
1849,PEGA,1.22,-0.02,0.84,5.63,0.48,7.42,0.04
1850,PERI,1.12,0.05,1.15,7.59,0.45,0.91,0.01
1851,PETQ,1.47,-0.08,1.57,9.2,1.03,8.48,0.14
1852,PFMT,-0.68,-0.0,0.02,0.76,0.43,1.42,0.02
1853,PGC,,,,,,,
1854,PGEN,2.36,-1.07,-0.5,0.77,0.7,13.96,0.16
1855,PGNY,1.72,0.17,0.59,2.29,0.88,5.15,0.1
1856,PHAR,,,,,,,
1857,PHAS,1.59,0,-1.88,-0.4,0.77,6.32,0.05
1858,PHAT,1.21,0,-3.75,4.53,0.82,21.9,0.09
1859,PHIO,,,,,,,
1860,PHUN,15.32,0,-0.16,0.14,0.2,2.34,0.03
1861,PHVS,,0,-2.9,6.71,0.81,4.36,0.0
1862,PI,2.4,-0.31,0.17,3.66,0.91,8.06,0.09
1863,PIRS,1.2,-2.04,-0.79,0.7,0.48,1.36,0.02
1864,PLAB,,,,,,,
1865,PLBY,,-0.08,0.46,9.7,0.7,3.53,0.14
1866,PLCE,2.27,0.05,9.53,11.38,1.07,5.35,0.27
1867,PLL,0.46,0,-0.53,0.11,0.16,2.64,0.05
1868,PLMR,,,,,,,
1869,PLRX,,,,,,,
1870,PLSE,,,,,,,
1871,PLTK,,0.13,1.2,-1.49,0.19,15.19,0.13
1872,PLUS,,,,,,,
1873,PLYA,2.08,-0.77,0.08,3.88,0.76,6.29,0.04
1874,PMVP,,0,-1.67,7.47,0.88,6.85,0.09
1875,PNFP,,0.39,6.2,65370.19,0.83,3.07,0.02
1876,PNT,,,,,,,
1877,POAI,1.78,0,-0.1,0.81,0.06,0.42,0.02
1878,POOL,0.82,0.12,16.23,24.57,0.95,6.21,0.05
1879,POSH,,-0.24,-0.12,5.48,0.32,3.77,0.07
1880,POWI,0.98,0.2,3.17,15.06,1.0,5.78,0.04
1881,POWW,-0.43,0.05,0.44,2.97,0.29,7.23,0.16
1882,PPBI,,,,,,,
1883,PPBT,,,,,,,
1884,PPC,,,,,,,
1885,PPTA,,,,,,,
1886,PRAX,,0,-3.96,7.47,0.94,5.44,0.06
1887,PRCH,,,,,,,
1888,PRDO,,,,,,,
1889,PRFT,1.51,0.07,3.84,12.85,1.07,5.49,0.08
1890,PRFX,,,,,,,
1891,PRGS,1.25,0.16,4,9.07,1.04,9.12,0.07
1892,PRIM,,,,,,,
1893,PRLD,,0,-3.29,7.24,0.85,5.95,0.65
1894,PROF,,,,,,,
1895,PRPH,,,,,,,
1896,PRPL,1.46,-0.19,1.12,2.42,1.04,5.68,0.15
1897,PRPO,2.64,-1.25,-0.38,1.2,0.12,0.94,0.01
1898,PRQR,0.43,0,-1.18,1.76,0.69,1.69,0.03
1899,PRTA,1.45,-1.16,-2.26,6.42,0.92,4.69,0.04
1900,PRTC,,,,,,,
1901,PRTG,133.53,0,-1.38,9.58,0.07,6.64,0.03
1902,PRTH,,,,,,,
1903,PRTK,,,,,,,
1904,PRTS,2.66,-0.01,-0.05,1.8,0.81,12.14,0.19
1905,PRVA,,-0.17,0.02,3.72,0.55,3.7,0.08
1906,PRVB,2.96,0,-1.95,2.49,0.37,6.74,0.05
1907,PSHG,,,,,,,
1908,PSNL,,,,,,,
1909,PSTI,2.3,0,-1.4,1.79,0.14,2.11,0.01
1910,PSTV,0.34,0,-0.92,0.96,0.1,0.28,0.01
1911,PSTX,,0,-2.67,3.0,0.5,6.2,0.05
1912,PTC,1.23,0.14,3.93,14.71,0.9,2.39,0.02
1913,PTE,0.98,-2.66,-0.44,0.35,0.17,2.38,0.02
1914,PTGX,1.95,-2.99,-2.39,7.52,1.13,0.82,0.1
1915,PTMN,,,,,,,
1916,PTON,0.78,-0.05,-0.52,5.84,0.83,4.53,0.12
1917,PTRA,,-1.5,-0.48,3.21,0.33,4.04,
1918,PUBM,,0.21,0.52,4.02,0.49,1.98,0.11
1919,PULM,1.3,-2.14,-0.43,0.94,0.24,4.67,0.02
1920,PVAC,3.28,-1.17,8.89,10.12,0.59,3.75,0.09
1921,PVBC,,,,,,,
1922,PWFL,,,,,,,
1923,PWP,,,,,,,
1924,PYCR,,-0.27,0.24,4.37,0.87,2.37,0.03
1925,PYPD,,,,,,,
1926,PYPL,1.2,0.2,5.88,17.79,0.82,2.11,0.01
1927,PZZA,1.01,0.05,3.48,-4.51,1.0,4.56,0.06
1928,QCOM,1.35,0.28,9.28,7.25,0.74,1.82,0.01
1929,QCRH,,,,,,,
1930,QFIN,0.62,0.36,5.42,81.38,0.59,4.75,
1931,QH,,,,,,,
1932,QIPT,,,,,,,
1933,QMCO,,,,,,,
1934,QNST,0.88,0.04,0.94,5.49,0.9,4.9,0.03
1935,QRHC,,,,,,,
1936,QRVO,1.38,0.21,13.22,41.8,0.87,2.26,0.02
1937,QTNT,2.3,-2.47,-0.93,-0.51,0.89,9.46,0.05
1938,QTRX,1.49,-0.27,-1.24,12.78,0.9,5.97,0.04
1939,QUIK,2.44,-0.93,-0.18,0.78,0.24,5.09,0.03
1940,QURE,,,,,,,
1941,RADA,1.02,0.2,0.57,2.91,0.58,3.13,0.02
1942,RADI,,,,,,,
1943,RAIN,,0,-2.78,6.23,0.88,12.75,0.07
1944,RANI,,,,,,,
1945,RAPT,,,,,,,
1946,RARE,,,,,,,
1947,RBBN,1.08,0.05,0.56,4.14,0.67,4.15,0.02
1948,RBCAA,,,,,,,
1949,RBNC,,,,,,,
1950,RCEL,,,,,,,
1951,RCII,1.6,0.06,7.13,12.42,0.79,4.09,0.05
1952,RCKT,,,,,,,
1953,RCKY,,,,,,,
1954,RCM,,,,,,,
1955,RDCM,,,,,,,
1956,RDHL,,-1.12,-0.39,0.63,0.19,2.43,
1957,RDNT,1.68,0.02,0.78,3.74,0.69,5.59,0.04
1958,RDWR,,,,,,,
1959,REAX,,,,,,,
1960,REE,,0,-0.37,0.61,0.07,0.9,
1961,REED,1.21,-0.3,-0.09,0.12,0.41,0.83,0.01
1962,REGI,0.64,0.07,3.8,32.51,0.94,4.73,0.11
1963,REGN,0.21,0.51,44.46,145.83,0.86,2.32,0.02
1964,REKR,1.78,-1.48,-0.18,2.32,0.46,3.37,0.21
1965,REPH,,,,,,,
1966,REPL,2.46,0,-2.49,10.25,0.94,9.69,0.07
1967,RESN,2.19,0,-0.24,0.37,0.28,4.67,0.08
1968,RETA,,,,,,,
1969,REYN,,,,,,,
1970,RFIL,,,,,,,
1971,RGCO,,,,,,,
1972,RGEN,0.87,0.2,3.06,29.16,0.86,3.38,0.03
1973,RGLS,2.2,-1.49,-0.31,0.42,0.38,2.23,0.07
1974,RGNX,1.05,-0.9,-4.34,11.92,0.86,5.84,0.1
1975,RIGL,1.54,-0.05,-0.3,0.4,0.84,15,0.13
1976,RIOT,4.5,0.45,1.79,7.44,0.3,1.77,0.18
1977,RKDA,-0.61,-0.07,-0.78,1.88,0.11,5.09,0.04
1978,RLAY,,-2.8,-2.68,6.68,0.84,9.52,0.17
1979,RLMD,,,,,,,
1980,RLYB,,0,-4.52,-12.17,0.54,2.92,0.02
1981,RMBL,2.73,-0.03,2.75,10.6,0.12,1.13,0.01
1982,RMBS,,,,,,,
1983,RMNI,,,,,,,
1984,RMTI,0.96,-0.53,-0.29,0.19,0.35,4.96,0.03
1985,RNA,,,,,,,
1986,RNLX,,,,,,,
1987,RNW,,-0.16,0.12,163.39,0.63,5.45,0.12
1988,RNWK,1.49,-0.11,-0.21,1.19,0.25,2.34,0.01
1989,ROAD,,,,,,,
1990,ROCK,1.07,0.05,3.63,24.12,1.02,4.94,0.02
1991,ROKU,1.77,0.1,1.74,19.21,0.71,1.24,0.04
1992,ROST,1.04,0.08,5.34,10.98,0.89,2.77,0.02
1993,ROVR,,,,,,,
1994,RPAY,,,,,,,
1995,RPD,,,,,,,
1996,RPHM,,,,,,,
1997,RPID,,,,,,,
1998,RPRX,,0.43,3.08,13.43,0.59,3.06,0.03
1999,RPTX,,0,-3.28,6.6,0.79,5.42,0.03
2000,RRBI,,,,,,,
2001,RRR,2.58,0.06,2.35,4.82,0.93,4.04,0.07
2002,RSSS,,,,,,,
2003,RSVR,,,,,,,
2004,RUN,2.06,-0.16,-0.21,29.98,0.96,5.78,0.24
2005,RUSHA,1.18,0.04,3.9,24.43,0.98,3.34,0.01
2006,RVMD,,0,-2.72,9.31,0.99,21.33,0.21
2007,RVNC,1.21,0,-3.7,2.59,0.89,4.32,0.05
2008,RVPH,,,,,,,
2009,RWLK,3.25,-2.65,-0.25,1.43,0.09,0.09,0.05
2010,RXDX,,0,-2.3,7.27,0.68,14.83,0.04
2011,RXRX,,0,-1.42,3.82,0.72,19.1,0.1
2012,RXST,,,,,,,
2013,RXT,,-0.09,1.08,6.62,0.99,6.17,0.12
2014,RYAAY,1.5,-0.59,7.28,19.8,0.46,1.37,
2015,RZLT,3.76,0,-2.33,3.12,0.31,0.45,0.0
2016,SAL,,,,,,,
2017,SALM,1.33,0.03,0.19,5.15,0.16,0.33,0.07
2018,SAMG,,,,,,,
2019,SANA,,0,-2.19,5.22,0.75,5.36,0.1
2020,SANW,,,,,,,
2021,SASR,,,,,,,
2022,SAVA,0.92,0,-0.33,6.91,0.28,1.41,0.25
2023,SBAC,,,,,,,
2024,SBFG,,,,,,,
2025,SBLK,1.15,0.23,5.55,17.18,0.67,0.7,0.03
2026,SBNY,1.93,0.46,16.76,128.2,0.92,2.81,0.02
2027,SBTX,,0,-3.18,10.0,0.86,5.97,0.23
2028,SBUX,0.88,0.1,4.2,-5.77,0.71,2.12,0.01
2029,SCPH,,,,,,,
2030,SCPS,,0,-1.52,-0.11,0.01,0.09,0.01
2031,SCSC,,,,,,,
2032,SCVL,,,,,,,
2033,SCYX,2.23,0,-1.65,1.4,0.5,18.93,0.19
2034,SDGR,,-0.35,-1.04,8.57,0.66,8.6,0.09
2035,SEDG,0.98,0.09,6.93,22.54,0.83,2.75,0.04
2036,SEEL,2.86,0,-0.45,0.81,0.41,0.91,0.05
2037,SELB,1.03,-0.96,-0.46,-0.04,0.47,8.47,0.11
2038,SERA,,,,,,,
2039,SFST,,,,,,,
2040,SFT,,-0.26,-1.95,1.76,0.58,9.78,0.2
2041,SGC,,,,,,,
2042,SGH,0.97,0.01,6.76,12.77,0.93,3.82,0.16
2043,SGHT,,-1.21,-1.45,-12.05,0.44,3.24,0.06
2044,SGLB,,0,-0.34,1.42,0.12,6.09,0.06
2045,SGMO,1.67,-0.98,-1.36,3.07,0.54,11.88,0.08
2046,SGMS,1.99,-0.04,2.26,-26.14,0.9,7.27,0.1
2047,SGRY,,,,,,,
2048,SGTX,,,,,,,
2049,SHC,,,,,,,
2050,SHCR,,-0.12,-0.03,-67.76,0.2,4.56,
2051,SHIP,0.7,0.02,0.41,1.18,0.03,0.39,0.03
2052,SHLS,,0.11,0.49,-0.16,1.02,4.24,0.07
2053,SHYF,1.58,0.07,2.24,6.34,0.82,5.82,0.03
2054,SIBN,,,,,,,
2055,SIEN,2.1,-1.16,-0.73,-0.53,0.93,22.22,0.19
