,Symbol,Name,Buy,Analyst
3323,SAFM,Sanderson Farms Inc. Common Stock,0,Hold
3324,SBSI,Southside Bancshares Inc. Common Stock,0,Hold
3325,SCR,Score Media and Gaming Inc. Class A Subordinate Voting Shares,0,Hold
3326,SCWX,SecureWorks Corp. Class A Common Stock,0,Hold
3327,SDC,SmileDirectClub Inc. Class A Common Stock,0,Hold
3328,SEAC,SeaChange International Inc. Common Stock,0,Hold
3329,SFNC,Simmons First National Corporation Class A Common Stock,0,Hold
3330,SIGI,Selective Insurance Group Inc. Common Stock,0,Hold
3331,SMMT,Summit Therapeutics Inc. Common Stock ,0,Hold
3332,SND,Smart Sand Inc. Common Stock,0,Hold
3333,SNDL,Sundial Growers Inc. Common Shares,0,Hold
3334,SOLY,Soliton Inc. Common Stock,0,Hold
3335,SPTN,SpartanNash Company Common Stock,0,Hold
3336,SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,0,Hold
3337,SPWR,SunPower Corporation Common Stock,0,Hold
3338,STKS,The ONE Group Hospitality Inc. Common Stock,0,Hold
3339,STMP,Stamps.com Inc.  Common Stock ($0.001 Par Value),0,Hold
3340,SUNW,Sunworks Inc. Common Stock,0,Hold
3341,TBNK,Territorial Bancorp Inc. Common Stock,0,Hold
3342,TC,TuanChe Limited American Depositary Shares,0,Hold
3343,TCDA,Tricida Inc. Common Stock,0,Hold
3344,THFF,First Financial Corporation Indiana Common Stock,0,Hold
3345,THRM,Gentherm Inc Common Stock,0,Hold
3346,THTX,Theratechnologies Inc. Common Shares,0,Hold
3347,TIGO,Millicom International Cellular S.A. Common Stock,0,Hold
3348,TRMK,Trustmark Corporation Common Stock,0,Hold
3349,TROW,T. Rowe Price Group Inc. Common Stock,0,Hold
3350,TRST,TrustCo Bank Corp NY Common Stock,0,Hold
3351,TRVG,trivago N.V. American Depositary Shares,0,Hold
3352,UIHC,United Insurance Holdings Corp. Common Stock,0,Hold
3353,USAP,Universal Stainless & Alloy Products Inc. Common Stock,0,Hold
3354,USWS,U.S. Well Services Inc. Class A Common Stock,0,Hold
3355,VCNX,Vaccinex Inc. Common Stock,0,Hold
3356,VIOT,Viomi Technology Co. Ltd American Depositary Shares,0,Hold
3357,WAFD,Washington Federal Inc. Common Stock,0,Hold
3358,WDFC,WD-40 Company Common Stock,0,Hold
3359,WRLD,World Acceptance Corporation Common Stock,0,Hold
3360,WSBF,Waterstone Financial Inc. Common Stock (MD),0,Hold
3361,WTBA,West Bancorporation Common Stock,0,Hold
3362,XENT,Intersect ENT Inc. Common Stock,0,Hold
3363,XONE,The ExOne Company Common Stock,0,Hold
3364,YJ,Yunji Inc. American Depository Shares,0,Hold
3365,Z,Zillow Group Inc. Class C Capital Stock,0,Hold
3366,ZEUS,Olympic Steel Inc. Common Stock,0,Hold
3367,ZY,Zymergen Inc. Common Stock,0,Hold
3368,A,Agilent Technologies Inc. Common Stock,1,Strong Buy
3369,AA,Alcoa Corporation Common Stock ,1,Strong Buy
3370,ABBV,AbbVie Inc. Common Stock,1,Strong Buy
3371,ABM,ABM Industries Incorporated Common Stock,1,Strong Buy
3372,ABR,Arbor Realty Trust Common Stock,1,Strong Buy
3373,ABT,Abbott Laboratories Common Stock,1,Strong Buy
3374,ACA,Arcosa Inc. Common Stock ,1,Strong Buy
3375,ACC,American Campus Communities Inc Common Stock,1,Strong Buy
3376,ACCO,Acco Brands Corporation Common Stock,1,Strong Buy
3377,ACH,Aluminum Corporation of China Limited American Depositary Shares,1,Strong Buy
3378,ACM,AECOM Common Stock,1,Strong Buy
3379,ACN,Accenture plc Class A Ordinary Shares (Ireland),1,Strong Buy
3380,ADC,Agree Realty Corporation Common Stock,1,Strong Buy
3381,ADCT,ADC Therapeutics SA Common Shares,1,Strong Buy
3382,ADM,Archer-Daniels-Midland Company Common Stock,1,Strong Buy
3383,ADS,Alliance Data Systems Corporation Common Stock,1,Strong Buy
3384,AER,AerCap Holdings N.V. Ordinary Shares,1,Strong Buy
3385,AES,The AES Corporation Common Stock,1,Strong Buy
3386,AEVA,Aeva Technologies Inc. Common Stock,1,Strong Buy
3387,AG,First Majestic Silver Corp. Ordinary Shares (Canada),1,Strong Buy
3388,AGCO,AGCO Corporation Common Stock,1,Strong Buy
3389,AGL,agilon health inc. Common Stock,1,Strong Buy
3390,AGRO,Adecoagro S.A. Common Shares,1,Strong Buy
3391,AGS,PlayAGS Inc. Common Stock,1,Strong Buy
3392,AGTI,Agiliti Inc. Common Stock,1,Strong Buy
3393,AGX,Argan Inc. Common Stock,1,Strong Buy
3394,AHH,Armada Hoffler Properties Inc. Common Stock,1,Strong Buy
3395,AIF,Apollo Tactical Income Fund Inc. Common Stock,1,Strong Buy
3396,AIR,AAR Corp. Common Stock,1,Strong Buy
3397,AIT,Applied Industrial Technologies Inc. Common Stock,1,Strong Buy
3398,AIZ,Assurant Inc. Common Stock,1,Strong Buy
3399,AJG,Arthur J. Gallagher & Co. Common Stock,1,Strong Buy
3400,AJX,Great Ajax Corp. Common Stock,1,Strong Buy
3401,AL,Air Lease Corporation Class A Common Stock,1,Strong Buy
3402,ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,1,Strong Buy
3403,ALG,Alamo Group Inc. Common Stock,1,Strong Buy
3404,ALIT,Alight Inc. Class A Common Stock,1,Strong Buy
3405,ALK,Alaska Air Group Inc. Common Stock,1,Strong Buy
3406,ALLY,Ally Financial Inc. Common Stock,1,Strong Buy
3407,ALTG,Alta Equipment Group Inc. Class A Common Stock,1,Strong Buy
3408,AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),1,Strong Buy
3409,AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,1,Strong Buy
3410,AME,AMETEK Inc.,1,Strong Buy
3411,AMG,Affiliated Managers Group Inc. Common Stock,1,Strong Buy
3412,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,1,Strong Buy
3413,AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,1,Strong Buy
3414,AMP,Ameriprise Financial Inc. Common Stock,1,Strong Buy
3415,AMRC,Ameresco Inc. Class A Common Stock,1,Strong Buy
3416,AMT,American Tower Corporation (REIT) Common Stock,1,Strong Buy
3417,AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,1,Strong Buy
3418,ANET,Arista Networks Inc. Common Stock,1,Strong Buy
3419,ANF,Abercrombie & Fitch Company Common Stock,1,Strong Buy
3420,ANTM,Anthem Inc. Common Stock,1,Strong Buy
3421,AOMR,Angel Oak Mortgage Inc. Common Stock,1,Strong Buy
3422,APD,Air Products and Chemicals Inc. Common Stock,1,Strong Buy
3423,APG,APi Group Corporation Common Stock,1,Strong Buy
3424,APH,Amphenol Corporation Common Stock,1,Strong Buy
3425,APLE,Apple Hospitality REIT Inc. Common Shares,1,Strong Buy
3426,APO,Apollo Global Management Inc. Class A Common Stock,1,Strong Buy
3427,APTV,Aptiv PLC Ordinary Shares,1,Strong Buy
3428,AR,Antero Resources Corporation Common Stock,1,Strong Buy
3429,ARCO,Arcos Dorados Holdings Inc. Class A Shares,1,Strong Buy
3430,ARD,Ardagh Group S.A. Common Shares,1,Strong Buy
3431,ARE,Alexandria Real Estate Equities Inc. Common Stock,1,Strong Buy
3432,ARES,Ares Management Corporation Class A Common Stock,1,Strong Buy
3433,ASAI,Sendas Distribuidora S A ADS,1,Strong Buy
3434,ASAN,Asana Inc. Class A Common Stock,1,Strong Buy
3435,ASC,Ardmore Shipping Corporation Common Stock,1,Strong Buy
3436,ASGN,ASGN Incorporated Common Stock,1,Strong Buy
3437,ASH,Ashland Global Holdings Inc. Common Stock,1,Strong Buy
3438,ASIX,AdvanSix Inc. Common Stock ,1,Strong Buy
3439,ASPN,Aspen Aerogels Inc. Common Stock,1,Strong Buy
3440,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,1,Strong Buy
3441,ATEN,A10 Networks Inc. Common Stock,1,Strong Buy
3442,ATI,Allegheny Technologies Incorporated Common Stock,1,Strong Buy
3443,ATKR,Atkore Inc. Common Stock,1,Strong Buy
3444,ATO,Atmos Energy Corporation Common Stock,1,Strong Buy
3445,AUY,Yamana Gold Inc. Ordinary Shares (Canada),1,Strong Buy
3446,AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),1,Strong Buy
3447,AVLR,Avalara Inc. Common Stock,1,Strong Buy
3448,AVNT,Avient Corporation Common Stock,1,Strong Buy
3449,AVTR,Avantor Inc. Common Stock,1,Strong Buy
3450,AVYA,Avaya Holdings Corp. Common Stock,1,Strong Buy
3451,AWR,American States Water Company Common Stock,1,Strong Buy
3452,AX,Axos Financial Inc. Common Stock,1,Strong Buy
3453,AZEK,The AZEK Company Inc. Class A Common Stock,1,Strong Buy
3454,AZO,AutoZone Inc. Common Stock,1,Strong Buy
3455,AZRE,Azure Power Global Limited Equity Shares,1,Strong Buy
3456,AZZ,AZZ Inc.,1,Strong Buy
3457,BA,Boeing Company (The) Common Stock,1,Strong Buy
3458,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,1,Strong Buy
3459,BAC,Bank of America Corporation Common Stock,1,Strong Buy
3460,BAH,Booz Allen Hamilton Holding Corporation Common Stock,1,Strong Buy
3461,BALY,Bally's Corporation Common Stock,1,Strong Buy
3462,BAM,Brookfield Asset Management Inc. Common Stock,1,Strong Buy
3463,BANC,Banc of California Inc. Common Stock,1,Strong Buy
3464,BARK,The Original BARK Company Common Stock,1,Strong Buy
3465,BAX,Baxter International Inc. Common Stock,1,Strong Buy
3466,BBD,Banco Bradesco Sa American Depositary Shares,1,Strong Buy
3467,BBDC,Barings BDC Inc. Common Stock,1,Strong Buy
3468,BBL,BHP Group PlcSponsored ADR,1,Strong Buy
3469,BBU,Brookfield Business Partners L.P. Limited Partnership Units ,1,Strong Buy
3470,BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,1,Strong Buy
3471,BBW,Build-A-Bear Workshop Inc. Common Stock,1,Strong Buy
3472,BBWI,Bath & Body Works Inc.,1,Strong Buy
3473,BC,Brunswick Corporation Common Stock,1,Strong Buy
3474,BCEI,Bonanza Creek Energy Inc. Common Stock,1,Strong Buy
3475,BCO,Brinks Company (The) Common Stock,1,Strong Buy
3476,BCS,Barclays PLC Common Stock,1,Strong Buy
3477,BDC,Belden Inc Common Stock,1,Strong Buy
3478,BERY,Berry Global Group Inc. Common Stock,1,Strong Buy
3479,BFLY,Butterfly Network Inc. Class A Common Stock,1,Strong Buy
3480,BGSF,BGSF Inc. Common Stock,1,Strong Buy
3481,BHC,Bausch Health Companies Inc. Common Stock,1,Strong Buy
3482,BHE,Benchmark Electronics Inc. Common Stock,1,Strong Buy
3483,BHG,Bright Health Group Inc. Common Stock,1,Strong Buy
3484,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),1,Strong Buy
3485,BHR,Braemar Hotels & Resorts Inc. Common Stock,1,Strong Buy
3486,BHVN,Biohaven Pharmaceutical Holding Company Ltd. Common Shares,1,Strong Buy
3487,BILL,Bill.com Holdings Inc. Common Stock,1,Strong Buy
3488,BIO,Bio-Rad Laboratories Inc. Class A Common Stock,1,Strong Buy
3489,BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,1,Strong Buy
3490,BIPC,Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares ,1,Strong Buy
3491,BJ,BJ's Wholesale Club Holdings Inc. Common Stock,1,Strong Buy
3492,BK,The Bank of New York Mellon Corporation Common Stock,1,Strong Buy
3493,BKH,Black Hills Corporation Common Stock,1,Strong Buy
3494,BKI,Black Knight Inc. Common Stock ,1,Strong Buy
3495,BKR,Baker Hughes Company Class A Common Stock,1,Strong Buy
3496,BKSY,BlackSky Technology Inc. Class A Common Stock,1,Strong Buy
3497,BLD,TopBuild Corp. Common Stock,1,Strong Buy
3498,BLDR,Builders FirstSource Inc. Common Stock,1,Strong Buy
3499,BLK,BlackRock Inc. Common Stock,1,Strong Buy
3500,BLND,Blend Labs Inc. Class A Common Stock,1,Strong Buy
3501,BMO,Bank Of Montreal Common Stock,1,Strong Buy
3502,BMY,Bristol-Myers Squibb Company Common Stock,1,Strong Buy
3503,BNL,Broadstone Net Lease Inc. Common Stock,1,Strong Buy
3504,BODY,The Beachbody Company Inc. Class A Common Stock,1,Strong Buy
3505,BOOT,Boot Barn Holdings Inc. Common Stock,1,Strong Buy
3506,BQ,Boqii Holding Limited American Depositary Shares representing Class A Ordinary Shares,1,Strong Buy
3507,BRBR,BellRing Brands Inc. Class A Common Stock,1,Strong Buy
3508,BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,1,Strong Buy
3509,BRSP,BrightSpire Capital Inc. Class A Common Stock,1,Strong Buy
3510,BSAC,Banco Santander - Chile ADS,1,Strong Buy
3511,BSM,Black Stone Minerals L.P. Common units representing limited partner interests,1,Strong Buy
3512,BSMX,Banco Santander Mexico S.A. Institucion de Banca Multiple Grupo Financiero Santander Mexico,1,Strong Buy
3513,BSX,Boston Scientific Corporation Common Stock,1,Strong Buy
3514,BURL,Burlington Stores Inc. Common Stock,1,Strong Buy
3515,BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,1,Strong Buy
3516,BW,Babcock & Wilcox Enterprises Inc. Common Stock,1,Strong Buy
3517,BWA,BorgWarner Inc. Common Stock,1,Strong Buy
3518,BWXT,BWX Technologies Inc. Common Stock,1,Strong Buy
3519,BX,Blackstone Inc. Common Stock,1,Strong Buy
3520,BXC,Bluelinx Holdings Inc. Common Stock,1,Strong Buy
3521,BXS,BancorpSouth Bank Common Stock,1,Strong Buy
3522,BYD,Boyd Gaming Corporation Common Stock,1,Strong Buy
3523,C,Citigroup Inc. Common Stock,1,Strong Buy
3524,CACI,CACI International Inc. Class A Common Stock,1,Strong Buy
3525,CANO,Cano Health Inc. Class A Common Stock,1,Strong Buy
3526,CARS,Cars.com Inc. Common Stock ,1,Strong Buy
3527,CB,Chubb Limited  Common Stock,1,Strong Buy
3528,CBRE,CBRE Group Inc Common Stock Class A,1,Strong Buy
3529,CBT,Cabot Corporation Common Stock,1,Strong Buy
3530,CBZ,CBIZ Inc. Common Stock,1,Strong Buy
3531,CCI,Crown Castle International Corp. (REIT) Common Stock,1,Strong Buy
3532,CCK,Crown Holdings Inc.,1,Strong Buy
3533,CCS,Century Communities Inc. Common Stock,1,Strong Buy
3534,CE,Celanese Corporation Celanese Corporation Common Stock,1,Strong Buy
3535,CEA,China Eastern Airlines Corporation Ltd. Common Stock,1,Strong Buy
3536,CEIX,CONSOL Energy Inc. Common Stock ,1,Strong Buy
3537,CF,CF Industries Holdings Inc. Common Stock,1,Strong Buy
3538,CFG,Citizens Financial Group Inc. Common Stock,1,Strong Buy
3539,CFX,Colfax Corporation Common Stock,1,Strong Buy
3540,CHCT,Community Healthcare Trust Incorporated Common Stock,1,Strong Buy
3541,CHE,Chemed Corp,1,Strong Buy
3542,CHGG,Chegg Inc. Common Stock,1,Strong Buy
3543,CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,1,Strong Buy
3544,CHPT,ChargePoint Holdings Inc. Common Stock,1,Strong Buy
3545,CHWY,Chewy Inc. Class A Common Stock,1,Strong Buy
3546,CI,Cigna Corporation Common Stock,1,Strong Buy
3547,CIR,CIRCOR International Inc. Common Stock,1,Strong Buy
3548,CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,1,Strong Buy
3549,CLH,Clean Harbors Inc. Common Stock,1,Strong Buy
3550,CLVT,Clarivate Plc Ordinary Shares,1,Strong Buy
3551,CM,Canadian Imperial Bank of Commerce Common Stock,1,Strong Buy
3552,CMG,Chipotle Mexican Grill Inc. Common Stock,1,Strong Buy
3553,CMO,Capstead Mortgage Corporation Common Stock,1,Strong Buy
3554,CMRE,Costamare Inc. Common Stock $0.0001 par value,1,Strong Buy
3555,CMS,CMS Energy Corporation Common Stock,1,Strong Buy
3556,CNC,Centene Corporation Common Stock,1,Strong Buy
3557,CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,1,Strong Buy
3558,CNHI,CNH Industrial N.V. Common Shares,1,Strong Buy
3559,CNMD,CONMED Corporation Common Stock,1,Strong Buy
3560,CNNE,Cannae Holdings Inc. Common Stock,1,Strong Buy
3561,CNO,CNO Financial Group Inc. Common Stock,1,Strong Buy
3562,CNQ,Canadian Natural Resources Limited Common Stock,1,Strong Buy
3563,CNR,Cornerstone Building Brands Inc. Common Stock,1,Strong Buy
3564,CNVY,Convey Holding Parent Inc. Common Stock,1,Strong Buy
3565,CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,1,Strong Buy
3566,COF,Capital One Financial Corporation Common Stock,1,Strong Buy
3567,COO,The Cooper Companies Inc. Common Stock,1,Strong Buy
3568,COOK,Traeger Inc. Common Stock,1,Strong Buy
3569,COP,ConocoPhillips Common Stock,1,Strong Buy
3570,COUR,Coursera Inc. Common Stock,1,Strong Buy
3571,CPF,Central Pacific Financial Corp New,1,Strong Buy
3572,CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),1,Strong Buy
3573,CPRI,Capri Holdings Limited Ordinary Shares,1,Strong Buy
3574,CPS,Cooper-Standard Holdings Inc. Common Stock,1,Strong Buy
3575,CPT,Camden Property Trust Common Stock,1,Strong Buy
3576,CR,Crane Co. Common Stock,1,Strong Buy
3577,CRC,California Resources Corporation Common Stock,1,Strong Buy
3578,CRH,CRH PLC American Depositary Shares,1,Strong Buy
3579,CRI,Carter's Inc. Common Stock,1,Strong Buy
3580,CRL,Charles River Laboratories International Inc. Common Stock,1,Strong Buy
3581,CRM,Salesforce.com Inc Common Stock,1,Strong Buy
3582,CRY,CryoLife Inc. Common Stock,1,Strong Buy
3583,CSL,Carlisle Companies Incorporated Common Stock,1,Strong Buy
3584,CSPR,Casper Sleep Inc. Common Stock,1,Strong Buy
3585,CSR,D/B/A Centerspace Common Stock,1,Strong Buy
3586,CSTM,Constellium SE Ordinary Shares (France),1,Strong Buy
3587,CSV,Carriage Services Inc. Common Stock,1,Strong Buy
3588,CTAC,Cerberus Telecom Acquisition Corp. Class A Ordinary Shares,1,Strong Buy
3589,CTLT,Catalent Inc. Common Stock,1,Strong Buy
3590,CTO,CTO Realty Growth Inc. Common Stock,1,Strong Buy
3591,CTOS,Custom Truck One Source Inc. Common Stock,1,Strong Buy
3592,CTVA,Corteva Inc. Common Stock ,1,Strong Buy
3593,CUBI,Customers Bancorp Inc Common Stock,1,Strong Buy
3594,CURO,CURO Group Holdings Corp. Common Stock,1,Strong Buy
3595,CURV,Torrid Holdings Inc. Common Stock,1,Strong Buy
3596,CUZ,Cousins Properties Incorporated Common Stock,1,Strong Buy
3597,CVE,Cenovus Energy Inc Common Stock,1,Strong Buy
3598,CVEO,Civeo Corporation (Canada) Common Shares,1,Strong Buy
3599,CVNA,Carvana Co. Class A Common Stock,1,Strong Buy
3600,CVS,CVS Health Corporation Common Stock,1,Strong Buy
3601,CVX,Chevron Corporation Common Stock,1,Strong Buy
3602,CW,Curtiss-Wright Corporation Common Stock,1,Strong Buy
3603,CWEN,Clearway Energy Inc. Class C Common Stock,1,Strong Buy
3604,CWH,Camping World Holdings Inc. Class A Commom Stock,1,Strong Buy
3605,CX,Cemex S.A.B. de C.V. Sponsored ADR,1,Strong Buy
3606,CXM,Sprinklr Inc. Class A Common Stock,1,Strong Buy
3607,CYD,China Yuchai International Limited Common Stock,1,Strong Buy
3608,CZOO,Cazoo Group Ltd Class A Ordinary Shares,1,Strong Buy
3609,D,Dominion Energy Inc. Common Stock,1,Strong Buy
3610,DAC,Danaos Corporation Common Stock,1,Strong Buy
3611,DAL,Delta Air Lines Inc. Common Stock,1,Strong Buy
3612,DAN,Dana Incorporated Common Stock ,1,Strong Buy
3613,DAR,Darling Ingredients Inc. Common Stock,1,Strong Buy
3614,DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),1,Strong Buy
3615,DBD,Diebold Nixdorf Incorporated Common Stock,1,Strong Buy
3616,DBRG,DigitalBridge Group Inc.,1,Strong Buy
3617,DCO,Ducommun Incorporated Common Stock,1,Strong Buy
3618,DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),1,Strong Buy
3619,DE,Deere & Company Common Stock,1,Strong Buy
3620,DEA,Easterly Government Properties Inc. Common Stock,1,Strong Buy
3621,DECK,Deckers Outdoor Corporation Common Stock,1,Strong Buy
3622,DELL,Dell Technologies Inc. Class C Common Stock ,1,Strong Buy
3623,DEN,Denbury Inc. Common Stock,1,Strong Buy
3624,DEO,Diageo plc Common Stock,1,Strong Buy
3625,DG,Dollar General Corporation Common Stock,1,Strong Buy
3626,DGX,Quest Diagnostics Incorporated Common Stock,1,Strong Buy
3627,DHI,D.R. Horton Inc. Common Stock,1,Strong Buy
3628,DHR,Danaher Corporation Common Stock,1,Strong Buy
3629,DHT,DHT Holdings Inc.,1,Strong Buy
3630,DHX,DHI Group Inc. Common Stock,1,Strong Buy
3631,DIN,Dine Brands Global Inc. Common Stock,1,Strong Buy
3632,DIS,Walt Disney Company (The) Common Stock,1,Strong Buy
3633,DKS,Dick's Sporting Goods Inc Common Stock,1,Strong Buy
3634,DLB,Dolby Laboratories Common Stock,1,Strong Buy
3635,DLR,Digital Realty Trust Inc. Common Stock,1,Strong Buy
3636,DLX,Deluxe Corporation Common Stock,1,Strong Buy
3637,DMS,Digital Media Solutions Inc. Class A Ordinary Shares,1,Strong Buy
3638,DMYI,dMY Technology Group Inc. III Class A Common Stock,1,Strong Buy
3639,DNB,Dun & Bradstreet Holdings Inc. Common Stock,1,Strong Buy
3640,DNMR,Danimer Scientific Inc. Common Stock,1,Strong Buy
3641,DNOW,NOW Inc. Common Stock,1,Strong Buy
3642,DOCN,DigitalOcean Holdings Inc. Common Stock,1,Strong Buy
3643,DOCS,Doximity Inc. Class A Common Stock,1,Strong Buy
3644,DOMA,Doma Holdings Inc. Common Stock,1,Strong Buy
3645,DOOR,Masonite International Corporation Ordinary Shares (Canada),1,Strong Buy
3646,DRD,DRDGOLD Limited American Depositary Shares,1,Strong Buy
3647,DRE,Duke Realty Corporation Common Stock,1,Strong Buy
3648,DRI,Darden Restaurants Inc. Common Stock,1,Strong Buy
3649,DS,Drive Shack Inc.,1,Strong Buy
3650,DSX,Diana Shipping inc. common stock,1,Strong Buy
3651,DT,Dynatrace Inc. Common Stock,1,Strong Buy
3652,DV,DoubleVerify Holdings Inc. Common Stock,1,Strong Buy
3653,DVN,Devon Energy Corporation Common Stock,1,Strong Buy
3654,DX,Dynex Capital Inc. Common Stock,1,Strong Buy
3655,DXC,DXC Technology Company Common Stock ,1,Strong Buy
3656,DY,Dycom Industries Inc. Common Stock,1,Strong Buy
3657,EAF,GrafTech International Ltd. Common Stock,1,Strong Buy
3658,EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,1,Strong Buy
3659,EAT,Brinker International Inc. Common Stock,1,Strong Buy
3660,EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),1,Strong Buy
3661,ECOM          ,ChannelAdvisor Corporation Common Stock,1,Strong Buy
3662,ECVT,Ecovyst Inc. Common Stock,1,Strong Buy
3663,EFC,Ellington Financial Inc. Common Stock ,1,Strong Buy
3664,EGO,Eldorado Gold Corporation Ordinary Shares,1,Strong Buy
3665,EGY,VAALCO Energy Inc.  Common Stock,1,Strong Buy
3666,EHC,Encompass Health Corporation Common Stock,1,Strong Buy
3667,EIG,Employers Holdings Inc Common Stock,1,Strong Buy
3668,EL,Estee Lauder Companies Inc. (The) Common Stock,1,Strong Buy
3669,ELF,e.l.f. Beauty Inc. Common Stock,1,Strong Buy
3670,ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),1,Strong Buy
3671,ELS,Equity Lifestyle Properties Inc. Common Stock,1,Strong Buy
3672,ELY,Callaway Golf Company Common Stock,1,Strong Buy
3673,EMN,Eastman Chemical Company Common Stock,1,Strong Buy
3674,EMR,Emerson Electric Company Common Stock,1,Strong Buy
3675,ENB,Enbridge Inc Common Stock,1,Strong Buy
3676,ENS,EnerSys Common Stock,1,Strong Buy
3677,ENVA,Enova International Inc. Common Stock,1,Strong Buy
3678,EOG,EOG Resources Inc. Common Stock,1,Strong Buy
3679,EPAM,EPAM Systems Inc. Common Stock,1,Strong Buy
3680,EPD,Enterprise Products Partners L.P. Common Stock,1,Strong Buy
3681,EPRT,Essential Properties Realty Trust Inc. Common Stock,1,Strong Buy
3682,EQH,Equitable Holdings Inc. Common Stock,1,Strong Buy
3683,EQNR,Equinor ASA,1,Strong Buy
3684,EQT,EQT Corporation Common Stock,1,Strong Buy
3685,ERF,Enerplus Corporation Common Stock,1,Strong Buy
3686,ERO,Ero Copper Corp. Common Shares,1,Strong Buy
3687,ESE,ESCO Technologies Inc. Common Stock,1,Strong Buy
3688,ESI,Element Solutions Inc. Common Stock,1,Strong Buy
3689,ESTC,Elastic N.V. Ordinary Shares,1,Strong Buy
3690,ET,Energy Transfer LP Common Units ,1,Strong Buy
3691,ETN,Eaton Corporation PLC Ordinary Shares,1,Strong Buy
3692,ETR,Entergy Corporation Common Stock,1,Strong Buy
3693,ETWO,E2open Parent Holdings Inc.Class A Common Stock,1,Strong Buy
3694,EURN,Euronav NV Ordinary Shares,1,Strong Buy
3695,EVA,Enviva Partners LP Common units representing limited partner interests,1,Strong Buy
3696,EVC,Entravision Communications Corporation Common Stock,1,Strong Buy
3697,EVH,Evolent Health Inc Class A Common Stock,1,Strong Buy
3698,EVR,Evercore Inc. Class A Common Stock,1,Strong Buy
3699,EVRI,Everi Holdings Inc. Common Stock,1,Strong Buy
3700,EW,Edwards Lifesciences Corporation Common Stock,1,Strong Buy
3701,EXP,Eagle Materials Inc Common Stock,1,Strong Buy
3702,EXR,Extra Space Storage Inc Common Stock,1,Strong Buy
3703,EXTN,Exterran Corporation Common Stock,1,Strong Buy
3704,F,Ford Motor Company Common Stock,1,Strong Buy
3705,FAF,First American Corporation (New) Common Stock,1,Strong Buy
3706,FBHS,Fortune Brands Home & Security Inc. Common Stock,1,Strong Buy
3707,FBP,First BanCorp. New Common Stock,1,Strong Buy
3708,FC,Franklin Covey Company Common Stock,1,Strong Buy
3709,FCN,FTI Consulting Inc. Common Stock,1,Strong Buy
3710,FDX,FedEx Corporation Common Stock,1,Strong Buy
3711,FERG,Ferguson plc Ordinary Shares,1,Strong Buy
3712,FHN,First Horizon Corporation Common Stock,1,Strong Buy
3713,FHS,First High-School Education Group Co. Ltd. American Depositary Shares,1,Strong Buy
3714,FICO,Fair Isaac Corproation Common Stock,1,Strong Buy
3715,FIGS,FIGS Inc. Class A Common Stock,1,Strong Buy
3716,FINV,FinVolution Group American Depositary Shares,1,Strong Buy
3717,FIS,Fidelity National Information Services Inc. Common Stock,1,Strong Buy
3718,FL,Foot Locker Inc.,1,Strong Buy
3719,FLT,FleetCor Technologies Inc. Common Stock,1,Strong Buy
3720,FMC,FMC Corporation Common Stock,1,Strong Buy
3721,FNB,F.N.B. Corporation Common Stock,1,Strong Buy
3722,FND,Floor & Decor Holdings Inc. Common Stock,1,Strong Buy
3723,FNF,FNF Group of Fidelity National Financial Inc. Common Stock,1,Strong Buy
3724,FOA,Finance of America Companies Inc. Class A Common Stock,1,Strong Buy
3725,FR,First Industrial Realty Trust Inc. Common Stock,1,Strong Buy
3726,FREY,FREYR Battery Ordinary Shares,1,Strong Buy
3727,FSS,Federal Signal Corporation Common Stock,1,Strong Buy
3728,FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares,1,Strong Buy
3729,FTCH,Farfetch Limited Class A Ordinary Shares,1,Strong Buy
