,Symbol,Name,Buy,Analyst,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
3767,GXO,GXO Logistics Inc. Common Stock ,1,Strong Buy,,,,,,,
3768,HAE,Haemonetics Corporation Common Stock,1,Strong Buy,0.351086,0.0913,3.08,14.383,0.92056,2.07,0.060399998
3769,HAL,Halliburton Company Common Stock,1,Strong Buy,2.864628,0.01085,1.41,5.816,0.78776,1.96,0.0199
3770,HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,1,Strong Buy,1.780434,1.26624,1.83,16.705,0.90092003,9.24,0.089499995
3771,HAYW,Hayward Holdings Inc. Common Stock,1,Strong Buy,,0.08715,,,0.96676004,0.98,0.0239
3772,HBI,Hanesbrands Inc. Common Stock,1,Strong Buy,1.519104,-0.050640002,1.68,1.388,0.89279,4.92,0.062
3773,HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),1,Strong Buy,1.966799,-0.059019998,1.09,6.351,0.70695996,3.09,
3774,HCA,HCA Healthcare Inc. Common Stock,1,Strong Buy,1.663259,0.08866999,15.23,0.74,0.73874,2.48,0.014400001
3775,HCI,HCI Group Inc. Common Stock,1,Strong Buy,0.736353,0.07839,3.85,25.834,0.6378,11.79,0.1924
3776,HD,Home Depot Inc. (The) Common Stock,1,Strong Buy,1.048913,0.10446,14.9,1.641,0.72556996,2.96,0.0104
3777,HDB,HDFC Bank Limited Common Stock,1,Strong Buy,0.894341,0.40831003,3.41,190.312,0.18506001,2.42,
3778,HES,Hess Corporation Common Stock,1,Strong Buy,2.218886,-0.027709998,3.34,18.322,0.86299,3.2,0.029000001
3779,HESM,Hess Midstream LP Class A Share,1,Strong Buy,2.236721,0.02395,1.91,7.349,0.68946,2.35,0.033299997
3780,HHC,Howard Hughes Corporation (The) Common Stock,1,Strong Buy,1.536452,0.045300003,3.94,66.928,0.93666,3.84,0.025899999
3781,HI,Hillenbrand Inc Common Stock,1,Strong Buy,1.538209,0.06702,3.65,16.149,0.90569997,3.86,0.0271
3782,HIG,Hartford Financial Services Group Inc. (The) Common Stock,1,Strong Buy,1.106508,0.100710005,6.67,48.58,0.96715,2.02,0.0121
3783,HIW,Highwoods Properties Inc. Common Stock,1,Strong Buy,1.145742,0.32551998,1.4,22.234,0.98966,4.23,0.0292
3784,HL,Hecla Mining Company Common Stock,1,Strong Buy,2.175218,0.041810002,0.28,3.205,0.65059996,1.95,0.0239
3785,HLF,Herbalife Nutrition Ltd. Common Stock,1,Strong Buy,0.919213,0.08411,5.28,-12.147,0.92051005,7.44,0.0744
3786,HLLY,Holley Inc. Common Stock,1,Strong Buy,,,,,,,
3787,HMC,Honda Motor Company Ltd. Common Stock,1,Strong Buy,0.978675,0.06567,3.07,5260.058,0.03487,4.74,
3788,HNGR,Hanger Inc. Common Stock,1,Strong Buy,1.656521,0.050359998,1.29,1.277,0.96181,8.56,0.0461
3789,HNI,HNI Corporation Common Stock,1,Strong Buy,1.095108,0.04101,2.67,14.305,0.78356004,5.78,0.0254
3790,HPE,Hewlett Packard Enterprise Company Common Stock,1,Strong Buy,1.225436,0.0373,1.95,12.698,0.84589994,4.26,0.0347
3791,HRI,Herc Holdings Inc. Common Stock ,1,Strong Buy,3.10735,0.06131,7.48,26.284,0.98568,2.58,0.0328
3792,HRTG,Heritage Insurance Holdings Inc. Common Stock,1,Strong Buy,0.713586,-0.00566,1.44,15.439,0.76791,4.04,0.0208
3793,HSC,Harsco Corporation Common Stock,1,Strong Buy,2.189839,-0.01321,1.09,8.326,0.97286004,10.39,0.053400002
3794,HTGC,Hercules Capital Inc. Common Stock,1,Strong Buy,1.54384,1.20115,1.41,11.482,0.28192,4.93,0.0254
3795,HUBB,Hubbell Inc Common Stock,1,Strong Buy,1.190502,0.08185001,9.5,38.344,0.89969003,4.0,0.0168
3796,HUBS,HubSpot Inc. Common Stock,1,Strong Buy,1.719565,-0.093710005,2.37,16.626,0.92758006,2.9,0.0347
3797,HUM,Humana Inc. Common Stock,1,Strong Buy,0.885745,0.04718,24.61,109.988,0.94629997,1.56,0.0092
3798,HUN,Huntsman Corporation Common Stock,1,Strong Buy,1.375,0.089499995,2.9,16.144,0.84926003,0.98,0.0127
3799,HWM,Howmet Aerospace Inc. Common Stock,1,Strong Buy,1.732598,0.02607,,,0.91043997,3.84,0.0271
3800,HZAC,Horizon Acquisition Corporation Class A Ordinary Shares,1,Strong Buy,,0.0,,,0.55307,0.15,0.0025
3801,IAA,IAA Inc. Common Stock ,1,Strong Buy,1.714555,0.17125,1.64,-1.4,1.06239,3.79,0.025999999
3802,IBA,Industrias Bachoco S.A.B. de C.V. Common Stock,1,Strong Buy,0.806768,0.07003,4.71,914.072,0.026919998,0.28,
3803,IBN,ICICI Bank Limited Common Stock,1,Strong Buy,0.9832,0.19320999,1.06,455.65,0.20994,4.4,
3804,IBP,Installed Building Products Inc. Common Stock,1,Strong Buy,1.800764,0.06178,6.87,11.56,0.83329004,5.43,0.0538
3805,ICE,Intercontinental Exchange Inc. Common Stock,1,Strong Buy,0.734716,0.42727003,5.26,35.458,0.92913,3.47,0.0104
3806,IEX,IDEX Corporation Common Stock,1,Strong Buy,,0.16568,6.87,34.323,1.00971,3.18,0.017
3807,IFF,Internationa Flavors & Fragrances Inc. Common Stock,1,Strong Buy,0.975516,0.0318,6.59,59.017,0.95048,5.16,0.0326
3808,IGT,International Game Technology Ordinary Shares,1,Strong Buy,2.251637,0.00722,1.32,4.076,0.45671,1.63,0.0354
3809,IIPR,Innovative Industrial Properties Inc. Common Stock,1,Strong Buy,1.460519,0.5872,6.68,63.123,0.78876996,6.32,0.0756
3810,IMAX,Imax Corporation Common Stock,1,Strong Buy,1.817391,-0.7757,0.9,5.938,0.77053,4.77,0.071
3811,INFO,IHS Markit Ltd. Common Shares,1,Strong Buy,0.977074,0.13885,3.53,21.809,0.9096,8.96,0.0466
3812,INN,Summit Hotel Properties Inc. Common Stock,1,Strong Buy,2.425543,-0.86653,-0.1,8.846,1.01368,6.64,0.062800005
3813,INSP,Inspire Medical Systems Inc. Common Stock,1,Strong Buy,1.650107,-0.42544997,-1.57,8.202,0.96008,2.75,0.030299999
3814,INST,Instructure Holdings Inc. Common Stock,1,Strong Buy,,,,,,,
3815,INSW,International Seaways Inc. Common Stock ,1,Strong Buy,0.283126,-0.54099,2.59,34.494,0.57208997,6.53,0.0325
3816,INVH,Invitation Homes Inc. Common Stock,1,Strong Buy,0.833412,0.11015,0.41,15.115,1.02946,2.8,0.024600001
3817,IO,Ion Geophysical Corporation Common Stock,1,Strong Buy,3.255434,-0.52462,-1.94,-5.072,0.38497,4.36,0.09810001
3818,IQV,IQVIA Holdings Inc. Common Stock,1,Strong Buy,1.451033,0.04694,9.86,31.07,0.91221,2.55,0.0156
3819,IR,Ingersoll Rand Inc. Common Stock,1,Strong Buy,1.516565,0.05718,2.04,21.358,0.95967,1.86,0.0155
3820,IRT,Independence Realty Trust Inc. Common Stock,1,Strong Buy,0.934167,0.08523,0.15,6.981,0.96492994,2.59,0.0218
3821,IS,ironSource Ltd. Class A Ordinary Shares,1,Strong Buy,,,,,,,
3822,ITGR,Integer Holdings Corporation Common Stock,1,Strong Buy,1.344565,0.065359995,4.55,38.749,1.03058,5.89,0.026099999
3823,ITT,ITT Inc. Common Stock ,1,Strong Buy,1.588973,0.024130002,4.54,24.461,1.0057399,2.0,0.0095999995
3824,IX,Orix Corp Ads Common Stock,1,Strong Buy,1.107182,0.087799996,10.97,12438.845,0.01675,4.95,
3825,J,Jacobs Engineering Group Inc. Common Stock,1,Strong Buy,0.886956,0.0434,,,0.88721,3.2,0.0179
3826,JBI,Janus International Group Inc. Common Stock,1,Strong Buy,,0.109230004,,,0.6207,18.33,
3827,JBL,Jabil Inc. Common Stock,1,Strong Buy,1.355567,0.0202,5.41,13.987,0.91774005,3.03,0.019299999
3828,JCI,Johnson Controls International plc Ordinary Share,1,Strong Buy,1.120239,0.04736,3.12,24.693,0.91875,2.01,0.014099999
3829,JEF,Jefferies Financial Group Inc. Common Stock,1,Strong Buy,1.471739,0.15625,2.91,39.504,0.74397004,4.97,0.040799998
3830,JHX,James Hardie Industries plc American Depositary Shares (Ireland),1,Strong Buy,1.067176,0.09035,1.0,2.877,0.01105,3.94,
3831,JNJ,Johnson & Johnson Common Stock,1,Strong Buy,0.704694,0.1992,10.42,25.006,0.69405,3.14,0.0062
3832,JPM,JP Morgan Chase & Co. Common Stock,1,Strong Buy,1.187227,0.37177,11.96,82.307,0.72039,2.1,0.0067000003
3833,KBH,KB Home Common Stock,1,Strong Buy,1.804195,0.088970006,6.54,29.861,0.90542,2.04,0.056700002
3834,KBR,KBR Inc. Common Stock,1,Strong Buy,1.360174,-0.00582,2.42,11.652,1.05885,5.82,0.0685
3835,KEYS,Keysight Technologies Inc. Common Stock,1,Strong Buy,0.930607,0.16213,6.46,19.22,0.90558,6.47,0.038900003
3836,KFY,Korn Ferry Common Stock,1,Strong Buy,1.648531,0.06323,4.18,25.3,0.97178,1.94,0.0178
3837,KGC,Kinross Gold Corporation Common Stock,1,Strong Buy,0.80915,0.29969,0.88,5.317,0.64046997,0.8,
3838,KIM,Kimco Realty Corporation Common Stock,1,Strong Buy,1.531659,0.37932998,0.51,13.066,0.70045,3.04,0.040799998
3839,KKR,KKR & Co. Inc. Common Stock,1,Strong Buy,1.383539,0.22878,3.51,22.611,0.80068,3.85,0.0148
3840,KLR,Kaleyra Inc. Common Stock,1,Strong Buy,,-0.14017001,,,0.45239,8.13,0.082399994
3841,KMX,CarMax Inc,1,Strong Buy,1.652883,0.04794,6.42,26.748,0.95909,4.15,0.04
3842,KN,Knowles Corporation Common Stock,1,Strong Buy,1.377084,0.07684,1.45,14.27,1.0219101,8.23,0.087799996
3843,KNX,Knight-Swift Transportation Holdings Inc.,1,Strong Buy,1.319868,0.10880999,3.62,35.875,0.90133005,5.56,0.0397
3844,KO,Coca-Cola Company (The) Common Stock,1,Strong Buy,0.62937,0.22188,2.36,4.722,0.69003,2.32,0.0066000004
3845,KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,1,Strong Buy,2.029379,0.08915,4.84,17.735,0.92388,3.27,0.0299
3846,KOS,Kosmos Energy Ltd. Common Shares (DE),1,Strong Buy,3.792391,-0.39808998,0.25,0.875,0.86072,2.72,0.0617
3847,KREF,KKR Real Estate Finance Trust Inc. Common Stock,1,Strong Buy,0.770251,0.75471,1.84,18.893,0.91382,3.14,0.051799998
3848,KRG,Kite Realty Group Trust Common Stock,1,Strong Buy,1.495647,0.03167,-0.05,14.581,1.0037,8.85,0.0698
3849,KRO,Kronos Worldwide Inc Common Stock,1,Strong Buy,1.379912,0.03582,1.07,6.932,0.15737,5.87,0.0363
3850,KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,1,Strong Buy,2.101234,-0.57456,0.4,6.344,0.32764,1.29,0.0086
3851,KT,KT Corporation Common Stock,1,Strong Buy,0.513913,0.0376,1.97,29451.748,0.25761998,7.08,
3852,KTB,Kontoor Brands Inc. Common Stock ,1,Strong Buy,1.310223,0.08045,4.04,1.478,0.97824997,6.91,0.070300005
3853,LAC,Lithium Americas Corp. Common Shares,1,Strong Buy,1.388266,0.0,0.0,1.886,0.21496001,4.55,
3854,LAD,Lithia Motors Inc. Common Stock,1,Strong Buy,1.834782,0.03957,25.73,105.549,0.86022,4.39,0.082100004
3855,LADR,Ladder Capital Corp Class A Common Stock,1,Strong Buy,2.308152,0.01219,0.82,12.075,0.56846,3.55,0.0224
3856,LAW,CS Disco Inc. Common Stock,1,Strong Buy,,,,,,,
3857,LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,1,Strong Buy,1.588043,0.15863,4.38,7.211,0.75119,3.3,0.0231
3858,LCII,LCI Industries,1,Strong Buy,1.630458,0.06992,11.05,37.999,1.014,12.56,0.0698
3859,LDOS,Leidos Holdings Inc. Common Stock,1,Strong Buy,0.935326,0.05643,7.15,27.197,0.79333,2.68,0.0107
3860,LEA,Lear Corporation Common Stock,1,Strong Buy,1.538755,0.03726,18.49,76.17,0.98537004,2.07,0.014199999
3861,LEV,The Lion Electric Company Common Shares,1,Strong Buy,,0.0,,,0.03224,4.4,0.0313
3862,LEVI,Levi Strauss & Co Class A Common Stock,1,Strong Buy,1.150647,-0.0323,1.39,3.519,0.87223,2.31,0.044099998
3863,LFT,Lument Finance Trust Inc. Common Stock,1,Strong Buy,1.307065,0.50004,,,0.53786,1.25,0.0038
3864,LH,Laboratory Corporation of America Holdings Common Stock,1,Strong Buy,1.045652,0.17256,15.97,102.469,0.94357,2.24,0.0174
3865,LHX,L3Harris Technologies Inc. Common Stock,1,Strong Buy,0.887554,0.081709996,13.22,103.411,0.82755995,2.69,0.0114
3866,LIN,Linde plc Ordinary Share,1,Strong Buy,0.80131,0.11366,11.06,88.83,0.79603,2.98,0.0069
3867,LLY,Eli Lilly and Company Common Stock,1,Strong Buy,0.242391,0.23906,8.6,7.589,0.83641,2.51,0.0095
3868,LMT,Lockheed Martin Corporation Common Stock,1,Strong Buy,0.971615,0.10689,27.9,22.705,0.75347,2.19,0.01
3869,LOKB,Live Oak Acquisition Corp. II Class A Common Stock,1,Strong Buy,,0.0,,,0.62804,0.13,0.00059999997
3870,LOW,Lowe's Companies Inc. Common Stock,1,Strong Buy,1.327057,0.072280005,11.87,0.622,0.77601,2.5,0.0125
3871,LPI,Laredo Petroleum Inc. Common Stock,1,Strong Buy,4.7,-1.4178,18.5,-1.831,0.49492002,2.0,0.0998
3872,LPX,Louisiana-Pacific Corporation Common Stock,1,Strong Buy,1.893048,0.2441,4.65,11.615,0.99108005,3.04,0.0764
3873,LRN,Stride Inc. Common Stock,1,Strong Buy,0.608269,0.04676,1.33,19.604,0.89325,4.48,0.0655
3874,LSI,Life Storage Inc. Common Stock,1,Strong Buy,0.313928,0.25132,2.78,33.404,0.98485,2.29,0.0219
3875,LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,1,Strong Buy,3.021588,-0.50925,,,0.56368,4.31,0.0221
3876,LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,1,Strong Buy,,0.22564,,,0.07775,2.64,
3877,LUV,Southwest Airlines Company Common Stock,1,Strong Buy,1.254347,-0.41713002,3.1,15.378,0.8036,3.06,0.0325
3878,LW,Lamb Weston Holdings Inc. Common Stock ,1,Strong Buy,0.744075,0.086569995,3.12,3.088,0.86547995,2.06,0.0185
3879,MA,Mastercard Incorporated Common Stock,1,Strong Buy,1.150655,0.43221,10.43,6.378,0.77308,1.5,0.006
3880,MAN,ManpowerGroup Common Stock,1,Strong Buy,2.138586,0.00459,8.06,43.308,0.98188,4.41,0.024600001
3881,MAX,MediaAlpha Inc. Class A Common Stock,1,Strong Buy,,0.0098,,,0.97308,3.56,0.0602
3882,MCB,Metropolitan Bank Holding Corp. Common Stock,1,Strong Buy,1.336754,0.32036,6.95,41.727,0.67486,4.58,0.021300001
3883,MCD,McDonald's Corporation Common Stock,1,Strong Buy,0.627183,0.31715,9.57,-9.697,0.68742996,3.09,0.0085
3884,MCG,Membership Collective Group Inc. Class A Common Stock,1,Strong Buy,,-0.6674,,,0.0,0.53,0.0095
3885,MCK,McKesson Corporation Common Stock,1,Strong Buy,0.87663,-0.01905,18.85,-2.997,0.91653,1.26,0.0113
3886,MCO,Moody's Corporation Common Stock,1,Strong Buy,1.146834,0.36110002,12.15,10.844,0.9435,4.33,0.013200001
3887,MCS,Marcus Corporation (The) Common Stock,1,Strong Buy,1.973524,-0.56622005,0.13,16.054,0.98305,13.15,0.3704
3888,MDP,Meredith Corporation Common Stock,1,Strong Buy,2.380584,0.09588,3.71,15.198,0.96177,8.07,0.1225
3889,MDT,Medtronic plc. Ordinary Shares,1,Strong Buy,0.813864,0.12286,6.29,38.225,0.83219004,2.58,0.007900001
3890,MDU,MDU Resources Group Inc. Common Stock (Holding Company),1,Strong Buy,0.733695,0.074990004,2.23,15.409,0.71132004,2.39,0.0113
3891,MEC,Mayville Engineering Company Inc. Common Stock,1,Strong Buy,0.562658,-0.01271,1.69,10.157,0.78123003,1.98,0.0176
3892,MED,MEDIFAST INC Common Stock,1,Strong Buy,1.44396,0.114350006,16.71,14.935,0.85162,4.01,0.0458
3893,MEG,Montrose Environmental Group Inc. Common Stock,1,Strong Buy,,-0.07056,0.75,,0.73622,4.59,0.0248
3894,MET,MetLife Inc. Common Stock,1,Strong Buy,1.312227,0.066589996,7.0,83.5,0.77484,3.08,0.0176
3895,MGA,Magna International Inc. Common Stock,1,Strong Buy,1.554248,0.05608,8.94,37.833,0.68127,0.73,
3896,MGY,Magnolia Oil & Gas Corporation Class A Common Stock,1,Strong Buy,2.607322,0.2533,1.53,3.463,1.06122,8.6,0.115200005
3897,MHO,M/I Homes Inc. Common Stock,1,Strong Buy,2.131521,0.08886,12.34,46.373,0.95483,3.4,0.0385
3898,MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,1,Strong Buy,0.287436,0.11502,0.44,5.6,0.38539,1.54,
3899,MKFG,Markforged Holding Corporation Common Stock,1,Strong Buy,,,,,,,
3900,MKL,Markel Corporation Common Stock,1,Strong Buy,,0.21043,65.76,913.335,0.79347,2.49,0.010299999
3901,MLI,Mueller Industries Inc. Common Stock,1,Strong Buy,1.202173,0.065120004,4.6,14.725,0.92179,3.75,0.024600001
3902,MNRL,Brigham Minerals Inc. Class A Common Stock,1,Strong Buy,2.362406,-0.32819998,0.96,11.609,0.86490995,5.62,0.030299999
3903,MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,1,Strong Buy,,-0.15597999,,,0.21024999,4.8,
3904,MO,Altria Group Inc.,1,Strong Buy,0.661572,0.21410999,4.82,1.573,0.60543996,2.17,0.0062
3905,MODN,Model N Inc. Common Stock,1,Strong Buy,0.961413,-0.12597999,0.39,3.562,0.98291,10.79,0.075500004
3906,MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),1,Strong Buy,0.786309,-0.67987996,0.07,14.303,0.2448,3.66,
3907,MOH,Molina Healthcare Inc Common Stock,1,Strong Buy,0.734494,0.02796,16.37,37.067,0.98202,3.57,0.0195
3908,MOS,Mosaic Company (The) Common Stock,1,Strong Buy,1.87036,0.14246,2.66,25.348,0.76387,1.16,0.0184
3909,MP,MP Materials Corp. Common Stock,1,Strong Buy,,-0.04397,,,0.63643,3.44,0.1346
3910,MPC,Marathon Petroleum Corporation Common Stock,1,Strong Buy,2.16703,0.08717,2.88,34.1,0.78305,3.11,0.0307
3911,MPLX,MPLX LP Common Units Representing Limited Partner Interests,1,Strong Buy,1.890263,0.31349,2.84,11.633,0.27101,9.69,0.0535
3912,MPW,Medical Properties Trust Inc. common stock,1,Strong Buy,0.539173,0.36233002,1.31,13.918,0.83711,3.7,0.0478
3913,MRC,MRC Global Inc. Common Stock,1,Strong Buy,2.540938,-0.00041,0.72,4.169,0.97053003,11.22,0.1092
3914,MRO,Marathon Oil Corporation Common Stock,1,Strong Buy,3.280567,-0.13436,0.69,13.542,0.76381,1.91,0.039300002
3915,MS,Morgan Stanley Common Stock,1,Strong Buy,1.541349,0.24555999,7.0,52.709,0.66651,2.02,0.0119
3916,MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock ,1,Strong Buy,,-1.8711799,,,0.84266996,3.49,0.0444
3917,MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),1,Strong Buy,0.646046,-0.033570003,,,0.84593004,6.59,0.05
3918,MSI,Motorola Solutions Inc. Common Stock,1,Strong Buy,0.762785,0.13223,9.75,-2.923,0.8818,2.75,0.012
3919,MT,Arcelor Mittal NY Registry Shares NEW,1,Strong Buy,1.878563,0.114879996,4.59,33.956,0.06362,1.14,
3920,MTDR,Matador Resources Company Common Stock,1,Strong Buy,4.84185,-0.16510999,3.55,11.641,0.87676,7.62,0.15
3921,MTG,MGIC Investment Corporation Common Stock,1,Strong Buy,1.74072,0.49016997,1.85,13.947,0.97707003,8.1,0.061300002
3922,MTOR,Meritor Inc. Common Stock,1,Strong Buy,2.116304,0.01908,3.93,7.948,0.96199,3.73,0.0519
3923,MTRN,Materion Corporation,1,Strong Buy,1.440154,0.02882,3.96,32.397,0.95725,1.86,0.0214
3924,MTZ,MasTec Inc. Common Stock,1,Strong Buy,1.316304,0.05274,5.92,28.781,0.83122003,5.75,0.0936
3925,MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,1,Strong Buy,0.998877,0.28587,,1308.122,0.0166,5.32,
3926,MUX,McEwen Mining Inc. Common Stock,1,Strong Buy,1.161956,-0.67539,0.02,0.857,0.24439,8.33,0.1273
3927,MX,Magnachip Semiconductor Corporation Common Stock,1,Strong Buy,1.038586,0.70886004,1.13,9.087,0.84867996,2.38,0.0519
3928,MXL,MaxLinear Inc. Common Stock,1,Strong Buy,1.9875,-0.12673001,2.32,5.582,0.86425,6.78,0.0431
3929,MYE,Myers Industries Inc. Common Stock,1,Strong Buy,1.4875,0.04861,1.14,5.384,0.91040003,3.79,0.021300001
3930,MYOV,Myovant Sciences Ltd. Common Shares,1,Strong Buy,2.86128,0.0,-1.3,-3.89,0.38546002,4.19,0.073699996
3931,NABL,N-able Inc. Common Stock,1,Strong Buy,,-0.045840003,,,0.73003,8.85,
3932,NAPA,The Duckhorn Portfolio Inc. Common Stock,1,Strong Buy,,0.1447,,,0.15243,1.75,0.0347
3933,NCR,NCR Corporation Common Stock,1,Strong Buy,,-0.02251,3.43,8.392,0.94571996,6.82,0.0618
3934,NEE,NextEra Energy Inc. Common Stock,1,Strong Buy,0.170652,0.24337,2.73,19.056,0.79106003,2.45,0.0098
3935,NEM,Newmont Corporation,1,Strong Buy,0.231441,0.22997999,3.84,28.873,0.81933,1.44,0.010199999
3936,NET,Cloudflare Inc. Class A Common Stock,1,Strong Buy,0.027944,-0.25625,-0.16,2.418,0.845,3.14,0.0469
3937,NEX,NexTier Oilfield Solutions Inc. Common Stock,1,Strong Buy,3.398648,-0.41030997,,,0.86573,4.75,0.0504
3938,NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,1,Strong Buy,0.035378,0.11097,4.24,27.95,0.04104,1.68,
3939,NGVT,Ingevity Corporation Common Stock ,1,Strong Buy,2.20163,0.14805001,6.07,16.499,0.94474,3.29,0.026199998
3940,NI,NiSource Inc Common Stock,1,Strong Buy,0.318777,0.057540003,1.41,12.882,0.96383005,5.99,0.0672
3941,NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,1,Strong Buy,2.537354,-0.29764998,-0.08,17.283,0.36415002,1.18,
3942,NKE,Nike Inc. Common Stock,1,Strong Buy,0.853804,0.08902001,3.94,7.551,0.83775,2.1,0.013200001
3943,NLY,Annaly Capital Management Inc Common Stock,1,Strong Buy,1.302401,0.88445,1.07,8.952,0.44759,3.03,0.025999999
3944,NMG,Nouveau Monde Graphite Inc. Common Shares,1,Strong Buy,1.90196,0.0,,,0.29086,1.64,
3945,NNN,National Retail Properties Common Stock,1,Strong Buy,0.811681,0.36281,1.65,22.456,0.92309,6.65,0.0395
3946,NOA,North American Construction Group Ltd. Common Shares (no par),1,Strong Buy,1.480553,0.105450004,0.47,8.964,0.67434996,2.24,
3947,NOAH,Noah Holdings Limited,1,Strong Buy,1.379236,-0.1342,3.94,107.541,0.72688,8.29,
3948,NOC,Northrop Grumman Corporation Common Stock,1,Strong Buy,0.837336,0.120950006,25.6,65.389,0.82911,2.9,0.0095
3949,NOMD,Nomad Foods Limited Ordinary Shares,1,Strong Buy,0.645508,0.08498,2.0,11.362,0.82267,2.96,0.014099999
3950,NOV,NOV Inc. Common Stock,1,Strong Buy,2.315502,-0.10098,0.21,13.006,0.95075995,2.78,0.0401
3951,NOVA,Sunnova Energy International Inc. Common Stock,1,Strong Buy,,-1.2433699,0.02,7.461,0.97052,2.84,0.091800004
3952,NOW,ServiceNow Inc. Common Stock,1,Strong Buy,0.920851,0.03297,7.08,15.381,0.89139,4.22,0.0186
3953,NP,Neenah Inc. Common Stock,1,Strong Buy,1.526627,-0.00392,4.14,21.471,0.94703,2.05,0.0128999995
3954,NPO,EnPro Industries Inc,1,Strong Buy,1.632096,0.017380001,5.51,52.48,1.02989,2.23,0.0117
3955,NPTN,NeoPhotonics Corporation Common Stock,1,Strong Buy,0.939214,-0.15014,0.25,3.326,0.85652,3.04,0.0274
3956,NR,Newpark Resources Inc. Common Stock,1,Strong Buy,3.821739,-0.15751,0.17,5.374,0.74197,2.84,0.0221
3957,NREF,NexPoint Real Estate Finance Inc. Common Stock,1,Strong Buy,,0.33728,,,0.52529,0.17,0.0033000002
3958,NRG,NRG Energy Inc. Common Stock,1,Strong Buy,0.829347,0.02024,5.84,6.2,0.98747003,4.06,0.0591
3959,NRZ,New Residential Investment Corp. Common Stock,1,Strong Buy,1.922538,0.26697,1.71,11.355,0.43545,1.61,0.0201
3960,NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,1,Strong Buy,0.390283,0.16641001,1.32,11.527,0.74855006,2.41,0.0216
3961,NSP,Insperity Inc. Common Stock,1,Strong Buy,1.502958,0.024549998,4.71,1.904,0.91872,6.14,0.026500002
3962,NSR,Nomad Royalty Company Ltd. Common Shares,1,Strong Buy,,,,,,,
3963,NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,1,Strong Buy,1.840065,0.31004,3.54,18.841,0.75685,2.33,0.0053
3964,NTR,Nutrien Ltd. Common Shares,1,Strong Buy,0.773059,0.030269999,3.04,39.103,0.69237,2.13,0.0087
3965,NTST,NetSTREIT Corp. Common Stock,1,Strong Buy,,0.00675,,,0.99759,3.92,0.0293
3966,NUVB,Nuvation Bio Inc. Class A Common Stock,1,Strong Buy,,0.0,,,0.68047994,18.33,0.0647
3967,NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),1,Strong Buy,2.488043,0.03127,1.54,16.861,0.27748,0.57,0.0017
3968,NVST,Envista Holdings Corporation Common Stock,1,Strong Buy,,0.10836001,1.86,22.125,1.1026,7.03,0.0853
3969,NVT,nVent Electric plc Ordinary Shares ,1,Strong Buy,1.537556,0.018339999,1.94,14.611,0.88471,1.61,0.0083
3970,NYT,New York Times Company (The) Common Stock,1,Strong Buy,0.794341,0.06067,1.24,8.061,0.94587,11.76,0.0935
3971,O,Realty Income Corporation Common Stock,1,Strong Buy,0.741812,0.20885,1.67,30.882,0.73346,9.48,0.0789
3972,OCN,Ocwen Financial Corporation NEW Common Stock,1,Strong Buy,1.867391,-0.00672,0.13,50.567,0.52545,1.48,0.012
3973,OEC,Orion Engineered Carbons S.A Common Shares,1,Strong Buy,1.845077,0.09604,2.05,3.348,0.89556,4.49,0.0228
3974,OFC,Corporate Office Properties Trust Common Stock,1,Strong Buy,1.045157,0.10632,0.99,14.497,1.00541,1.57,0.020499999
3975,OFG,OFG Bancorp Common Stock,1,Strong Buy,1.566847,0.22076,2.42,19.706,0.94114,4.39,0.0287
3976,OGN,Organon & Co. Common Stock ,1,Strong Buy,,0.22062999,,,0.69039,1.62,
3977,OKE,ONEOK Inc. Common Stock,1,Strong Buy,1.996234,0.119049996,3.48,13.685,0.66375,2.38,0.0162
3978,OLN,Olin Corporation Common Stock,1,Strong Buy,1.355895,-0.023559999,5.47,10.657,0.85148,3.47,0.0326
3979,OLO,Olo Inc. Class A Common Stock,1,Strong Buy,,-0.2056,,,1.29481,,
3980,OMF,OneMain Holdings Inc. Common Stock,1,Strong Buy,2.04203,0.40129003,8.15,24.599,0.87123,2.02,0.0381
3981,ONTF,ON24 Inc. Common Stock,1,Strong Buy,,0.109610006,,,0.69539,7.4,0.0706
