,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
1278,FTHM,,-0.02,,,0.16,11.71,0.16
1279,FTRP,,0,,,0.03,0.36,
1280,FULC,,0,-3.36,4.53,0.81,9.65,0.04
1281,FUSN,,0,,,0.8,8.94,0.01
1282,FUTU,1.23,0.47,3.39,66.65,0.39,0.81,
1283,FVCB,0.38,0.35,1.27,14.29,0.28,2.12,0.0
1284,FVE,0.93,0.06,0.28,6.74,0.41,3.32,0.03
1285,FWONK,1.26,-0.02,0.08,28.25,0.99,11.39,0.04
1286,FYBR,-0.05,-0.02,,,0.56,0.51,
1287,GAIA,0.61,0.1,0.4,3.87,0.59,7.47,0.05
1288,GALT,2.27,0,-0.69,0.38,0.13,6.49,0.1
1289,GAMB,,0.45,,,0.16,0.05,0.01
1290,GAME,0.79,-2.16,,,0.0,,
1291,GAN,,-0.23,,,0.52,3.27,0.06
1292,GANX,,0,,,0.12,0.2,0.01
1293,GASS,1.54,0.02,0.58,14.94,0.49,0.11,0.0
1294,GBIO,,0,,,0.98,15.8,0.15
1295,GBNH,1.11,-0.65,,,0.2,2.45,
1296,GBT,1.08,-1.68,-2.94,5.83,1.13,13.54,0.19
1297,GCMG,,0.02,,,0.94,11.53,0.21
1298,GDEN,2.9,0.09,1.36,6.01,0.58,3.59,0.05
1299,GDRX,,-0.5,,,0.88,8.41,0.22
1300,GDS,1.0,-0.16,-0.26,135.92,0.62,7.83,
1301,GDYN,,-0.09,,,0.51,8.14,0.05
1302,GERN,1.11,0,-0.35,0.63,0.46,16.38,0.08
1303,GEVO,3.19,0,-0.14,1.19,0.39,1.93,0.17
1304,GH,0.49,-1.17,-3.15,8.38,0.91,4.31,0.03
1305,GHRS,,0,,,0.55,12.38,0.05
1306,GILD,0.41,0.19,6.64,15.11,0.82,3.74,0.02
1307,GLBE,,-0.11,,,0.41,0.58,0.02
1308,GLBS,0.82,-0.62,,11.68,0.12,0.98,0.03
1309,GLDD,0.73,0.05,1.12,5.43,0.85,5.92,0.02
1310,GLMD,2.17,0,-1.4,2.11,0.24,1.26,0.02
1311,GLNG,0.95,-0.33,0.06,11.95,0.74,2.53,0.05
1312,GLPI,1.01,0.46,2.36,11.37,0.91,4.25,0.02
1313,GLSI,,0,,,0.02,1.49,0.03
1314,GLTO,,0,,,0.6,1.69,0.01
1315,GLUE,,,,,,,
1316,GLYC,2.12,0,-1.32,2.43,0.75,2.09,0.04
1317,GMBL,0.93,-2.46,-0.17,3.04,0.1,3.24,0.07
1318,GMDA,1.91,0,-1.5,1.4,0.48,5.64,0.04
1319,GMTX,,0,,,0.72,5.6,0.08
1320,GNCA,1.64,0,-0.78,0.03,0.61,6.96,0.03
1321,GNLN,2.56,-0.1,-0.19,1.15,0.38,6.67,0.18
1322,GNPX,-0.95,0,0.05,1.07,0.17,3.76,0.06
1323,GNSS,0.54,0.23,,,0.56,6.7,0.04
1324,GNTX,0.96,0.24,2.33,8.12,0.87,2.95,0.01
1325,GOCO,,-0.05,,,1.39,3.41,0.08
1326,GOOD,1.01,0.1,-0.15,5.84,0.54,3.76,0.01
1327,GOOG,1.0,0.29,95.21,342.74,0.68,2.25,
1328,GOOGL,1.0,0.29,95.09,342.74,0.8,2.03,0.01
1329,GOSS,1.22,0,-2.72,4.55,0.82,28.68,0.18
1330,GOVX,1.78,0,-1.54,3.26,0.06,0.65,0.03
1331,GP,3.81,-0.71,,,0.38,6.05,0.03
1332,GPP,0.73,0.49,2.25,-0.49,0.22,19.39,0.04
1333,GPRE,1.7,-0.04,0.98,17.64,1.07,8.9,0.21
1334,GRBK,1.28,0.12,3.79,13.13,0.87,2.58,0.06
1335,GRCL,,0,,,0.33,5,
1336,GRIN,1.09,-0.02,0.82,11.17,0.27,0.91,0.02
1337,GRPH,,0,,,0.8,10.13,0.09
1338,GRTS,0.11,-1.57,-2.44,4.05,0.71,11.22,0.14
1339,GRTX,,0,-2.35,-481.11,0.8,0.24,0.02
1340,GRUB,0.27,-0.07,1.17,11.43,0.02,,
1341,GRWG,2.94,0.05,0.71,5.99,0.53,1.34,0.04
1342,GSMG,,0.4,,,0.0,0.31,0.0
1343,GTBP,1.71,0,-1.08,1.18,0.27,2.81,0.05
1344,GTEC,,0.11,,,0.01,1.15,0.02
1345,GTHX,2.17,-1.61,-3.48,4.65,0.7,9.29,0.17
1346,GTYH,0.13,-0.89,-0.5,5.13,0.45,11.31,0.04
1347,GWRS,0.59,0.06,0.18,1.35,0.36,3.37,0.01
1348,HAIN,0.73,0.04,1.65,15.06,1.02,7.03,0.08
1349,HALO,1.46,0.49,2.49,0.47,0.96,6.17,0.05
1350,HAPP,,0.01,,2.88,0.01,1.28,0.03
1351,HARP,0.79,0,-2.06,3.16,0.88,5.14,0.09
1352,HAS,0.99,0.07,5.14,21.22,0.83,5.47,0.03
1353,HBAN,1.32,0.24,1.41,10.73,0.79,1.95,0.02
1354,HBIO,1.77,-0.04,0.35,1.95,0.74,3.49,0.02
1355,HBNC,1.27,0.36,1.55,15.69,0.56,2.98,0.01
1356,HCAT,0.65,-0.62,-0.93,5.66,1.03,13.22,0.13
1357,HCCI,1.24,0.08,1.47,12.28,0.64,3.86,0.02
1358,HCKT,0.71,0.08,1.2,4.73,0.81,4.55,0.02
1359,HCM,0.66,-0.64,-1.04,2.98,0.29,6.29,
1360,HEAR,1.49,0.11,1.68,7.52,0.65,5.25,0.12
1361,HEES,2.22,0.01,2.2,6.56,0.74,3.34,0.02
1362,HEPA,1.18,0,-1.42,4.2,0.22,1.1,0.03
1363,HGBL,1.22,0.37,0.3,0.87,0.28,0.05,0.0
1364,HGEN,-2.37,0,4.11,0.32,0.39,5.47,0.2
1365,HIBB,1.83,0.11,5.74,23.73,1.06,6.01,0.27
1366,HIMX,1.89,0.18,1.62,3.14,0.2,3.61,
1367,HITI,1.07,-0.21,,,0.01,0.78,
1368,HIVE,,,,,,,
1369,HJLI,1.5,0,-1.44,5.05,0.21,0.32,0.07
1370,HLMN,,,,,,,
1371,HNRG,1.0,-0.03,0.18,6.03,0.32,2.14,0.02
1372,HNST,,-0.06,,,0.5,1.82,0.07
1373,HOFV,,0,,,0.18,3.01,0.13
1374,HOLI,0.93,0.12,1.99,17.85,0.84,0.69,0.0
1375,HOLX,1.17,0.36,4.14,14.81,0.97,3.64,0.03
1376,HOMB,1.52,0.44,1.71,16.02,0.69,8.55,0.03
1377,HON,1.18,0.15,9.09,25.9,0.77,3.63,0.01
1378,HOOK,1.17,-2.38,-2.61,4.7,0.66,3.63,0.11
1379,HOTH,1.05,0,-0.59,0.86,0.13,0.22,0.0
1380,HOWL,,0,,,0.59,2.36,0.04
1381,HPK,,-0.06,,,0.02,4.78,0.06
1382,HQY,1.36,0.0,1.71,22.17,1.03,6.62,0.05
1383,HRMY,,0.05,,,0.75,2.49,0.04
1384,HROW,0.91,0.19,0.25,1.09,0.57,6.3,0.09
1385,HRTX,1.38,-2.82,-1.03,2.15,1.05,24.18,0.3
1386,HSDT,0.84,0,-0.15,5.15,0.26,12.32,0.04
1387,HSKA,1.68,-0.03,0.98,40.82,0.99,5.23,0.04
1388,HSTO,,0,,,0.07,0.47,0.0
1389,HTBK,1.24,0.28,0.74,9.71,0.72,3.63,0.02
1390,HTBX,0.28,0,-1.17,5.46,0.12,6.47,0.1
1391,HTGM,1.44,-2.18,-2.92,1.91,0.37,3.21,0.04
1392,HTHT,1.58,-0.03,1.76,35.57,0.5,13.01,
1393,HTOO,,0,,,0.45,5.39,0.08
1394,HUBG,1.01,0.02,4.19,34.18,0.95,2.46,0.02
1395,HUMA,,,,,,,
1396,HURN,0.95,0.03,2.96,24.67,0.96,5.28,0.03
1397,HUT,2.38,0.49,,,0.13,0.85,
1398,HWC,1.71,0.3,4.28,39.38,0.79,4.72,0.02
1399,HYFM,,0.0,,,0.49,2.95,0.07
1400,HYMC,,-2.03,,,0.93,6.78,3.42
1401,HYRE,2.88,-0.79,0.45,-0.25,0.75,2.67,0.1
1402,HYZN,,0,,,0.04,1.45,
1403,HZNP,1.07,0.2,5.11,18.19,0.92,4.41,0.02
1404,IAC,,0.36,-0.45,75.04,0.88,1.65,
1405,IAS,,,,,,,
1406,IBEX,,0.01,1.4,4.2,0.25,1.88,0.01
1407,IBKR,0.65,0.11,2.56,16.09,0.86,4.29,0.03
1408,IBRX,,0,,,0.07,11.96,0.14
1409,IBTX,1.94,0.39,5.03,57.72,0.73,4.4,0.02
1410,ICAD,1.17,-0.23,-0.04,2.14,0.53,7.04,0.04
1411,ICCC,,-0.09,-0.11,3.92,0.1,0.93,0.0
1412,ICFI,0.6,0.04,5.11,39.83,0.94,3.93,0.01
1413,ICHR,2.29,0.06,4.12,15.36,0.91,3.02,0.03
1414,ICLK,0.54,-0.04,0.35,3.1,0.43,1.59,
1415,ICLR,0.85,0.11,9.54,36.59,1.06,10.99,0.12
1416,ICUI,0.59,0.07,7.88,71.76,0.97,3.89,0.03
1417,ICVX,,,,,,,
1418,IDCC,1.09,0.09,1.83,25.1,0.88,13.24,0.06
1419,IDEX,-0.48,-0.8,-0.07,0.99,0.16,4.96,0.1
1420,IDN,1.89,-0.05,0.31,1.18,0.52,5.11,0.1
1421,IDXX,0.93,0.24,9.1,8.23,0.88,3.26,0.02
1422,IDYA,1.92,-0.84,-1.62,7.23,0.65,6.34,0.07
1423,IEA,1.62,-0.0,0.89,-4.86,0.69,5.07,0.11
1424,IEP,0.9,-0.05,-0.16,16.71,0.91,0.56,0.0
1425,IGMS,,0,-1.96,8.35,0.65,23.02,0.37
1426,IHRT,2.16,-0.16,1.63,7.13,0.88,2.35,0.03
1427,III,0.66,0.04,0.28,1.95,0.52,0.48,0.01
1428,IIIV,1.61,-0.02,1.24,8.22,0.94,11.3,0.11
1429,IIN,1.3,0.0,0.78,10.26,0.69,7.82,0.04
1430,IINN,,0,,,,,
1431,IIVI,1.5,0.09,3.92,27.46,0.95,12.82,0.19
1432,IKNA,,0,,,0.57,21.48,0.05
1433,IMAB,,0.31,,,0.39,3.89,
1434,IMBI,1.9,-0.02,-0.39,2.77,0.21,0.79,0.0
1435,IMCC,,-1.02,,,0.09,0.11,
1436,IMCR,,-2.8,,,0.35,4.21,
1437,IMGO,,,,,,,
1438,IMMP,1.45,0,-0.27,0.94,0.07,0.98,
1439,IMNM,,0,,,0.2,1.86,0.03
1440,IMPL,,0,,,0.77,0.65,0.13
1441,IMRX,,,,,,,
1442,IMTX,,0,,,0.41,13.35,0.04
1443,IMUX,1.95,0,-3.66,7.5,0.38,5.04,0.04
1444,IMVT,,0,,,0.34,5.41,0.07
1445,IMXI,0.47,0.11,1.23,2.47,0.79,3.7,0.02
1446,INAB,,0,,,0.36,1.22,0.01
1447,INBK,0.77,0.38,4.64,35.08,0.73,4.6,0.01
1448,INBX,,0,,,0.43,5.77,0.03
1449,INCR,-0.63,0.16,2.47,,0.06,0.18,
1450,INDB,0.98,0.3,4.85,51.94,0.83,7.39,0.05
1451,INDI,,,,,,,
1452,INDT,0.94,-0.34,,,0.5,3.24,0.02
1453,INFI,2.2,0,-0.6,0.59,0.57,2.19,0.06
1454,INM,1.43,0,,,0.06,1,
1455,INMB,2.73,0,-1.97,2.88,0.14,4.8,0.09
1456,INMD,,0.41,1.7,5.29,0.56,2.91,0.08
1457,INNV,,-0.06,0.23,2.42,0.14,3.23,0.04
1458,INSE,1.47,-0.29,-0.17,-4.97,0.87,19.39,0.3
1459,INSM,2.26,-1.9,-2.58,1.95,0.96,10.86,0.09
1460,INTA,,-0.22,,,0.82,0.91,0.01
1461,INTU,1.0,0.24,10.79,36.41,0.87,2.05,0.01
1462,INVE,1.81,-0.05,0.2,1.89,0.44,0.48,0.01
1463,INVO,-1.15,0,,,0.16,4.88,0.03
1464,INVZ,,0,,,0.09,5.57,
1465,INZY,,0,,,0.95,21.11,0.05
1466,IOVA,0.82,0,-2.26,4.34,1.06,3.85,0.17
1467,IPGP,1.4,0.13,6.71,48.53,0.65,4.93,0.04
1468,IPHA,0.11,-0.91,0.45,,0.0,0.4,
1469,IPSC,,0,,-4.64,0.05,,
1470,IPW,,0.05,,,0,,
1471,IPWR,0.97,0,-0.24,4.69,0.15,3.21,0.07
1472,IRIX,1.27,-0.05,-0.23,1.65,0.27,3.27,0.01
1473,IRMD,1.05,0.13,0.78,5.12,0.4,1.62,0.02
1474,ISEE,1.69,0,-0.86,2.13,0.94,13.76,0.06
1475,ISTR,0.75,0.23,2.4,23.79,0.62,0.43,0.01
1476,ISUN,0.72,-0.1,,,0.22,5.79,0.08
1477,ITCI,1.29,0,-1.99,7.54,0.92,13.49,0.09
1478,ITI,1.38,0.0,0.24,1.9,0.57,2.99,0.01
1479,ITOS,,0,,,0.87,2.7,0.08
1480,ITRI,1.16,-0.03,3.18,26.52,1.01,5.59,0.05
1481,IVAC,0.96,-0.04,0.31,4.03,0.77,4.91,0.04
1482,IZEA,2.76,-0.56,0.02,0.64,0.03,0.9,0.06
1483,JACK,1.83,0.15,6.63,-32.93,1.04,3.21,0.05
1484,JAGX,1.33,0,-0.2,0.25,0.2,1.66,0.05
1485,JAMF,,-0.06,,,0.89,6.01,0.07
1486,JANX,,,,,,,
1487,JAZZ,1.06,0.21,17.79,65.15,0.99,9.32,0.11
1488,JBLU,1.66,-0.28,1.07,11.73,0.82,1.37,0.04
1489,JCOM,1.06,0.13,10.15,28.66,1.05,7.88,0.06
1490,JD,0.76,0.06,2.42,121.96,0.42,2.51,
1491,JFIN,1.16,0.25,1.19,-8.54,0.0,0.02,
1492,JG,1.42,-0.51,0.24,2.51,0.19,0.47,
1493,JOAN,,0.09,,,0.96,1.54,0.05
1494,JRSH,0.76,0.05,0.68,4.98,0.03,0.33,0.0
1495,JRVR,0.49,-0.1,2.47,20.78,1.01,6.57,0.03
1496,JYNT,1.3,0.22,0.47,1.47,0.87,7.64,0.09
1497,KALA,0.4,0,-0.96,1.72,0.6,4.88,0.19
1498,KALV,2.01,0,-2.71,3.25,1.05,5.44,0.05
1499,KARO,,0.13,,,0.04,2.38,0.0
1500,KBNT,,0,,,0.05,1.82,0.04
1501,KC,,-0.14,,,0.31,4.15,
1502,KDNY,,0,,,0.75,5.24,0.05
1503,KDP,0.62,0.13,1.75,16.98,0.48,4.29,0.02
1504,KE,1.43,0.04,1.86,17.03,0.64,6.28,0.02
1505,KELYA,1.31,0.02,2.07,30.63,0.84,3.67,0.02
1506,KERN,3.09,-1.98,-0.33,1.77,0.2,2.61,0.09
1507,KIDS,0.67,-0.5,-0.71,11.3,0.78,13.15,0.16
1508,KINS,0.92,0.02,0.6,8.34,0.56,0.78,0.0
1509,KIRK,1.98,0.03,2.1,6.64,0.72,4.14,0.16
1510,KLAC,1.22,0.3,16.99,20.31,0.93,2.03,0.02
1511,KLIC,1.33,0.21,3.7,13.02,0.98,2.63,0.03
1512,KLTR,,,,,,,
1513,KMDA,0.32,0.12,0.13,4.05,0.41,16.05,0.03
1514,KNBE,,-0.08,,,1.18,5.71,0.29
1515,KNSA,-0.07,0,-2.36,3.96,0.92,14.21,0.15
1516,KNTE,,0,,,0.87,14.53,0.08
1517,KPLT,,0.05,,,0.4,0.61,
1518,KRNT,1.83,0.07,1.47,11.52,0.93,2.97,0.01
1519,KRNY,0.8,0.31,0.85,12.98,0.68,4.3,0.02
1520,KRON,,0,,,0.69,19.28,0.1
1521,KROS,,0,,,0.83,9.25,0.07
1522,KRT,,0.05,,,0.21,2.41,0.02
1523,KRTX,1.83,0,-2.8,6.94,0.97,13.28,0.08
1524,KRUS,,,,,,,
1525,KRYS,1.11,0,-3.33,19.39,0.75,11.09,0.08
1526,KSPN,0.2,0.0,,,0.37,1.42,0.02
1527,KTRA,1.54,0,,,0.08,0.89,0.04
1528,KURA,1.92,0,-2.27,8.84,1.05,11.15,0.15
1529,KYMR,,-0.97,,,0.67,5.54,0.06
1530,KZIA,2.7,-0.55,,2.51,0.04,0.62,
1531,KZR,0.33,0,-1.27,2.92,0.61,21.65,0.06
1532,LABP,,0,,,0.66,8.47,0.1
1533,LAKE,0.01,0.21,1.99,15.86,0.7,5.06,0.08
1534,LASR,2.49,-0.08,0.63,7.11,0.93,5.94,0.02
1535,LAUR,0.81,-0.57,0.46,9.74,1.02,5.66,0.05
1536,LBAI,1.01,0.3,1.58,15.18,0.6,6.69,0.02
1537,LBC,0.8,0.39,1.55,11.95,0.16,1.85,0.31
1538,LBPH,,0,,,0.75,0.15,0.0
1539,LBPS,2.92,0,,,0.01,1.47,
1540,LBRDA,1.04,0.83,3.54,66.76,0.83,2.29,0.01
1541,LBRDK,1.04,0.83,10.91,66.76,0.94,7.43,0.04
1542,LCID,,,,,,,
1543,LCNB,0.91,0.28,1.5,18.66,0.39,1.04,0.0
1544,LCUT,1.36,0.04,1.35,10.58,0.45,2.75,0.01
1545,LEGH,1.13,0.22,1.83,10.71,0.21,2,0.01
1546,LEGN,,0,,,0.2,3.42,
1547,LESL,,0.09,,,0.96,13.17,0.46
1548,LFMD,0.81,-1.26,,,0.25,3.3,0.08
1549,LFST,,-0.11,,,0.64,,
1550,LFUS,1.16,0.1,9.84,67.64,0.99,2.61,0.01
1551,LGND,1.18,0.19,4.82,44.79,0.95,11.15,0.15
1552,LGO,1.4,0.06,,,0.11,0.65,
1553,LHCG,0.41,0.06,6.87,49.87,0.93,4.79,0.04
1554,LI,,-0.04,,,0.19,3.7,
1555,LIFE,1.61,0,-1.79,3.1,0.6,0.11,0.06
1556,LILM,,0,,,0.1,,
1557,LINC,1.04,0.18,0.67,3.53,0.67,1.52,0.01
1558,LIND,2.54,0,0.3,0.08,0.69,15.78,0.2
1559,LITE,0.91,0.23,5.65,28.56,0.96,9.16,0.12
1560,LIVN,0.89,-0.44,2.2,21.82,1.04,7.24,0.05
1561,LIVX,1.67,-0.65,-0.35,0.2,0.4,4.54,0.13
1562,LKQ,1.67,0.06,3.36,19.32,1.0,2.13,0.02
1563,LMB,1.03,0.0,0.99,7.49,0.5,0.93,0.01
1564,LMNR,1.02,-0.04,0.7,10.14,0.53,9.93,0.02
1565,LNDC,1.06,-0.08,0.11,6.98,0.92,8.52,0.03
1566,LNSR,,-0.77,,,0.59,18.27,0.06
1567,LNTH,,,,,,,
1568,LOAN,0.71,0.76,0.53,3.44,0.1,0.93,0.0
1569,LOGC,1.16,0,-1.37,1.93,0.6,5.84,0.03
1570,LOPE,0.57,0.3,6.84,34.05,1.03,3.86,0.02
1571,LOVE,2.49,0.07,1.68,7.37,1.06,5.21,0.14
1572,LPCN,0.38,0,0.27,0.48,0.11,3.97,0.04
1573,LPLA,1.28,0.07,9.11,17.95,0.99,2.25,0.02
1574,LPRO,,-0.69,,,0.8,3.89,0.04
1575,LPSN,1.13,-0.23,-0.02,3.79,1.02,15.55,0.23
1576,LPTH,1.38,0.01,0.08,1.35,0.26,0.3,0.03
1577,LPTX,1.22,0,-0.53,0.64,0.5,4.18,0.03
1578,LQDA,0.06,0,-0.68,1.45,0.43,3.98,0.02
1579,LRCX,1.26,0.27,32.42,37.67,0.86,1.84,0.02
1580,LRFC,1.94,0.8,,,0.14,2.96,0.02
1581,LRMR,,0,,,0.93,1.55,0.05
1582,LSCC,1.04,0.15,1.08,2.87,1.03,5.38,0.03
1583,LSXMA,1.25,-0.06,2.49,23.59,0.94,7.24,0.04
1584,LSXMK,1.25,-0.06,2.71,23.59,0.85,7.25,0.03
1585,LTCH,,0,,,0.31,,
1586,LTRX,1.97,-0.06,0.29,1.59,0.26,0.5,0.01
1587,LULU,1.34,0.14,8.29,20.26,0.87,1.68,0.02
1588,LUMO,,0,,,0.39,1.7,0.02
1589,LUNG,,-0.9,-1.25,6.05,0.78,3.74,0.05
1590,LVOX,,-0.73,,,0.84,3.04,
1591,LVTX,,0,,,0.63,1.99,0.01
1592,LX,0.93,0.05,2.23,30.16,0.38,1.24,
1593,LYEL,,0,,,0.31,7.91,0.02
1594,LYFT,2.27,-0.65,0.65,4.28,0.87,4.92,0.1
1595,LYRA,,0,,,0.73,4.56,0.04
1596,LYTS,1.9,0.02,0.6,4.95,0.67,1.38,0.0
1597,MANH,1.94,0.15,1.82,3.22,1.01,2.27,0.02
1598,MAPS,,0.23,,,0.15,,
1599,MARA,4.48,5.73,2.68,6.88,0.26,0.75,0.16
1600,MASI,0.75,0.2,4.32,24.15,0.84,3.66,0.03
1601,MASS,,-1.0,,,0.66,7.62,0.26
1602,MAT,1.5,0.06,1.18,1.36,1.0,10.27,0.08
1603,MATW,1.18,0.01,3.15,19.55,0.8,6.55,0.04
1604,MBCN,0.87,0.28,2.1,22.8,0.32,2.01,0.0
1605,MBIN,1.11,0.55,5.49,22.71,0.22,1.62,0.01
1606,MBIO,1.71,0,-0.83,1.56,0.29,3.66,0.06
1607,MBOT,4.35,0,-1.45,3.14,0.21,4.23,0.02
1608,MBRX,1.94,0,-0.85,3.11,0.17,5.13,0.03
1609,MBUU,1.9,0.11,6.71,14.55,1.06,6.88,0.05
1610,MCAD,,0,,,0.28,2.54,0.01
1611,MCHP,1.67,0.08,8.54,19.51,0.91,2.29,0.02
1612,MCHX,1.87,-0.36,-0.01,1.2,0.67,11.8,0.04
1613,MCRB,3.99,0,-1.5,1.91,0.91,2.78,0.13
1614,MCRI,1.77,0.18,3.78,20.52,0.67,5.45,0.03
1615,MDB,0.63,-0.41,-0.91,-4.32,0.9,4.16,0.09
1616,MDGL,1.11,0,-13.69,16.22,0.86,15.27,0.14
1617,MDLZ,0.68,0.15,3.12,19.27,0.78,2.4,0.01
1618,MDNA,0.57,0,,,0.09,2.31,
1619,MDRR,0.97,-0.93,-0.35,1.84,0.02,0.09,0.01
1620,MDVL,,-1.84,,,0.89,7.57,0.01
1621,MDWD,1.54,-0.38,-0.47,0.18,0.19,3.87,0.03
1622,MDXG,1.6,-0.21,-0.07,-0.07,0.51,11.38,0.05
1623,MEDS,1.11,-0.19,,,0.14,0.06,0.0
1624,MEIP,1.5,-1.55,-0.54,0.65,0.74,24.47,0.1
1625,MELI,1.48,-0.0,4.3,-0.61,0.83,2.64,0.03
1626,MESA,3.07,0.07,1.19,13.75,0.68,2.98,0.04
1627,MFIN,3.0,-0.08,1.62,9.75,0.3,3.12,0.01
1628,MGIC,1.4,0.07,0.97,5.18,0.24,0.45,0.0
1629,MGNI,2.39,-0.23,,,0.67,5.3,0.1
1630,MGNX,2.26,-1.26,-2.84,5.84,0.99,7.06,0.08
1631,MGRC,0.99,0.18,4.88,28.41,0.86,1.54,0.01
1632,MGTA,2.38,0,-1.45,2.68,0.84,7.73,0.05
1633,MGTX,1.3,0,-1.94,4.99,0.63,5.93,0.01
1634,MICT,0.77,-2.55,0.17,1.44,0.1,3.51,0.08
1635,MIDD,1.73,0.09,8.82,35.87,0.97,7.65,0.1
1636,MINM,0.14,-0.07,,,0.0,0.22,0.0
1637,MIRM,2.3,0,-3.37,6.48,0.79,6.79,0.06
1638,MIRO,,,,,,,
1639,MIST,3.89,-2.16,-1.61,4.42,0.75,4.5,0.01
1640,MITK,0.28,0.1,0.89,3.9,0.7,10.18,0.08
1641,MITO,2.02,0,-0.07,-0.22,0.13,0.07,
1642,MKSI,1.53,0.18,11.88,44.68,1.03,3.96,0.03
1643,MKTW,,,,,,,
1644,MLHR,,0.01,3.01,14.41,1.02,4.54,0.03
1645,MMSI,1.26,0.0,2.25,17.46,0.99,7.95,0.05
1646,MNDY,,-0.77,,,0.56,5.98,0.02
1647,MNKD,1.95,-0.92,-0.1,-0.7,0.46,8.09,0.13
1648,MNMD,,0,,,0.01,0.43,
1649,MNOV,1.4,-2.83,-0.55,1.58,0.35,1.18,0.06
1650,MNPR,,0,-1.75,0.5,0.01,5.23,0.01
1651,MNSB,0.53,0.4,2.04,19.69,0.44,5.54,0.01
1652,MNST,1.11,0.3,3.01,10.33,0.66,3.47,0.01
1653,MNTK,,-0.16,,,0.06,1.78,0.01
1654,MNTV,1.27,-0.25,,,0.8,4.48,0.03
1655,MNTX,1.12,0.01,0.44,3.38,0.54,0.85,0.0
1656,MODV,0.63,0.04,,,1.01,3.64,0.02
1657,MOGO,3.85,0.14,,2.48,0.18,0.89,0.03
1658,MOLN,0.64,0,,,,,
1659,MOMO,1.44,0.14,1.9,70.73,0.63,2.88,
1660,MOR,0.72,-0.72,-1.27,4.42,0.02,2.96,
1661,MORF,1.19,-1.59,-2.37,10.21,0.71,8.08,0.07
1662,MOSY,2.05,-0.54,0.01,1.8,0.17,0.08,0.16
1663,MOTN,,0,,,0.92,10.03,
1664,MOTS,2.54,0,-0.4,0.41,0.15,7.09,0.06
1665,MPAA,1.83,0.04,2.52,15.81,0.99,24.49,0.11
1666,MPB,0.69,0.29,2.53,31.37,0.42,6.29,0.02
1667,MPWR,0.92,0.19,7.72,22.34,0.96,2.76,0.03
1668,MQ,,-0.27,,,1.27,5.44,0.09
1669,MRBK,0.51,0.23,3.17,23.73,0.44,0.85,0.0
1670,MREO,1.49,0,-52,-0.22,0.85,10.33,
1671,MRKR,1.24,0,-0.49,0.87,0.36,1.88,0.02
1672,MRNS,1.2,0,-3.02,3.03,0.89,13.75,0.1
1673,MRSN,2.43,0,-2.11,2.87,1.02,16.44,0.14
1674,MRUS,0.64,-2.47,-2.65,6.18,0.81,5.86,0.04
1675,MRVI,,0.23,,,0.9,4.74,0.06
1676,MRVL,1.1,-0.08,1.85,18.2,0.77,2.17,0.02
1677,MSFT,0.78,0.36,8.36,17.85,0.72,2.28,0.01
1678,MSGM,,-1.26,,,0.25,4.19,0.01
1679,MTBC,0.91,-0.07,-0.45,7.19,0.21,6.28,0.04
1680,MTCH,,0.21,2.88,-4.5,0.99,5.34,0.05
1681,MTCR,,0,,,0.62,2.62,0.02
1682,MTEM,1.15,0,-1.92,1.93,0.82,6.88,0.05
1683,MTLS,0.53,-0.01,0.09,2.4,0.28,3.3,
1684,MTRX,1.72,-0.04,0.52,11.08,0.89,5.46,0.04
1685,MTSI,2.2,0.06,2.33,6.0,0.74,7.32,0.05
1686,MTTR,,-0.11,,,0.15,2.73,
1687,MU,1.25,0.14,10.6,36.27,0.84,1.27,0.02
1688,MXCT,0.99,-0.6,,,0.56,0.97,
1689,MYFW,0.93,0.29,2.84,20.29,0.48,7.2,0.03
1690,MYPS,,-0.02,,,0.15,3.97,
1691,MYSZ,2.71,0,,0.5,0.05,5.17,0.04
1692,NARI,,0.12,,,0.75,2.28,0.04
1693,NAUT,,0,,,0.46,8.14,
1694,NAVI,1.84,0.42,3.35,15.17,0.97,5.04,0.07
1695,NBEV,1.14,-0.05,0.15,1.24,0.25,5.64,0.05
1696,NBIX,0.77,0.38,4,12.76,1.03,6.64,0.05
1697,NBN,1.73,0.51,4.12,25.99,0.62,0.73,0.0
1698,NBSE,-0.25,0,-1.53,0.59,0.33,4.5,0.03
1699,NBTX,2.28,0,,,0.14,5.48,
1700,NCBS,0.67,0.36,6.26,55.07,0.42,8.56,0.06
1701,NCNA,0.75,0,-88.01,1.77,0.52,2.05,
1702,NCNO,,-0.21,,,0.93,4.51,0.1
1703,NDAQ,0.85,0.19,7.23,38.55,0.75,4.5,0.02
1704,NDLS,1.42,-0.05,0.43,0.62,0.87,7.1,0.06
1705,NDRA,1.21,0,-0.2,0.43,0.1,2.81,0.02
1706,NEO,0.69,-0.02,-0.08,7.2,0.94,10.81,0.06
1707,NEON,3.02,-0.85,-0.16,1.31,0.07,2.87,0.03
1708,NEPH,1.37,-0.48,-0.11,1.25,0.53,1.25,0.0
1709,NESR,0.9,0.05,1.49,10.76,0.54,3.66,0.03
1710,NEXI,,0,,,0.43,3.75,0.03
1711,NFBK,0.77,0.36,1.14,14.6,0.58,4.44,0.03
1712,NFLX,0.75,0.14,12.96,29.06,0.82,2.92,0.02
