,Recent headlines and conversations for MDT,Polarity
719,What's going on with this stock?,0.2798
720,I am looking forward to Sept. 25th (institutional investor day) when initial international sales models are expected. Canada continues to be an elusive market at the moment. The $DXCM acquisition of TypeZero is extremely bullish news for $TNDM. As insurance cycles in Q4 I’m looking for strong sales and perhaps an $MDT conversion rate please...Kim holy grail: UHC coverage —> $DXCM merger (?),0.9265
721,"Every time I post this article, they removed>",0.388
722,MDT is in the top six best buys in the health care industry.,0.8841
723,MDT started its recall Nov 21 2019 with the notice below. Hopefully the recall is well underway. Apparently they used the wrong material for the top ring retainer:http://www.medtronicdiabetes.com/customer-support/product-and-service-updates/notice12-letter,-0.2135
724,Has anyone heard anything about MDT buying GE Healthcare?,0.6448
725,MDT is down 4.94% to 91.60,-0.2462
726,Do not be confused with movement in the share price via algo's etc.Do u want in or out? Let me know for a temp. price shift.,0.4135
727,VERY NICE!!!,0.5684
728,Wound care for diabetics is essential....MDXG....nothing out there like it!!!!,0.8354
729,"Medtronic plc (NYSE:MDT), with -1.54% losses in previous 5 sessions, is under coverage of 25 analysts who collectively assign a hold rating on stock. 19 of the brokerages firms have a buy or better rating; the 0 sells versus 0 underperforms. The 19 stock analysts who cover the stock have an average PT at $94.63, with individual targets in the range of $85 to $104. The shares ended last trade at $82.02, implying that Wall Street analysts see shares climbing about 15.37 per cent in 12 months’ time.",0.9373
730,"Nice to see a bid in for MDT. I have been impressed with core profitability which has allowed MDT to post positive earnings with revenue and gross margins depressed. MDT's tried and seasoned products have higher than average margin and cover a lot of SG&A. So that's a clarified fundamental that can now be attributed to MDT's established product portfolio. Mgt & BOD seem to have managed well given no reduction in ongoing R&D, the extra $337 mil of diabetes R&D added from the Blackstone Life Sciences fund, and the 7% dividend increase was a positive signal to look past C-19. MDT is a Buffet stock. Even if US tax rates go up it's on about 53% of revenue.",0.9804
731,"I like MDT's prospects. Medical devices create demand and MDT is the biggest.MDT's margins, while improving, have come in below forecast but should continue to improve. The COV merger gave MDT a much broader product range marketed to essentially the same customers around the world. Investors may face some currency headwinds but long term MDT is a good investment as emerging market demand will drive MDT revenue growth. Western medicine is going to trickle down for a long time.",0.9749
732,The only good thing I saw in MDT trading was the relatively light volume of 3.7 mil shares Monday. MDT should get a bid today since it's ex-dividend tomorrow. So you can buy MDT today and get $.50. It's a good opp to buy a good stock. Wherever MDT is in Feb when Q3 2019 is reported it appears that MDT will again report good current earnings. The Q is outlook in light of slowing global commerce and trade tensions with China. I would China would not put restrictions on medical imports unless most if not all trade is stopped. Too bad the market has headed south just as MDT's numbers are headed north. MDT has behaved better than Stryker in the last 3 months -- and YTD and up to 2 years. Going back 5 years and SYK blows past MDT's return. Given how its going looking back in 5 years MDT will have blown past SYK.,0.9855
733,MDT reached an all time high at 107.54,0.3228
734,What the china issue here.,0.248
735,https://seekingalpha.com/news/3411175-medtronic-q2-revenues-6-percent-non-gaap-eps-14-percent-raises-revenue-growth-guidance,0.0
736,Pharma stocks should do well soon as soon as next week.https://finance.yahoo.com/news/medtronic-mdt-tops-q4-earnings-173205551.html,0.6465
737,"Section from transcript with some comments from CFO:""Keep in mind, our payout ratio is elevated, as we have been continuing to not only return 50% of our annual free cash flow to shareholders but also execute the $5 billion incremental share repurchase commitment we made through fiscal year 2018. We did accelerate our share repurchase activity by shifting the vast majority of the remaining activity for the fiscal year into the third quarter given our share price. Third quarter average daily shares outstanding on a diluted basis were 1.383 billion shares.Regarding our dispute with the IRS related to Puerto Rico transfer pricing, the tax court issued their final ruling late last month. Under the terms of the decision, we would experience an increase to our annual accessible cash generation of approximately $225 million as well as the movement of approximately $3 billion of cash on our balance sheet from trapped to accessible. The decision could be appealed. But if it is not, we could begin to see movement of a portion of the trapped cash in fiscal year 2018. As previously stated, we intend to use the cash released to pay down our debt.""",0.9937
738,"Nice Friday lift of $1.02 on no news. Below av volume indicates a dearth of sellers. Hopefully, MDT will meet or beat the av analyst estimate of 80 basis points of revenue growth compared to last year's Q3. The analysts also project adjusted operating EPS for FY 2021 of $4.20 and for next year, FY 2022, the analyst estimate is $5.83 or about a 40% pop due to comparison back to C-19 depressed quarters and the dip to $4.20 Op EPS. Since FY 2022 starts May 1, 2021, it should encourage a current bid for the stock based on 12 month forward projections of Op EPS. The next question is what will FY 23 look like beginning May 1, 2022 -- that's really ""next year"" for MDT. I'm looking forward to the earnings call coming up in about 10 days. The stock trading at 52 week highs is a good sign the market is optimistic.",0.9516
739,"A great buy, this mgmt. team will have stock breaking $150 after next eps and end of year,,great for margin accts. while you trade around a hold position",0.8669
740,"just a buy and hold, this price is too good a opportunity, easily $120 in a couple months",0.8542
741,Yeah baby!! Get it!! I love MDT cuz I know it.,0.8816
742,Back up today. I think...might be right.,0.3039
743,Earnings beat! Great news for MDT!,0.8058
744,Down 4.5% today. Any reason down so much compared to rest of market?,0.4176
745,anyone know of any upcoming partnerships with BarreGen assay? IDXG,0.4926
746,"Are we going to break a $100.00 soon,stay long and strong.",0.6622
747,looks like its found its legs,0.4064
748,You have a min.,0.0035
749,"Has there been any talk/rumor of a stock split, or is the plan just to run the price higher?",0.7739
750,"It was encouraging to see MDT up a penny in a 143 DOW drop day. The consensus is that MDT is nosing up from being crowded out of hospitals by C-19. The CFO was uncommonly clear about this quarter at the Cowen Conference, released yesterday:Karen ParkhillJosh, the good news on that is that we did start to see our average daily sales turn last week, which we think is really encouraging. And we think underlying was turning the prior way, but it was muddled by the tough weather issues that we had across the United States. But we saw a clear turn last week. And so things have really started to improve as we predicted. We do remain optimistic on the quarter. We've got an overwhelming decrease of COVID cases throughout the world. ICU and hospital capacity is improving, and the vaccine roll-up is picking up momentum.So we've also seen stronger sales of our capital equipment, especially toward the end of last summer that we noted on our quarterly call. And we think that's a leading indicator and a positive sign because customers believe procedure volumes are coming back. So despite the COVID uncertainty, we have lots of reasons to be confident in our fourth quarter.",0.9969
751,GREAT EARNING,0.6201
752,"I saw the quote below in an article about how tax reform will affect Abbott's Q4:""By comparison, healthcare peer Johnson & Johnson (JNJ) plans to invest its tax benefits in paying dividends and acquisitions. Merck (MRK) is also upbeat about putting more cash toward higher M&As (mergers and acquisitions). After it sees its tax reform benefits, Medtronic (MDT) plans to repatriate its overseas funds over the next eight years and pay $2 billion–$3 billion costs for the same.""",0.8115
753,"Very high volume today. That gives me a clue that there just might be more downside as much as I hate to admit it. MDT has the greatest products and I just think it is mismanaged. I wish they would buy Mazor and that would be some growth. But they have got to spread the manufacturing around and not have it concentrated in a hurricane area. So much of what I read says that powerful storms will be the norm for a few years, so I hope MDT is reading the same thing. Put some manufacturing in land and get it out of hurricane areas. I really want the ceo gone. I think forcing long time holders to have to pay capital gains on a forced sale was a terrible thing to do. I understood it was so they could get access to the money Coviden had. I never understood that part and just took it to be what I read. At least Coviden was a stock swap so I didn't have to pay cap. gains on that. Some CPA's missed the fact that MDT was a sale with new shares issued, but my report had it right and we had to pay the tax on the gains.",0.9248
754,Analysts at Barclays UPGRADES to overweight from equal weightNormura = BUYSuntrust = BUYCitigroup = BUY,-0.093
755,Did anyone else listen to the MDT (MITG division) analyst conference call an hour ago? It was very impressive. The reply link is not up yet as I post this message. I want to hear it again. A few numbers seemed surprisingly (upward$) interesting.,0.9568
756,MDT reached a new All Time High at 94.20,0.3954
757,https://seekingalpha.com/news/3562959-medtronic-to-experience-significant-hit-to-fq4-results-due-to-covidminus-19?utm_medium=email&utm_source=seeking_alpha&mail_subject=mdt-medtronic-to-experience-significant-hit-to-fq4-results-due-to-covid-19&utm_campaign=rta-stock-news&utm_content=link-3,0.0
758,This company makes ecmo machines . 81 of these machines just shipped to Wuhan.,0.1794
759,buy telsa going to 1550,0.1287
760,MDT is up 4.92% to 78.21,0.1818
761,There will be a long red tail on its candlestick chart for today. What a terrific buying opportunity today. There is no analyst that does not like this stock. It is the winning Trump card !,0.9444
762,Still waiting for info -- somebody posted a lawsuit is being filed about stents. To be down $5 a share it must be an adverse ruling on existing litigation or the DOJ has filed a suit. MDT has been dealing with stent lawsuits since at least 2009 per my search results. I assume it's just a matter of time to find out today.,0.7168
763,BUY BUY BUY! 1 years from now $140 Target,0.727
764,"$120 per share ?Medtronic PLC (NYSE:MDT) made waves across the medical world with the approval of its artificial pancreas recently. MDT stock didn’t rally on the news and is actually trading down from where it was prior to the Food and Drug Administration approval. Investors are either worried about future competition, think the device isn’t that big of a deal or they are missing a great medical breakthrough that could be worth a lot to even a large-cap company like Medtronic.Medtronic PLC (MDT) Stock Oozes Long-Term StrengthSource: U.S. Embassy Kyiv Ukraine via Flickr (Modified)The FDA approved the Medtronic MiniMed 670G hybrid closed loop system months ahead of the anticipated Spring 2017 approval. This marks the first FDA-approved device that continuously measures glucose levels and delivers the appropriate dose of basal insulin.The device is approved for all Type 1 Diabetes patients aged 14 or older and it can be worn for seven days at a time, while strapped to the body.MDT hasn’t shied away from the importance of its diabetes division for future revenue growth. Earlier this year, Medtronic Diabetes Group President Hooman Hakami presented plans to make the division one of the strongest for MDT. The overall theme was the large market of 415 million people worldwide suffering from the diabetes epidemic. Around 50% of diabetic patients do not have glycemic control, making them a huge opportunity for Medtronic and its life-changing devices.",0.9962
765,the mazor buy was so wonderful one wonders why this iznt 200,0.733
766,Market is taking a beating. Why should medical instrument stock take a beating? It’s a necessity!,-0.2498
767,"Even at $110 a share, MDT still trades at significant discount to its peers. Keep accumulating until $120, then make sure the growth is still there going forward, IMO. Solid balance sheet, solid growth. The analysts are just starting to wake up to the growth.",0.9578
768,Still not enuf ventilarors world wide. Us included in that ( do not use politicians as your info source)Demand for products will remain strong and become a more front row priority going forward,0.7817
769,i bought mdt mazor still the best technology and mdt now owns iit,0.721
770,MDT should buy CVRS. It is going to be a huge growth area into new Robotic Technology.,0.742
771,My sixth sense told me that the reason why Stuckbuck CEO step down is because he went on tv to support Hillary as next President and then Trump wins. Stuckbucks afraid of revenge and therefore fires him as CEO.,0.7521
772,"Hot move: short sell AXSM! Sell now, worth .02 cents.",0.0862
773,Don't under estimate my ability to promote Medtronic just because this is the best company in their field of business. I will promote at the best of my ability and hope I will succeed.,0.9708
774,MDT reached an all time high at 95.67,0.3228
775,This thing is going to explode GREEN!,0.6648
776,"Great quarter, earning were grest",0.6299
777,What do you think the chances are we hit $100? I love the company but would like to lock in some profits.,0.9039
778,Drastically overdone! ...China makes up 7% of Medtronic's ( MDT ) global business.,-0.2273
779,"Medtronic's Growth Will Continue, Thanks To Its Innovative Pipeline",0.9087
780,FYI......not reported anywhere in Yahoo Finance but on 11/20 Medtronic got their price target raised by 4 separate investment firms. The price targets all ranged from $118 to $125. Just sharing it here because Yahoo Finance is not really a professional investors site. GLTA,0.9634
781,"if they have orders from feds for vents, why isn't it moving up?",-0.2432
782,Any thoughts on another possible stock split?,0.3822
783,The reason why I know all foreign currencies will start appreciate every year during April 15th because that is when U.S. government evaluates which countries manipulate their own currencies.,0.0717
784,Medtronic is down 9.76% to 80.15,-0.2462
785,No.1 Pick,0.1712
786,I will post any stock thoughts after stock market close.,0.1912
787,$MDT Target Raised by Stifel Nicolaus Positive » Buy USD 125 » USD 132 Target Raised by SVB Leerink Market Perform USD 110 » USD 123,0.3189
788,MDT hits new high at $115.94!,0.3738
789,Go go mdt,-0.0022
790,Some of the price action today is probably due to the recall of stents used in the brain for problems with the delivery system. There were 10 injuries and one death. Sorry to hear that after hearing about the problem with the 670G pump in Feb -- that was already addressed by the time it went public. I believe it was BX that had a problem with its TAVR delivery system that kept it off the market for a year. Hopefully April won't see another problem. There is also no doubt some trades unwinding from the dip down into the $70's are contributing to sell volume.,-0.2355
791,80 bucks this week,0.0721
792,never guess who I saw outside mdt office in n.j.,0.4846
793,https://seekingalpha.com/symbol/MDT,0.0
794,mazor buy was a stroke of genius they bought the next intuitive surgical for pennies,0.2944
795,Medtronic reached a 52 Week low at 81.93,-0.1464
796,$MDT Upgrades Morgan Stanley Overweight USD 140 Upgraded by Goldman Sachs Sell » Neutral,-0.4058
797,MDT is making money hand over fist. The news fake news . I am loading on,0.3071
798,SELL this #$%$.,0.2721
799,"I'll adjust the buy/sell price for you. Just tell me what you want and be ready to move in a few-to-5 or, at most, 10min.",0.6238
800,"103.17 is the resistance, the 100 day moving average",0.4475
801,monday buy trxc,0.1109
802,i sold my mdt its down on every metric,-0.2817
803,Don't you want it all and want it now!??,-0.3295
804,mdt a winner,0.5859
805,120$ today,0.0783
806,"""Medtronic now offers the first and only CE Mark approved leadless pacemaker portfolio, expanding the number of potential candidates for this groundbreaking technology throughout the world. Per the medical fraternity, with the approval of the device, more pacemaker patients will be eligible for a new treatment option. Notably, the regulatory approval is based on data from the MARVEL 2 (Micra Atrial Tracking Using A Ventricular accELerometer) study, assessing the safety and effectiveness of accelerometer-based atrial sensing algorithms.The results showed that the primary efficacy objective was met. The results were presented at the American Heart Association 2019 Scientific Sessions and published in JACC: Clinical Electrophysiology.We note that the first device from the Micra product line that received CE Mark was— Micra Transcatheter Pacing System (TPS) — the first leadless pacemaker to treat heart rhythm disorders in 2015. The following year, the same device got FDA approval.Significance of the Latest Approval and Market ProspectsThe latest device is superior to traditional pacemaker devices as it involves a minimally invasive implant procedure of a cosmetically invisible device. Even though the chances of complications with traditional devices are rare, they do involve costly and invasive surgery. However, the use of Micra has shown a substantial drop in major complications, unlike its traditional counterparts.Another advantage of Micra AV over the original Micra TPS is that it has several additional internal atrial sensing algorithms, which can detect cardiac movement. This allows the device to adjust pacing in the ventricle to coordinate with the atrium, thus, providing AV synchronous pacing therapy to patients with an AV block.The CE Mark is significant since Micra AV is the only pacemaker offering advantages of leadless pacing in Europe. Going by a 2019 Businesswire data, according to a new study by iData Research, the $2.7 billion European Cardiac Surgery Market is expected to grow 67% by 2024. Given the market potential, the approval is well-timed.""",0.9963
807,MDT stock performance is worrisome into the close in recent days.,-0.1788
808,this isnt immune to any Democrat winning the presidency,0.7018
809,Overvalued are you nuts forward pe of 16 ya right,-0.4024
810,i like mdt alot,0.4458
811,Up in after hours. Stock is ready to ascend after forming a double bottom.,0.6667
812,Look like most health care and drug stocks all up in their stock prices.Must be my love in the health care and drug companies sectors.,0.9601
813,"LET ALL HOPE FOR $105.00 TODAY,WE WILL HIT $110.00 SOON",0.5604
814,"Why is the market looking through everyone else's earnings and lack of guidance and giving them a pass and the stocks are going up on hope that demand will return. Why would someone think demand for Heart procedures, Spine or Pain management, etc won't return when they think demand for Travel or Oil or Clothing will return. The company is signaling how they feel about the future with a dividend raise.",0.6439
815,Edwards seems to be having similar problems to the Boston Scientific TAVR delivery system that kept it off the market for two years - the Boston system was just approved.MDT kept Hugo off the market because of reportedly software issues -- better late than have problems later... https://finance.yahoo.com/news/edwards-lifesciences-sapien-3-system-111711383.html,0.419
816,"hope we see $100.00 by sept 5 ,congrats to all longs,.",0.746
817,Hugo update next Tuesday 9/24/19. Better be in this stock before Wednesday.,0.5672
818,Let's go,-0.0011
819,New high $112.05,0.3171
820,This is why Won Won was most richest Taiwanese business men before and now second after Hon Hai.,0.9049
821,ANYONE KNOW HOW HUGO IS GOING ?,0.0468
822,FDA approves first automated insulin delivery device for type 1 diabetes,0.9185
823,"Dear President Trump,Trade deal is very important like this.Have you ever eat McDonald or any fast food restrauant 's French fry.Potatoes and Tomatoes along have lower values.If put them together, you creates more value. Like 1+1>3",0.7981
824,Shorts covering buying al I can,0.3709
825,brk 100 AlreadyI,0.1152
826,Current pullback is insane.,-0.1773
827,https://seekingalpha.com/news/3598836-fda-oks-new-medtronic-sacral-nerve-modulator,0.0
828,I don't know what to make of the MDT rally today. I'll take it but with estimates I've seen of $.96 to $1.06 for EPS tomorrow I expect weakness unless the outlook looks pretty good. I saw one outlier est of $.71. I don't know what to expect. I've chosen to ride thru the C-19 impact whatever it will be looking for continued growth LT. CNN Money has $.96.,0.9407
829,32 PE? Seems expensive.,0.2042
830,Very interesting that Medtronic which is a $113 billion market cap company doing many courses with teenie tiny CVRS,-0.0154
831,"I will stop buying lottery from now on and start doing good deeds like give money to the homeless. Of course if I earn more money, I will also donate to the good non-profit organization like Tzu-Chi.",0.8963
832,Any rumors about buying ABMD? Maybe something comes out at ACC this weekend,0.6523
833,https://www.bloomberg.com/news/articles/2017-01-31/medtronic-said-to-prepare-sale-of-medical-supplies-business,0.0
834,"MDT raised 6.9 B Euro or about $7.75 B at apparently some low rates even for senior debt. I was impressed with the 20 year notes at 2.25% which was the top rate. It's going to cut period interest rat expense and will probably not hurt MDT's unsecured rating because of revenue growth and improving margins.""DUBLIN - March 7, 2019 - Medtronic plc (the ""Company"") (MDT) today announced that its wholly-owned subsidiary Medtronic Global Holdings S.C.A. (""Medtronic Luxco"") has closed a registered public offering (the ""Offering"") of #$%$500,000,000 principal amount of Floating Rate Senior Notes due 2021, #$%$1,500,000,000 principal amount of 0.000% Senior Notes due 2021, #$%$1,500,000,000 principal amount of 0.375% Senior Notes due 2023, #$%$1,500,000,000 principal amount of 1.125% Senior Notes due 2027, #$%$1,000,000,000 principal amount of 1.625% Senior Notes due 2031 and #$%$1,000,000,000 principal amount of 2.250% Senior Notes due 2039 (collectively, the ""Notes""). All of Medtronic Luxco`s obligations under the Notes are fully and unconditionally guaranteed by the Company and Medtronic, Inc. (""Medtronic, Inc.""), a wholly-owned indirect subsidiary of Medtronic Luxco, on a senior unsecured basis.""",0.3195
835,"Medtronic is continuing to refi debt, which will incur one time expenses in the current quarter to call the debt, and that will produce lower period interest expense in future periods. The last new MDT corporate borrowing used to call debt was in Euro in the amount of $7 bil at a blended rate of 0.875% or 87.5 basis points for senior unsecured debt. That is dirt cheap where I come from.. I assume the next one could be a tad higher but will probably be very low coupon as well. This is a no brainer if you're willing to incur the refi expenses which are cash expenses. I hope these crazy low Euro rates are not a sign of financial problems ahead for Europe like Italian bank failures. Cash and equivalents are worthless in Europe other than having a deposit balance - maybe that stimulates the economy by forcing people out of cash into risk investments.",-0.9706
836,"Here is a 6/01/20 blurb on the software recall mentioned below. Nobody wants to see these field problems, except the PI attorneys, As with most of these, the public info comes quite a while after the problem surfaces -- this was recalled in Nov 2019. This one is relatively minor compared to the 670G recall:""Medtronic recalls StealthStation DBS softwareBy AuntMinnie.com staff writersJune 1, 2020 -- Device manufacturer Medtronic has recalled the autoregistration feature on its StealthStation DBS software used in deep brain stimulation (DBS) procedures due to inaccuracies that could lead to serious harm to patients, according to a summary published June 1 by the U.S. Food and Drug and Administration (FDA).The recall was issued due to inaccuracies caused by minor patient movements during the software's autoregistration process when used with the company's NexFrame stereotactic imaging system and O-arm imaging system during a DBS procedure. These errors may not be detected by the surgeon or the device system, according to the FDA.""This may provide inaccurate registration data which could lead surgeons to inaccurately navigate lead placement during image guided DBS procedures,"" the FDA wrote in its recall information summary. ""This could result in serious or life-threatening patient harm.""The FDA classified the action as a class I recall -- its most serious type. A total of 33 medical device reports have been received by the FDA as of June. Of these, 22 were related to device malfunction and 11 were related to injuries, the FDA said.Medtronic sent urgent medical device correction letters on August 9, 2019, to the 54 affected customers, advising physicians to weigh the benefits against the risks of fiducial-based or fiducial-less registration methods, according to the FDA. It also provided new instructions.After the O-arm autoregistration step has been completed, but before using the StealthStation DBS software with the NexFrame stereotactic system and O-arm imaging system for intraoperative navigation, customers should do the following:Assess navigational accuracy by verifying the accuracy of the registration on several known anatomical landmarks, as described in the indications for use, before using the registration for navigation.Use the StealthMerge functionality in the software, as described in the indications for use, to compare the actual location of the cannula or lead with the surgical plan.Use the planning functionality in the software, as described in the indications for use, to compare the cannula with the planned trajectory. This can be accomplished by making an additional plan along the axis of the cannula to evaluate cannula position.Medtronic has also added instructions to the label and has produced an updated training program to inform physicians of the inaccuracies that resulted in the recall. The FDA said it's continuing to work with the company to determine if additional mitigation measures are needed.""",0.7813
837,Gotta love the algorithms driving this down!!:),0.7015
838,Take a deep breath because I am about to tell you how I made A LOT of cash in the market recently. Google “LoinStockAlerts........” and see for yourself…They have killed it for me,-0.7501
839,"Click on the ""Analysis"" tab up and to the right on this page. LOOK at how many firms are raising earnings and sales growth on MDT just in the last week and month. This is $110 PLUS very soon just to catch up to its peers, IMO.",0.9146
840,"Musk just placed a 1,000 unit order and donated them all what a guy",0.797
841,If MDT gos under $100 again. HUGE BUY!,0.6742
842,"And I'm waiting...you've seen the price climb, right? Want it to move further higher or come down?",0.5001
843,Does anyone think that a NEW stock buyback will be announced with the dividend announcement? Anyone know the date of the BOD meeting?,0.8759
844,100$ soon!!,0.1502
845,I knew this dog would drop to $111. Guess I’ll throw some crumbs at it,-0.0179
846,Medtronic PLC (MDT) Rating Reiterated by Deutsche Bank AG ...https://www.americanbankingnews.com/.../medtronic-plc-mdt-rating-reiterated-by-de...19 hours ago - Medtronic PLC (NYSE:MDT)'s stock had its “buy” rating reaffirmed by equities research analysts at Deutsche Bank AG in a research note issued on Monday.,0.829
847,"Can't wait for the results tomorrow morning. The Zacks composite operating EPS av is $1.16, the Yahoo est if $1.17 so I guess they don't use Zacks. I expect expenses for the buildup of 670G sensor capacity, robotic surgery devices and CVG which saw a 40% YOY gain for TAVR in the US, up 30% in Europe - not sure about Asia & ME. I wager they had to push suppliers for manufacturing priority. So the margins in CVG and Diabetes may suffer but revenue should be strong. There are some good reasons to be optimistic about sales and then growing margins from continuing operations without the lower end business sold to Cardinal. I believe MDT's gross margin was about 68.5% last FY - Q3 will be the first full without the medical supplies drag on overall margin which should be 70%+ A wildcard out there is the US lawsuit over 2006 tax paid by MDT. They won in Fed court but the gov't appealed and it should be going to trial about now. I hope the gov't thought it needed to push it because of the inversion and the first judge had it right. I'm looking forward to a positive report as are the analysts who have recently bumped up estimates a bit. Below is a link to an interesting PR about the TMVR pilot trial and current FDA pivotal trial - one big Capex and expense item in CVG that should produce big returns. I read that mitral valve is more common than aortic valve disease...http://newsroom.medtronic.com/phoenix.zhtml?c=251324&p=irol-newsArticle&ID=2313389",0.9981
848,$SYK and $MDT beating the $BSX R&D on this?https://www.twst.com/news/percutaneous-valve-replacement-therapy-just-one-healthcare-investing-theme-equity-strategy/,-0.4328
849,The dividend went from $1.52 to $1.72 for a 13% lift. Assuming the same % raise this year would make it about $1.94. My guess is that it will raise it to $1.94 - $1.96. I don't see any reason why it would be under last year's raise since MDT has had strong cash flow and is projecting 9%-10% operating EPS growth this year. We could see $1.94 for a 15.8% lift. So my range is up $.22 to $.24 for a new annual dividend of $1.94 to $1.96. We should know around June 20 or so.,0.959
850,i am buying the dip. LONGS HOLD,0.2969
851,noooooo,0.0
852,"Posted two hours ago, the big money is betting on MDT: Cambiar Investors LLC grew its holdings in Medtronic plc (NYSE:MDT) by 18.3% in the fourth quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned 389,910 shares of the medical technology company’s stock after purchasing an additional 60,210 shares during the period. Medtronic comprises about 1.8% of Cambiar Investors LLC’s investment portfolio, making the stock its 20th biggest holding. Cambiar Investors LLC’s holdings in Medtronic were worth $45,674,000 at the end of the most recent quarter.Several other hedge funds have also bought and sold shares of MDT. Diversified LLC bought a new position in Medtronic during the fourth quarter valued at approximately $25,000. Spectrum Management Group LLC boosted its position in Medtronic by 317.5% in the third quarter. Spectrum Management Group LLC now owns 263 shares of the medical technology company’s stock worth $27,000 after purchasing an additional 200 shares during the last quarter. Clark Financial Advisors purchased a new stake in shares of Medtronic during the 4th quarter valued at about $29,000. Crewe Advisors LLC purchased a new stake in shares of Medtronic during the 3rd quarter valued at about $31,000. Finally, Catalyst Private Wealth LLC bought a new position in shares of Medtronic in the 3rd quarter worth approximately $31,000. Hedge funds and other institutional investors own 79.17% of the company’s stock",0.9981
853,The new insulin pump is now accepted in the USA and as of yesterday was approved for use in in Canada. I do not understand positive news like this having a negative affect on the PPS. Weird ?,0.8854
854,"Zacks article yesterday: MDT Earnings ""Is disappointment in the cards?""We didn't see a straight or full house but we have a solid two pair.The wildcard could be the sale of the medical supplies business which could improve revenue growth and profit margin, as well as providing enough cash to buy back 3% - 4% of MDT Common.""Thus, we expect the company to witness strong share gains from the flow of recent product launches, which should also get reflected in the fiscal third-quarter performance.""Zacks is biased, the recent big product launch revenues will be reflected in MDT's fiscal fourth quarter. Including TVAR and the 670G closed loop diabetes monitor.",0.9894
855,"Company is an absolute rip-off & there are better products on the market. I started to use the product about 6 months back & not only does it hardly ever work properly (had to have replacement parts sent to me about 15 times), but the costs are so outrageous that my insurance company does not wish to do business with them any longer. It's pathetic.",-0.2553
856,Due to several FDA approvals this year alone. I expect MDT to be trading close to $100 per share in a relatively short time. Giddy up !,0.3967
857,"This stock is dead money, y/y declines in sales, for years to come.Only a fool would be long right now, make more money in checking account, than with this dog.lolThey have also lost the diabetes pump market, that will soon be dominated buy tndm.",-0.0749
858,"Medtronic gains a bullJun. 4, 2019 4:34 PM ET|About: Medtronic plc (MDT)|By: Liz Kiesche, SA News Editor Wells Fargo analyst Larry Biegelsen upgrades Medtronic (NYSE:MDT) to outperform from market perform, saying the company's late-stage pipeline will boost growth over the coming quarters into FY2021.Increases price target to $110 from $100.Says MDT has ""done a better job over managing Street expectation,"" with quarterly EPS exceeding consensus estimate by 6 cents-7 cents over the past four quarters.",0.9816
859,CHEK Innovative Israeli company with capsule technology for Colonoscopy similar to MDT's Pillcam forendoscopy ; 55cents,0.5775
860,"Poor customer service, ugly management on the phone, malfunction glucose sensors. How do I know? I am using it. Poor job.",-0.877
861,"Medtronic PLC (NYSE:MDT) made waves across the medical world with the approval of its artificial pancreas recently. MDT stock didn’t rally on the news and is actually trading down from where it was prior to the Food and Drug Administration approval. Investors are either worried about future competition, think the device isn’t that big of a deal or they are missing a great medical breakthrough that could be worth a lot to even a large-cap company like Medtronic.Medtronic PLC (MDT) Stock Oozes Long-Term StrengthSource: U.S. Embassy Kyiv Ukraine via Flickr (Modified)The FDA approved the Medtronic MiniMed 670G hybrid closed loop system months ahead of the anticipated Spring 2017 approval. This marks the first FDA-approved device that continuously measures glucose levels and delivers the appropriate dose of basal insulin.The device is approved for all Type 1 Diabetes patients aged 14 or older and it can be worn for seven days at a time, while strapped to the body.",0.989
862,https://seekingalpha.com/news/3610251-fda-oks-medtronic-automated-insulin-delivery-and-monitoring-system-for-young-kids,0.0
863,Nice to see a bid in the market for MDT today. It's on relatively puny volume as of about 1:45 so it's a dearth of sellers around $75. I'll take it -- the news about Medicare coverage of the MICRA TPS was good market news so maybe that's it today.,0.8541
864,"Folks ,Hold you’re MDT goods thing are coming next week ",0.0456
865,Slowly rising back up.,0.5452
866,MDT sales team should be pounding on the feds door to cut a deal for ventilators and respiratory equipment.,0.3839
867,"Dear CEOs,As interest rates goes up, it is wise to sell your company's treasury stocks and use that cash to pay off your company's loans and debts.",0.8819
868,"I've been looking at MDT, Stryker and Hill Rom. Medtronic has 4-5 billion in unlevered free cash. Debt to Equity is only around 50% which is way lower than most. I believe this to be one of the survivors assuming many companies fail in each industry. They also pay me to own the stock. Not sure when I will come in, as I think we have another 5,000 points to drop. Too many crazy things going on in the credit market currently.",-0.2956
869,Thinking of selling this and buy BABA,0.1788
870,Have equal amount of short and long position in MDT. Then juggle your positions and make money every minute.,0.0749
871,52 week low. why we don't bounce back?,-0.2259
