,Recent headlines and conversations for NFLX,Polarity
4438,I have a feeling I’m gonna regret waiting for a correction....,-0.2974
4439,I bought more at 185. Hope the drop is done.,0.1811
4440,Friday is options expirations so today will be volatile for the stock price. No need to be concerned if you are long. I'm long from $70 a share.,0.705
4441,I will buy at 200,0.0391
4442,"Shorts, RIP",0.6125
4443,So they reported an in-line revenue # but blew away subscriber estimates. This makes no sense. If analysts got the revenue # correct how did they under estimate the sub #? One answer: all the excess subs are promotional and non-paying. If they convert to paying then next quarter it is fine.,-0.1583
4444,Oh my this is going up tomorrow 370.00 easy. You should of buy yesterday and today. Banks are going to open the wallets.,0.7192
4445,Open limit down tomorrow?,-0.3643
4446,This is just the start of massive losses to come.,-0.2758
4447,The train cannot be stopped now. Heading to $380 briefly and then break $400,0.0057
4448,I bought at $400. Will I ever make my money back?,0.0719
4449,"Years ago I heard friends and relatives talk about the shows they were watching on Netflix. They were so enthusiastic and more importantly they were hooked on the content of the shows. I considered Netflix as an investment and I bought. Never did I think in my wildest dreams they would be so successful. I added to my position along the way by buying on the dips. I has worked well and now Netflix is my third largest holding. FYI: I took awhile but, I'm now a subscriber.",0.9266
4450,we will be like Amazon tomorrow,0.4584
4451,Netflix always is my biggest holding. even when I sell it off. if I kept it all I could have been rich.,0.8188
4452,I am issuing aggressive buy from this level,0.3608
4453,Come green..,0.0268
4454,"NFLX will crush the shorts again next quarter. It is an unstoppable freight train that will continue to grow at least for another 50 years. Cash flows and debt are irrelevant. They can borrow unlimited amounts of money at very low interest rates.I predict $300 by April, $1000 by next year, abs probably $10,000 in a couple of years.",-0.4658
4455,"Am I missing something here? Q4 EPS is 1.19 #$%$ estimated 1.35, how is this up? Can someone explain? Oh well, selloff and profits taking tomorrow.",0.717
4456,Haven't heard any genius analyst upgrades lately. What happened?,0.1973
4457,I'm holding this stock till $1 or $1000.,0.5414
4458,signed up disney package and cancelled netflix. loving the content and quality,0.6584
4459,SWEET CHRISTMAS!!,0.6795
4460,finally breaking it,-0.1684
4461,Here is a look at shorts tomorrow. LMAO,0.6709
4462,shorts take profits today before option expiration tomorrow. after shorts covering Nflx will tank Monday next week,0.2262
4463,LOL to amateur sellers,0.5561
4464,"And this is dropping why? Either it did well on its quarterly report or it didn't. Granted investors will take profits, but is there any rational reason beyond that for this to drop 5% in two days if the company is indeed doing well.",0.8336
4465,"Uh oh.... late day buying, insiders know something :)",0.3945
4466,whoever miss the boat wait 2 more the price all drop ever more. than back up. whoever already in the boat... hold . will back to 380 ib a month.,-0.1283
4467,"I’m tempted to take profits and buy more IQ, still very undervalued",0.5715
4468,Here u go again. A minute ago was just 509.60. Now already 508. Nasdaq is up almost 300 points and this one can’t even go back to 530 before earnings. I can’t imagine if the market is down. Where will that be?,0.4347
4469,All these shorts bad mouthing NFLX is hilarious!! All they say is how this will be down big tomorrow or go to $500 lol. Don’t forget people this was at $545 a week and a half ago without earnings!!! This will hit all time high tomorrow no worries lmao!,0.4969
4470,Nice close...shorts better cover Monday....which will become a buy to close order and propel NFLX even higher. Longs will prevail Monday evening and Tuesday morning. $340.00 minimum after earnings release.,0.7972
4471,"red light, green light",0.1061
4472,"Guy Adami, smartest person on Wall Street, predicted large run up in NFLXstock price.",0.8243
4473,Very good opportunity to buy now. Just added 2000 shares .,0.837
4474,"Netflix is saying they save 30% by producing their own content. Or they acquire 30% more content when they produce their own. More content leads to faster subscriber growth. Expectations need to be raised, again.",0.7757
4475,"Oh boy, shorts are dazed and confused now, they missed subscribers numbers but stock is still up.",0.4558
4476,With all the price target increases to 650+ this'll be 600 tomorrow.,0.0216
4477,Chris Usiak =Selig= Garlou- same paid pumper,-0.1678
4478,"remember today is a huge down day for tech, we would normally be up 3-4% if it wasn't for this correction",0.1677
4479,so my $305 prediction turned out to be right. only it happened after hours....,0.2115
4480,I got in when stock was up $4 so you can thank me for the drop....happens to me every time!,0.6863
4481,"ok, this time $600 for real",0.3216
4482,"If NFLX was not there, where would you invest your money? What is the next growth stock?",0.7257
4483,"Up 14 of 16 trading days this year. Up $34, which is a 36.1% increase. Market cap has increased $30 billion in those 16 days. Really the only significant news in that time was that they beat on subs by just 1.93 million (they met on rev and EPS). That's a $15.5 million market cap increase for each new subscriber. Wow!!! This is just amazing.",0.954
4484,Netflix Almost 5% down yet I’m still here? Look Disney will take 4 years to be profitable on their streaming if they can even reach 80 million subs. by then Netflix just added 400 films to its library and Netflix Netflix will beat earnings again.,0.4768
4485,400 @ closing???,-0.3695
4486,in the absence of net neutrality I see 500 as a real possibility,-0.3431
4487,"FB will take the market with it tomorrow. Bubble has peaked, only down from here. First slowly then a steep slide. Margin debt is all time high at $600B. Margin calls will doom this market once we have even 3-4% slide.",-0.9042
4488,My wife said once it gets to 400 you can have some of this LOL,0.8057
4489,"Next quarter earning outlook $2.97,looks impressive.",0.4233
4490,"this ""crash"" was a blessing, I'm making a fortune today :D",0.7963
4491,Is the company going bankrupt?,-0.5346
4492,"Nflx new contents will spend a lot of cash. New contents will last for a month. Nflx needs to borrow more money for new contents. The cycles will continue until profits will not be enough to pay for interests of the loans. The current business model will not sustain over the long run. Nflx needs more products beside streaming movies. AMZN used to sell books only, and couldn't survive by selling books. AMZN has multi-products today",0.6657
4493,Good read:https://seekingalpha.com/article/4142858-netflix-priced-beyond-perfection,0.4404
4494,Going below $570 today?,-0.1357
4495,yes! I wait to 385 to short,-0.0828
4496,good time to get on board?,0.5697
4497,340 coming,0.0537
4498,"CNBC talking heads like it. Whats not to like: subs up, revenue basically hits Q4 and Q1 targets, and costs plateauing this year. For a growth stock this is what matters. EPS lower because of investment costs, but thats not why you buy Netflix anyway, thats why you buy IBM. Plus they Its going higher.",0.9709
4499,NFLX isnt just a good stock its a great stock.Anything under 10%($360) is a strong buy.,0.918
4500,"NFLX has competition coming from every angle Disney, HBO, Peacock, Hulu, Prime, Roku etc and a vaccince countdown everyday. You do the math.",0.4522
4501,Bidens plans and policies won't work here in the U.S. maybe in Venezuela they will work or China.,0.18
4502,"Diseny+ won't be profitable until 2024, FACTS.",-0.3281
4503,"They’re running out of analysts to try and manipulate the stock with price target increases, got to feed this thing news every day or it starts sinking. I’ll be long again after this short when I get a way better price.",0.7049
4504,To be holding up today is a good sign. Not expecting green to hold today in this market.,0.8277
4505,"I read a lot about apple here. Wil it be something like Amazon prime, a few shows as an extra or will it be a full on streaming service? I cant find a lot of tv shows online that they are going to make.",0.8674
4506,NFLX is one of the greatest stocks of all time.,0.7043
4507,How the heck this is up this much with earning miss,0.0972
4508,CNBC just reviewed the Ican and Ackman brawl. I remem ber Ican said he sold nflx year and half ago citing competition. Boiy he sold too early. All the shorts who took his selling as a sign to short were wiped out. LOL,0.798
4509,Why the revenue miss when they said their subscribers are growing? Anybody?,0.227
4510,Imagine how bad the selling will be if it loses that post earnings 344 level.,-0.4861
4511,I wrote two weeks ego and predicted NFLX $280.00. It is time to buy it.,0.1884
4512,something is burning ....,0.0773
4513,Buy below $500.00,-0.0808
4514,People you'll be sorry for selling,-0.0655
4515,is it profit taking time yet?,0.4938
4516,I've sold all my $IPIX and bought$ $TSLA and $NFLX. These are the new paradigm stocks.,0.269
4517,"I think anyone investing big on NFLX should balance out between NFLX and $DIS. I exit all my short on NFLX last week. Should have waiting until Thursday but I decided to exit completely and didn't stop.I do went long on $DIS on Friday (Also $FB).Here are reason why.1.> Disney Launch of ESPN stream will likely huge success. Lot of people waiting for that. This should known in 6 month.2.> This might help Netflix somewhat (Not whole lot of as most in USA at least already have netflix, With sharing, I think 80-90% penetrated which is incredible but also mean not much left to gain. ) and Most International market specially development country, Cable is still much cheaper than Streaming service.3.> ESPN pricing means Netflix lost pricing power. Now it will compared with ESPN. Also Most of local channel either easily available through Antenna or Free with Advertisement on most of TV Streaming box apps (Like ABC, NBC, FOX....)3.> As Disney launch full streaming service, Their offering will appealing and remove any remaining pricing power Netflix has. It might forced to lower price (Depend on how aggressive Disney is)",0.9961
4518,"For Q1, NFLX is projecting 6.35M subscriber adds. LOL. That's what they had for last quarter too, and they came in at 8.3M. Let me guess here. I predict they come in at 8.3million for the quarter, and the stock explodes up 8% on the news.",0.8163
4519,Let the buying begin. Stop the with the 1% or 2% let’s rock n roll to 10% today. Let’s show the stock market who we are and have them talk about how NETFLIX is coming back strong. Green Green Green. I counting on everyone today. Prove me wrong.,0.8273
4520,Netflix is like a cult right now with the original content they are producing. They got me hook line and sinker as I’m addicted to some of their shows. I’d pay $30/month. Millions feel the same way can guarantee it. $2 raise?? Please.,0.8766
4521,"Don't be fooled by the game Netflix plays by ""beating"" international subscriber estimates. Nearly all of the upside to international subscriber adds is generated from low GDP per capita countries like India, Indonesia, Malaysia, etc. Per member per month pricing in these regions is a fraction of what NFLX charges in the US and Europe.",0.8069
4522,their Q3 Projection to add 5.00 millions. i really think they will beat it. they didnt say 5.15 or 5.05 like before. they picked 5 millions because they know they will beat it .,0.8144
4523,580 SHORT SQUEEZE COMING TOMORROW MORNING HUGE,0.5975
4524,"Said $335 closing price, pretty close, anyways congrats to all alongs. $400 is soon to come, huge rally coming up and solid earnings are boosting all sectors. Financial leading with solid revenue and earnings especially Goldman Sachs beating EPS by more than a $1, economy strong and forward outlook of 4% GDP by mid 2019.",0.8843
4525,"Ready to short another lot!Started at 251.00, 265.00 and today sometime! In the red for now. But do see this correcting down to 235.00Gap needs to fill!It always does!Wish me luck!Fiona",-0.6926
4526,I see 400.00 this week,0.0605
4527,"Netflix is licensing its movies to China's iQiyi on a movie by movie basis, that's the way for the company to enter China.",0.6477
4528,"After the bell: Indiewire ""In 2020, Netflix reported its biggest viewing figures ever for a December, and, during this past year’s holiday season, the biggest Christmas week — December 25 through December 31 — ever. These latest stats, as shared by the streamer with IndieWire, are measured both by total viewing hours and average viewing hours per subscriber across each period.""",0.8726
4529,Guy on CNBC trying to twist chart reading according to his short positions? Anybody noticed?,-0.0971
4530,"God Bless the Savior Donald Trump.Doing what he said, the truth. Elected, Tested, Proven. #MAGA Tax the World!#NVDA #BA #TECHY #ATVI #FB #NFLX",0.7322
4531,500 million in buys equates to 26 billion added market cap when they didn’t even beat earnings estimates,-0.2234
4532,"Name one reason why Netflix will be the content king for the next 10 years ? Because CONTENT is king, Netflix will never be a long term play compared to the library Disney owns. It is like David and Goliath. Anyone can stream, but not everyone has content that will survive over the next decade. Name one iconic show or movie that Netflix owns that the “world” would pay for more than $10/month.",0.7496
4533,Shorted at 237,0.0906
4534,Here we go,-0.0182
4535,Scared money don't make no money. Z,-0.2581
4536,"At Thanksgiving everyone wants to say ""I sold my nflx at $420. Who would admit to missing that window?",0.2083
4537,same pattern as yesterday....load up early.....should see 400 today,0.2238
4538,"Since the beginning of the year, NFLX 2019 EPS estimates have been tumbling from 4.06 to 3.42 while cash burn estimates has shot up to $3 billion/year. Large media companies with tons of content and much better capitalized have announced entering the streaming business and pulling their content from NFLX. Netflix's business model seems as shaky as it ever was, and loaded with debt with spiraling costs and interest rates makes it financial situation highly risky. Yet despite all this, the stock is up 42% YTD, trading at 120 P/E and $160 billion market cap! This is very much a disaster waiting to happen, just like the dotcom crash of the early 2000's.",0.4447
4539, The 7 Best Stocks To Buy In March 2021  For details https://youtu.be/tpqEbEZywA4,0.67
4540,Just watch the stock and watch the sell-off an hour from now Weekly target is $250,0.4542
4541,I can't believe its only down 4% as we speak. Absolutely INCREDIBLE!!!,0.2986
4542,let's hope for a brighter week next week and thereafter,0.6021
4543,"Buy this now it’s a discounted price, going back to 360s...",0.3472
4544,Entire market was down today. Every day is not going to be green. Not worried at all. Full steam ahead to 500,-0.1215
4545,"Amazing, with no news some how the market found 2.3% more value than Friday's close. That's approx. $3.2 more market cap. Who says it's a bubble?",0.2242
4546,Covered 253.15. I’m taking a break from this casino. Bonds are looking nice to deposit 500k in.,0.3154
4547,are you guys ok today?,0.4222
4548,"I dont know how people can be so confidant that NFLX will give better guidance going forward, clearly there has been FOMO buying and the price has skyrocketed, then a price increase announcement 2 days before earnings report? this screams short if you ask me...",0.8585
4549,Should Amazon just cancel and ban Netflix so they would have more customers on their own platform.,-0.19
4550,Impressive volume.,0.6041
4551,I'm going to watch bird box again now,0.1645
4552,NFLX will control the world financial system,-0.111
4553,200 dollar stock at best,0.6778
4554,"TSLA beats numbers, NFLX will do the same",-0.0788
4555,BLOATED. The market will correct. Expecting a decline of 20% or more.,-0.7663
4556,earning next week... Up up up,0.4822
4557,"Upcoming split, solid day 700$ TP",0.1812
4558,"Shorted 100 shares at 309, will hold through earnings,",0.3519
4559,"Imagine what this thing would be doing if the Nasdaq hadn't been up 9 out of the last 11 days, or if the broader tech market sells off.",-0.2894
4560,"Netflix price target raised to $750 from $660 at Pivotal ResearchPivotal Research analyst Jeffrey Wlodarczak raised the firm's price target on Netflix to $750 from $660 and keeps a Buy rating on the shares. The company last night reported a ""nicely better than expected"" Q4 subscriber and financial results, conservative Q1 subscriber guidance and better than expected Q1 financial forecast, Wlodarczak tells investors in a research note. Further, management officially confirmed they no longer need outside capital to fund their business, and raised their 2021 free cash flow forecast to flat from negative $1B, adds the analyst. He expects Netflix will continue to demonstrate pricing power ""as the service remains a relative entertainment value for best in class entertainment.""",0.9824
4561,Netflix has the lowest cost per subscriber and don’t take Ad money and can still spend 10 times what it’s closest competitor is spending. It’s like Usain Bolt gets a 1 Mile head start in a race and his competitors are saying they will catch up with him. No chance. Just noise when views are expressed about Apple or Disney catching them any time in the near future. Netflix is very sticky and addictive.,0.7071
4562,It was a good run but the bubble has finally popped!,0.2686
4563,Netflix valuation is elusive. For example: after reporting q4 2016 earnings the stock gapped up to 140. It was only 87 five months earlier. At PE 325 people were saying it was extremely overvalued. 140 looks very cheap now at PE 34 on this years est earnings and PE 22 on next years est earnings and the company still growing faster than ever. In a few years 350 will look very cheap.,0.9578
4564,"Dis is NOT good news for NFLX,Not good news at all!",0.8307
4565,headed to $275.agreed?,-0.0046
4566,Is a entry point people or still a little more down to go!!,-0.2936
4567,Before market red after hours also red red red red,-0.772
4568,"Love early morning pumpers, Short after pump around 361",0.1552
4569,450 year end,-0.0351
4570,"I don't know if its true. Someone in India, a higher up public official? seems to have said the 50 million subscribers is max for India, not 200 million.If so, NFLX seems likely to sell off. Another article seemed to point to Google's Youtube, Apple streaming, Amazon, and others having had time to become a force of resistance. Add in the high debt and it seems to me the odds are NFLX has seen its high for quite some time. jmhoI like to back out and look at longer time periods. Seems to have a message. The 4 year chart has $130 for support. If it goes to the 313-315 range again (I forgot the low), it will be the third time, I'm thinking it breaks through to the downside then. 385 to 316 or so was a nice shortdoesn't mean it is necessarily even going down from here or bouncing and then going down. I just think it is likely. ................To me, they are losing money. Someone pointed out that they went more in debtt for new content, then they made in revenue. That's scrary, but they do have the potential to bring in revenue for years on the content. It seems to me they jumped in very heavily into massive debt trying to fend off the competition, before the competition made them irrelevant.You know one serious issue is that Apple and Amazon and maybe others are willing to basically give away their streaming service just to get the subscribers to help them sell product in their stores. That's a touch one for NFLX to work against. They have been quite creative though. Maybe they will bring on the education thing or something else. They could start selling things, compete agains Amazon and Apple, fight fire with fire. It's possible they could come up with some ingenious ideas to keep growing.I think they won't or it will be too little to late. Could be wrong.I'm thinking it tanks to $130 and soon.just a hunch based on information I have explained here",0.9611
4571,"NFLX is expanding rapidly in India, whose population is 1.2 billion.",0.2478
4572,Im afraid with the price this low somebody is going to buy us up-AAPLToo bad would love to see this double in the next 2 years,0.6629
4573,What’s everyone thinking how this could go,0.1268
4574,Netflix’s ‘Lupin’ Topping ‘Bridgerton’ & ‘Queen’s Gambit’ With 70M Households In First 28 Dayshttps://deadline.com/2021/01/lupin-netflix-biggest-french-series-70-million-tops-bridgerton-queens-gambit-1234676032/,-0.0058
4575,I will be Netflix and Chilling all week. :),0.4113
4576,To infinity and beyond!,0.1424
4577,"If there was a ""13 reasons why"" for the adult world. IQ and Netflix would be all of those reasons. Annnnnnd being a democrat too.",0.3259
4578,"NFLX will keep growing internationally. Huge growth opportunities with over 3,000 million potential viewers globally.",0.8332
4579,"Autodesk did a great Subscription model transition. $NFLX is the proof this IS the next financial model for IP. Right now $ADSK is spending a huge amount of money to get on the Cloud. There is no competitors to their softwares in the Construction, Autocad/Revit, and the entertainment industry, 3DsMax/Maya. The new Cloud platform is name FORGE. Please keep shorting, and I’ll keep buying more, been using Autodesk products for over 28 years now, they have their own issues, for sure, but they know where it’s going ;)",0.9093
4580,NFLX oversold.....Guess what.....It will rebound because sentiment is negative....Contrarian typical scenario,-0.0287
4581,Buy Truck Load now,0.6421
4582,Fake rumor on China tariffs from WSJ to pump the market ahead of horrific news from NFLX earnings release to provide a cushion for the market before the drop. That's how the game works now. Please trade accordingly.,-0.198
4583,No sense in watching it continue to bleed. I’ll give it one more day to stabilize. Portfolio poison right now.,-0.6228
4584,"Pre-earnings options volume in Netflix is 1.9x normal with calls leading puts 9:5. Implied volatility suggests the market is anticipating a move near 9.5%, or $47.71, after results are released. Median move over the past eight quarters is 3.8%.",0.1118
4585,"NFLX maintainted Overweight rating on the shares with a $634 price target.Netflix's 2021 film slate ""marks a more pronounced shift toward quality,"" as its 70 films have increased star power from the likes of Dwayne ""The Rock"" Johnson, Leonardo DiCaprio, Meryl Streep and Denzel Washington, KeyBanc analyst Justin Patterson tells investors in a research note. The analyst believe Netflix's scale has made direct-to-streaming a more compelling distribution option for actors and directors, particularly as COVID-19 weighs on global box office revenue. If Netflix can succeed in film, its lifetime subscriber value can increase due to improved retention and pricing power, predicts Patterson. The analyst keeps an Overweight rating on the shares with a $634 price target.",0.9778
4586,8% options implied. So plus or minus $30,0.5166
4587,Based on the trend. It should be $305-$306 by the end of the day! Thoughts?,0.4332
4588,"After rising 24% for the week it closes right on the high. Year over year subscriber growth remains unchanged at 25% after raising prices and investors continue to figure out what it means. For instance, Netflix could double it's subscription fees and settle for only 5% subscriber growth. In a year revenue would be 30B/yr, profit before tax would be 16B/yr and PE 7. Adjust for a normal PE of 20 and the stock would be 785. We could see the stock continue to spike next week.",0.9697
4589,$405 today after 3PM .,0.0185
4590,I wonder how many people are still holding from 400+.,0.4799
4591,Netflix to $4000 a share by 2022. Mark my words!,0.3671
4592,There are not many good movies/shows to watch on Netflix.,0.6395
4593,"lol,, i must have to say amazing market and super strong NFLX!!! I decided to gamble and bought some tomorrow expiring weekly calls early this morning at least that will make up heavy losses that i took on NFLX puts this week.",0.8927
4594,Lol to the shorts...,0.4061
4595,Disney earnings next week,0.0891
4596,Technically we are the $270 Fibonacci retracement .61% we will rally from here remember this post,-0.1754
4597,NFLX movie The Irishman (Martin Scorsese movie) coming out soon,0.1956
4598,WE'RE RIGHT AT THE 50 DAY SMA. ONCE IT BREAKS THROUGH THERE IS NO RESISTANCE!,-0.7841
4599,"The DOW will be up 3,000 tomorrow. The market will recoup today's and last Friday's losses in one day.Cover now, if you're still short.",-0.5795
4600,"Subscribes count not everything, subscribers need money to there valet to continue membership. Think  about coming economic situation of US and world.",0.0573
4601,This is pure unadulterated pricing power. If they really needed money they would slow down spending.,0.2431
4602,Rainbow Financial Services upgrades netflix to 425pt from 395.,0.0719
4603,"Mtvx electric scooters, Future World FWDG, COWI, RTON,DRNK, APTY stock market software",0.1563
4604,"Netflix can quickly propel much much higher from where we are... it just dawned on me that the price increases that will come will greatly improve profitability. Think about it, 1 dollar more a month and double its current profit of .79c a share... ie: close to 2 bucks a quarter, 8 bucks a year. Suddenly, this doesn't look pricey. Does Netflix have the pricing power? Reed is going to be pumping out the best content and believes that will command a higher price. I agree. Netflix is growing a huge moat, and it will continue to get bigger and bigger.... greatly fortifying its position. PS: That was only for 1 price hike... what if they pump out the content its users woud be willing to pay $2 extra, $3 extra... etc. Big money in Netflix.",0.9886
4605,What a destructive and meaningless drop today...,-0.8305
4606,Will it be below 300 Tuesday,-0.2783
4607,Glad to see I was correct to add 100 shares at the open. Already up over $20/share. That was too easy. Like Buffett says. Hehe. :)),0.9375
4608,Why the sudden decline? Any news out making the stock tumble?,-0.4639
4609,Seems Like $FB $TWTR and streaming stocks went down in AH in sympathy with $NFLX,0.6635
4610,maybe I did a mistake and sold everything at once.. looks like it will grow moreanyways that was the easiest 45k I have ever made,0.529
4611,"It’s either a buyout or killer subscriber growth , it moving up rapid well in advance of earnings",0.59
4612,"All dust settled down, going up from here , good luck",0.6858
4613,SOFTBANK INVESTS IN NETFLIX THIS IS BIG,0.6044
4614,"This week will be interest for Netflix, if another ER miss it is very much mean the era of Netflix is passed. If the ER is good, the stock will spike to ath",0.9514
4615,I love when the price ticks off the bottom of the chart. Volume is picking up down.,0.6927
4616,Finally finally finally Cramer has acknowledged what I have been pointing out for two years. The NFLX quagmire of content spending and customer retention is unsustainable and will lead to the ultimate demise of this company. It’s a mathematical certainty,-0.3405
4617,Thumbs up if you love Netflix and Chill!!,0.8002
4618,This would be 375 had that POS Andrew Left not been given an open media forum to declare a short play.,0.2059
4619,"Just remember a couple of things. Netflix has hired the best people to make their own owned content.A lot of people feel that Netflix will be beholden to others content. Maybe their prices will go up, or maybe these content holders will see the audience (subscribers) increase so much they want their content on Netflix and the prices for these content holders and may not try to push their weight on Netflix and lose a large viewing public around the world. Just a thought. By the way, there are other companies that would love to have a Netflix of their own but it would cost billions to do it.Maybe Netflix could be a target if the price is right. If it happens then Disney is the one I'd bet on. They already have a great relationship with Netflix. To me that would be a marriage from heaven.",0.972
4620,"Nflx was $333 yesterday before increase statement. Price increases are 13 to 18%. If you take 15% as an average on the previous day's close ($333 x 15%) appx $50, then one arrives at $383. If you don't take in news about subscriber growth and outlook which no one knows until earnings",0.7424
4621,"An early Christmas gift in November, give thanks to that, cheers!!!",0.8952
4622,LEAKED.... 6 millions subs....,0.0
4623,Should Apple buy Netflix? Does it need to do this?,0.4566
4624,Netflix makes 1 billion in 1 year and stock go up 16billion in day,0.3406
4625,GREEN soon,0.2251
4626,"Everyone is afraid that tomorrow will be a down day and selling it AF hours, it is going to be an up day tomorrow.",0.7294
4627,These daily swings everyone is concerned about doesn't matter in the long run. This is a solid long term investment.,0.8364
4628,Do you think this will continue going into the week,0.0752
4629,Andrew Left wants this at 320.,-0.1216
4630,Upgrades in the morning,-0.0363
4631,350 by eow,0.0733
4632,Netflix profit now 1030% and counting. Starting to think this could be another Amazon.,0.6262
4633,They need to report 7.2M subscriber adds for Q2 and guide for 6.5M adds in Q3 for the rally to continue.,0.0293
4634,There is NO reason why NFLX traded higher on Friday It obvious that once it’s start falling it will go way down who is behind this,-0.3965
4635,No question...the volatility in this equity is ENORMOUS,-0.4744
4636,Is that after a 7 to 1 split?,0.0854
4637,"FAANGs are back baby ! AAPL, MSFT and AMZN earnings coming soon. Give me $600 NFLX today.",0.5494
4638,Soon down to $20.00.,-0.2452
4639,"Nasdaq down, NFLX down, Nasdaq up, NFLX down. Sells every early morning pop. Sells into the close. See a pattern?",-0.5164
4640,Looks like we'll see 400+ in the after hours.,0.2607
4641,How do you Buy a short position. I have never shorted but it's time to learn this looks prime for it. Pretty sure this is going to tank...,0.8961
4642,Netflix ($NFLX) Ties HBO for Industry Lead in Golden Globe Nominations - Guggenheim https://www.streetinsider.com/dr/news.php?id=13591215,0.201
4643,"I cover 400 ( 200 I sold yesterday at 366 ) Still have 800 short but I have 7 352.5 puts. Going to cover soon. If this go lower than that before I able to cover , then I am mostly out but My bet is stock not going to drop quickly because still lot of over excited crowd ready to buy when this go near 350.",0.8039
4644,Can this hit 390 today?.....,0.0271
4645,NFLX worth about a 15x multiple which is about 50.00 a share gl,0.674
4646,Thanks for advice everybody. Just turned green for me :],0.8169
4647,announce a stock split that will fix it :),0.7293
4648,$NVDA $MU $NFLX $AMD $AMZN $FB $AAPL Buyers will get rewarded soon. Prepare to gain massive amount of $$$.,0.7543
4649,Just bought some extra shares Q4 earnings are crazy,0.3817
4650,Good thing I didn't sell.,0.424
4651,"2007: 7.5 million2008: 9.4 m.2009: 12.3 m.2010: 20 m.2011: 23.5 m2012: 33.3 m.2013: 44.4 m.2014: 57.4 m.2015: 74.8 m.2016: 93.8 m.2017: 117.5 m.2018: 148.5 m.2019 (so far): 155.4 millionBefore you complain about P/E and debt, look at those numbers. The stock is priced for growth. And they continue to deliver growth. It's that simple. GREEN tomorrow.",0.2796
4652,UH OH ... 10 DMA heading under 50 DMAThat can't be goooooood!,-0.7071
4653,"Growth stocks like $NFLX and $FB can't continue to have huge earnings beats and exceed these monumental expectations set out by ""the street"" because eventually they hit a wall. That's what we're seeing now...doesn't mean they're terrible companies, just means they're human after all. Stuff doesn't go up forever. Even $AMZN will hit that wall sooner or later",0.9318
4654,Very reminiscent of FB dropping from $195 in Feb. down to $150 in March.,-0.3025
4655,"Thanks longs, I appreciated all that short money I made this morning. Keep holding the bag for me.",0.7079
4656,I have bought $20k in Puts at $420 to $390 and from $330 to $280. Twice I tripled my money. Never bought. Today bought 15k worth of calls $375 for next Friday. Puppy looks ready to Rip back to $380 in the next few days.,0.7966
4657,NFLX down 10% since earnings pop. Gave up all gains YTD. The market is speaking loud and clear.,0.7794
4658,Why this slow bleeding again?,-0.2662
4659,Short.,-0.4864
4660,look out below!! here it goes tanking !!,-0.7346
4661,Just about done here. What an absolute do noting.,0.5263
4662,"street money is coming back to NFLX as everyone realized it will go again to $400, If I had money I would buy it for sure.",0.6389
4663,buying all the shorts i can for the short term,-0.2213
4664,Banjo has proven my point about the knowledge level of the longs on this stock. Somehow he thinks it makes sense to compare the valuation of this stock to a burrito joint.,0.8257
4665,up 15 or 20 today?,0.2511
4666,"If you haven't figured out yet that CNBC is on Wall-Street payroll, then good-luck",-0.0145
4667,"Net neutrality not a problem for NetFlix: eclipsed many of the broadband providers it once battled. Its domestic subscriber based has doubled over the past four years to 53 million, while its market value quadrupled to about $80 billion.",-0.0535
4668,Can we go 4 in row?,0.0209
4669,Should see $345 today easy,0.5312
4670,"Shorts have to cover, first week of the new yearwill bring a take over offer of 275-280!!Long weekend, New Year, up with now news??no way!! We are going to 200 tomorrow !!",0.7335
4671,"Smart money is headed for long positions at NOK, earnings tomorrow morning then liftoff long term. They are manipulating stock price but, longs will prevail. Cheers.",0.8563
4672,Too much free stuff on the Net for NFLX to be able to increase prices and retain subs!Obumer hiring will cost them dearly too! It already is!Hilarious fact!,0.9217
4673,"Streaming is the future for a long time. The pie/market share will continue to expand and isn’t limited at all. Competitors welcome, won’t matter. Should be $400 as of today.",0.8344
4674,common 342,0.1091
4675,-6 But why?,0.0868
4676,panicking ... in AH,-0.0881
4677,BREAKING NEWS : NO WAR ...President Trump declares 'mission accomplished' in response to Syria airstrikes,-0.7257
4678,"give it a rest shorts, going up with good volume, today close 406-410. Friday 450. ws loves nflx",0.9369
4679,Time to buy more,0.1484
4680,Copy and paste: $AMC CEO and $NFLX $GME major announcement at 3pm here with us at the studio !!! https://twitter.com/cnbc_mark/status/1357710529763147782,0.8025
4681,shorted today again at 385. NFLX is flying in the stratosphere and with the state of politics in the US today and the balloning national debt it appears certain that we will see a very large pullback in all stocks over the next year. Too many people are overly optomistic about the future of the country and NFLX. Everything is priced in to the umpt degree.,0.6004
4682,Deutsche Bank wants cheap shares before Monday. Says NFLX will miss subscriber growth. Nice try.,0.7771
4683,"Yeterday 7% jump was indication of way over excitement. I love it specially since Friday I have 800 short cover from my put excercise, leaving only 500. I was considering to cover rest but thought to do it around 290. Yesterday I had chance again but thought sell off is solid. No regret. I will slowly add more while keep selling out of money put for premium.with earning around I should able to bring my average price from $325 to $345 with all calls and puts profit. Premium into earning will be killing and will help make me money. I am fearless and will sell near money calls and puts to take maximum advantage.I shorted 315 call yesterday at close and also short 100 at 320 and 100 at 323 this morning. Plan to keep adding short for every $10 increase.",0.9388
4684,options are toast,-0.5957
