,Recent headlines and conversations for MMM,Polarity
1965,Read the Motley Fool article about MMM. It is spot on.,0.4942
1966,yes kick me...but ...no I won't say what price I would fell safe with..then take another 15% off that when div. is diverted to restricted and debt payments...yes kick me...,-0.0774
1967,When will the next dividend be?,0.0674
1968,225 by year end.,-0.021
1969,Minnesota is a dirty word.,-0.2811
1970,Sell this GARBAGE company into oblivion!,-0.2157
1971,"China, Japan, and other neighboring countries have ran out of face masks that some sellers with few remaining stocks have increase the price tenfolds. If 3M can manufacture and supply hundreds of millions of face masks to these countries, 3M SP will be over $200 in a few weeks.",-0.0317
1972,"3m is Chicom, they neglected and people died..",-0.466
1973,"If you are a skeptic about UFO's the strongest evidence I can give you is provided below.While some are possibly ""black-ops"" military vehicles, there are mountains of evidence and eye witness UFO accounts including Presidents Reagan & Carter, Fife Symington the ex-governor of Arizona, several astronauts, the head of the Lockheed skunk works, pilots, over 400 U.S. government/military/intelligence officials have come forward, etc.The ex-Defense minister of Canada, Paul Hellyer, and astronaut Gordon Cooper have publicly stated that multiple alien species are visiting the earth, see links:https://www.youtube.com/watch?v=rDGxq0Gzmj8https://www.youtube.com/watch?v=dvPR8T1o3DcThese not just not confined to sightings by one person out in the middle of no-where at 3:00am, but there have been mass sightings in Belgium (13,000 reports), Arizona, O'Hare airport, by entire schools in Zimbabwe and Australia.Perhaps the strongest evidence came at a 2001 conference at the National Press club, where ex-military, NASA, FAA, and intelligence officials came forward to give their experiences.On Wednesday, May 9th, 2001, over twenty military, intelligence, government, corporate and scientific witnesses came forward at the National Press Club in Washington, DC to establish the reality of UFOs or extraterrestrial vehicles, extraterrestrial life forms, and resulting advanced energy and propulsion technologies. The weight of this first-hand testimony, along with supporting government documentation and other evidence, established without any doubt the reality of these phenomena. These individuals offered to give sworn testimony to Congress about their encounters, but Congress has refused to hear them. Instead for 60 years, the government has covered up and lied to the American people about the existence of UFOs.Here is a link to the press conference, please watch and pass on!https://www.youtube.com/watch?v=Z-iaV_XW9iE",0.9917
1974,They will be kicking this out for the DOW soon.,0.1276
1975,Don't get your hopes up to high. With all the good news the so called analysts rank it as a hold. Now is a great time to dump it.(Bitcoin and Game Stop are winners. Wall street didn't even see it coming!!!!!!!!!!,0.9093
1976,"Again, Kramer on CNBC recommends 3M on Monday morning. This is the third time in recent weeks.",0.5417
1977,https://finance.yahoo.com/news/coronavirus-helps-scotch-tape-maker-3m-rack-up-mega-millions-from-face-mask-sales-162149467.html,0.0
1978,I expect a major sell off in 3M. I wish them well when they re-locate in one of their preferred countries. Maybe they're better suited for China.,0.8943
1979,"There are at least four bad guys who should not be receiving salaries from Minnesota taxpayers: Stevie Simon, Keith Ellison, Timmy Walz, Chief Judge Tunheim. The first two for at a minimum ignoring the clear election fraud. The Governor may be involved in this as well. But the Governor is evil for his acts of destroying so many businesses and the families and persons who own them. With respect to the Judge, this man is evil for his attempt to pin the murder of President Kennedy on a man who loved his country his country and tried to save his President, Lee Harvey Oswald. It also is reported from the inside that Tunheim has some of his opinions sent out of his office (to the CIA?) for drafting. Hopefully these four will, at some point in the not too distant future, be arrested by the military and be sent to Gitmo to join hundreds of other traitors.",0.2836
1980,WD40 is tanking Huge AH.. (WDFC)This does not Bode well for HD and DOW...$DOW $HD,0.1281
1981,"In a review of the Federal Government’s Vaccine Adverse Event Reporting System (VAERS), The Defender reported (between Dec. 14, 2020, and Mar. 5, 2021) 31,079 adverse events, including 1,524 deaths, 5,507 serious injuries, and 390 reports of Bell’s Palsy.Keep in mind only 10% of the actual adverse events are believed to be reported to VAERS. I know a family who’s father became a vegetable immediately after getting the shot. He died a few days later. They did not report the death to VAERS. That is the last thing on the mind of grieving families making funeral preparations. And doctors don’t like to do it for liability and reputational reasons.",-0.7714
1982,BK soon,-0.3484
1983,Masks don't take long to make,-0.3191
1984,Tax selling,-0.1636
1985,"Yesterday in 3M's press release they said, it ""has boosted production of N95 masks to 100 million per month,"" Shouldn't this CEO and company have increased production weeks ago? Where is the leadership?????",0.8535
1986,Get ready to buy!!! Going down like a fallen angel cruise ship!!,0.858
1987,Wait until management shakeup and CEO retirement announcement to buy,0.4422
1988,This will finish the day in red. Guaranteed!,-0.4616
1989,"MMM is one of undervalued DOW stocks. Based on my analysis on tax cut impact on MMM diversified business plus global economic growth, MMM can hit $320 in one year or so. I am bullish on MMM.",0.5318
1990,https://finance.yahoo.com/news/3m-brandlab-team-expand-diversity-181900754.html,0.0
1991,Close 184.46 today,0.0058
1992,Kroger largest us supermarket chain WARNS HUGE For this quarter !tanking an incredible 18% !The Kroger Co. (KR)24.76-5.52 (-18.23%)MMM pe ratio is absolutely ludicrous..wait till they report next month..,0.3122
1993,Tractor Supply Company (TSCO) Warns tanking huge !NasdaqGS - NasdaqGS Real Time Price. Currency in USDAdd to watchlistQuote Lookup66.08-4.39 (-6.23%)As of 9:57AM EDT. Market open.,-0.6075
1994,"3M issues a call to action over George Floyd’s death. But how do they know a George Floyd is really dead and that his death wasn’t a staged event? Chauvin’s neighbors didn’t even know he was a cop. And they lived next to him for years. They never saw him wearing a uniform, ever. And Chauvin and Floyd reportedly worked together earlier on evenings in a strange nightclub. Given all the publicity given this “event” and given the hired persons involved in property destruction, it sure looks like a staged government event. The pieced together film footage of his “death” also is very odd. And given Floyd’s criminal background and his need for funds, it certainly would be the kind of thing he easily could be recruited for. And then you’ve got this odd covid 19 scam bring promoted at every media outlet. Since no corporate executive has said boo about the controlled demolition of the WTC buildings on nine eleven, despite 19 years of opportunity, I guess we can’t expect much courageous leadership out of these folks when it comes to government staged events. Nothing to see here. Move on please.",0.7152
1995,"Checking in, glad sold at $148. Up 20% with insane cheap energy. Good long term",0.8842
1996,Their response sounds plausible but once again shows an over reliance on manufacture in China.,0.2371
1997,Now here is a Governor who is a true American to the core:https://www.zerohedge.com/political/trump-visits-mount-rushmore-1st-fireworks-decade-cancel-mob-homesNoem for President 2024!,0.4674
1998,MMM Board of Directors listen up!!! Announce a 4 for 1 split soon to keep the excitement and momentum moving forward. We know you are listening!,0.9213
1999,"Why didn’t Tucker contact some of these so called distributors to get their side of the story? 3M cannot provide dates because they are prioritizing by need. First in line are health care providers, Federal, State and Local Government entities. The need is changing hourly, just listen to the news. I wonder if the Florida state rep had the same terms with every 3M authorized distributor? I can guarantee you that this was not the case. Did he do his homework and did he order in advance of the need? Why would he place an order with a distributor that mandated payment before shipment? Who would do that?",0.9721
2000,"CVS Health has received N-95 mask from 3-MMM ,I’m long the stock",0.6372
2001,MMM reached a new All Time High at 257.39,0.3954
2002,"Shares of Alpha Pro Tech, Ltd. APT gained 10% after the company reported it has booked orders worth $22.6 million for its N-95 mask from Jan 27-Mar 11.",0.7815
2003,"Spike was good but driven by JP Morgan that only upgraded to neutral with a $150 pt! If it drops back to $160, it may be a buy.",0.8342
2004,MMM is a terrific company... They'll likely be trading at a new 52-week low in fairly short order though. I'm guessing by year end at the latest.,0.2407
2005,omg 3m will be out of business in 30 days.. Real bas public relations...,-0.0504
2006,Biden is an economic terrorist. Call the hotline to report him. His team wants a 4 to 6 week lockdown. Are you Minnesotans who voted for him having second thoughts?Don’t worry Trump will be re-elected. He won MN too.,-0.3282
2007,"With global COVID crisis worldwide - if $MMM only raise guidance for the needs of these N95  This will be 8% up tomorrow.. All government, companies and people need it for next 6 -8!months till vaccines are available.. Load up and GLTA",0.7245
2008,"If 3M quadrupled their production of masks, respirators, filters, medical products and commercial cleaning products, I believe the market would respond. Incrementally increasing is expected. Doing something bold is what this company needs right now.",0.7827
2009,"3M and The BrandLab (TBL) today announced a two-year initiative (2020 and 2021) focused on driving diversity within creative career paths, including graphic and industrial design. This partnership aims to inspire young, diverse high school students to pursue creative careers, address opportunity gaps for underrepresented students and embody a more culturally diverse population of creative talent for organizations that have a global footprint.This press release features multimedia. View the full release here: https://www.businesswire.com/news/home/2020",0.9867
2010,"Get your $$ money back . Sell 3M and buy APT. While the market is Falling, APT is the lone wolf that’s rising ",0.5584
2011,Some big seller is keep dumping shares at BID since last one hour. He is desperate to get out. Until he is done we are not going any where. I just sold my call option expiring tomarrow with lost and roll over for next week.,0.5684
2012,"Wow! The evidence of fraud is overwhelming. There is no denying it was stolen. None whatsoever. Looks like Stevie Simon better get down to Mexico or, better yet, to a country that has no extradition treaty. Ellison better join him as well. Timmy Walz too. You boys are in big trouble. Treason. Yessiree.",0.1353
2013,I guess it was a screaming buy yesterday lol. Were up big today,0.5917
2014,"Sales continue to surge, in their Industrial and Healthcare businesses. Their China plants are all running full out as local demand has really taken off. I’m predicting $200 by April 1 and a very strong 2Q.",0.9251
2015,Why didn't this stock shoot up like the others like APT since it makes N95 masks?,0.7576
2016,3M Rocks....Especially on the automotive finish side and their tape is unmatched. Oh Yea....,-0.0733
2017,"Cutting 1,500 jobs? Please, they need to axe at least 15,000 and I would like to see 25-30K RIF before I would consider going long",0.7692
2018,if your against this then you are against the movement go buy $MMM and shut up,-0.2555
2019,"In UGAZ @ 9.89, good luck all!",0.7147
2020,"Fastenal missed big Tanking .. (FAST)They have a lot in common with MMMFastenal Company, together with its subsidiaries, engages in the wholesale distribution of industrial and construction supplies in the United States, Canada, and internationally. It offers fasteners, and other industrial and construction supplies under the Fastenal name. The company's fastener products include threaded fasteners, such as bolts, nuts, screws, studs, and related washers, which are used in manufactured products and construction projects, as well as in the maintenance and repair of machines. It also offers miscellaneous supplies and hardware, including various pins and machinery keys, concrete anchors, metal framing systems, wire ropes, strut products, rivets, and related accessories. The company serves the manufacturing market comprising original equipment manufacturers; maintenance, repair, and operations; and non-residential construction market, which includes general, electrical, plumbing, sheet metal, and road contractors. It also serves farmers, truckers, railroads, mining companies, schools, and retail trades; and oil exploration, production, and refinement companies, as well as federal, state, and local governmental entities. As of December 31, 2017, the company distributed its products through a network of 2,383 company owned stores. Fastenal Company was founded in 1967 and is headquartered in Winona,",0.9259
2021,Down 3.5%,-0.242
2022,This is great buying opportunity. Gotta thank Trump for that. As soon as he's out of the office this stock will start flying.,0.9346
2023,Military personnel have a class action lawsuit against 3M for knowingly manufacturing defective ear plugs. Hurt many soldiers for life. Why don't one of you guys treat 3M the enemy and shoot many executives?,-0.9202
2024,Home Depot missed tanking.. hd is mmm largest customer ...,-0.1707
2025,25 PE for this junk? hard to believe,-0.1436
2026,3days ago I think 3m is reasonable price.Now I think it starts to become undervalued,-0.0049
2027,"Before getting into earnings, let’s recap what has transpired over the past year. As the quarters roll on past, it is easy to view bad events as discrete ones. In other words, small problems get glossed over in isolation. When you go back through what has occurred at 3M over the past year, what becomes clear is that there has been a habitual habit of overpromising before underperforming and cutting guidance, with the management team being largely reactionary to shifts in the macro environment. Is it coincidental that this began just as Michael Roman became CEO, replacing Inge Thulin? That’s perhaps up for interpretation but we could see him eventually become collateral damage from these failures if problems continue to persist",-0.937
2028,Every body in south Korea have mask .This is secret weapon. Western countries must know that !!!,-0.6312
2029,Love this stock.,0.7217
2030,"Love this Tuesday turnaround in good, old, reliable, dependable, MMM!! Hopefully we have put in some sort of floor on the stock this morning, with a new uptrend now in place. We shall see...Lee!!",0.958
2031,Perfect head and shoulders this week,0.5425
2032,"This stock should be a solid 160 a share. China coming back which will be a big lift for them internationally and holding their own domestically with their personal safety, health care, filtration, and cleaning products.",0.9522
2033,220 soon!,0.0763
2034,"MMM is a dead end stock, goes nowhere.",-0.6309
2035,Needs a little bit of a push to get past 50 day SMA. Then it's heading to 221.,-0.2272
2036,MMM must be one of the worst long-term investments around.,-0.5867
2037,"3M is not a lean company. Bloated with overcompensated leadership. They need a new CEO who will cut unnecessary costs and trim the duplication and fat, plus eliminate losing lines of business. I don't see anything under this leadership that will return the price to $200/share. My money remains focused on FAANG and tech growth companies. I find 3M to be a disappointing stock that should be replaced among the DOW components. ..... Opinions welcomed, thanks.",0.7563
2038,"Moo, a dead cash cow. Earnings will not cover the dividend.",-0.6499
2039,"3M CompanyDid you or a loved one serve in the U.S. military between 2003 and 2015 in a combat zone?Were you or a loved one issued Yellow/Black earplugs during service?Since serving in the military, were you or a loved one diagnosed with permanent hearing loss? Since serving in the military, have you or a loved suffered from tinnitus? The Minnesota-based 3M Company allegedly sold its dual-ended Combat Arms Earplugs, Version 2, to the Defense Logistics Agency without disclosing defects that decreased the actual effectiveness of the hearing protection the device offered.",0.8812
2040,How do you explain a 3% drop on 3m in one day. Big time ZACK'S just gave it a buy rating a week ago. That shows you how much they know,0.5628
2041,Mr Harley Says I’ll buyAt PPS 160January 2020,0.0434
2042,Why MMM is so high now? What is the reason,0.3457
2043,RSI new high 205 next 2-3 weeks,0.6956
2044,3M just featured on Fox Biz news with huge positive,0.7901
2045,sold business and cut 1700 workers..ouch!!,-0.3789
2046,"In January of 2018 this stock was at $259.00 a share ever since than it has been tanking super ugly. It is going G.E.'s way. It's toxic,time to dump it.",-0.238
2047,What a flop of a stock. This hasn’t done a thing even when the rest of the market was growing. The company just can’t find its way.,0.753
2048,"Has 3M done anything with adrenochrome of late? Not a very popular effort nowadays.And WHY are they into that stuff? Synthesized blood extract of tortured children. To...save children...I suppose...?Seems the US president is not impressed. And 3M is rumored to have some ties with very shady people (Vanderbilt) and companies. If a person or company is found to be committing crimes, their assets can be taken.Will 3M make it through? Safe short?",0.6911
2049,Is this the end?,-0.0309
2050,Big day for mm tmr,0.4015
2051,what will be a good entry price?,0.5218
2052,"$225 by Q2 earnings, I can wait.",0.2322
2053,"Hack Dividend Investors bought this thinking it was the bottom, hilarious. Going to 120 quickly....if you bought this for the masks, you are gullible as well.",0.4641
2054,"In the 2008 crisis. This fell to $45. This crisis, both as a company and country is worse. Hoping for sub $50 again. They need to pay for their treason.",-0.9096
2055,3M is a very interesting company - - it has excellent management who still aspire to high ethics while abiding by the golden rule. This is a company that can make money and still follow humanitarian principles. Good work!,0.9573
2056,"Beginning to think if we can get over $220, I will sell.",-0.0403
2057,A friend sent me a clip of something published in one of the local Minnesota paper. It stated that Inge Thulin made $34M. I ask why is the corporation (stockholders) paying this guy anything?,0.8564
2058,"Must be the clocks and the 35K savings per year. Wow, couldn’t believe I was reading this in the news about this company. I certainly hope they didn’t need a project manager and a committee to implement this initiative. Kind of funny, really!",0.9263
2059,10% CORRECTION IS COMING!!!!!!!!!!,-0.5995
2060,Economy not looking so hot..Burn out.,0.0005
2061,Time to move your 401k to CASH,-0.1632
2062,Taking a little froth out of this bubble market ? Just when you were convinced it will never happen,0.5311
2063,"Lately, the orange clown does not send one of his cronies to come out and give some fictitious pep talk (lies) when the stock market goes down. That worked only a few times to boost the stock market a day or two. Lying clown and his cronies have abandoned that. The administration's policies has helped only the filthy rich. The rest of us are doomed.",0.7803
2064,https://www.businesswire.com/news/home/20200204006062/en/3M-Increases-Dividend-62nd-Consecutive-Year,0.0
2065,What was once a rock solid stock is quickly becoming a joke. Looks like its time to clean house. Realize many international companies are falling due to our China issues but this stock was falling even before hand. Down $45 a share in two weeks.,0.9239
2066,"Liberty Defense Technologies demonstrates detection of concealed weapons on tv. MMM my want to acquire them, LDDFF.",0.3499
2067,The junk went up too much,-0.1483
2068,"I thought 195 was a bargain, will try again at 190.",0.1817
2069,I am in. This is a strong company with solid foundation. It's everywhere to the point that some professions/businesses can't survive without MMM's products. Use this opportunity to get in at a discounted price!!,0.8817
2070,woo hooo,0.4767
2071,"Our Founding Fathers were pretty smart to create the Electoral College. We have now have a scenario in which it can be employed, as it was designed, to save the republic from a lying thieving candidate supported by lying thieving government employees. An election stolen by voter fraud is the perfect example of a case where the electors can exercise their authority to step in and give the election to the candidate who really won.",0.6032
2072,"The Cantillon effectOver a century before Bastiat, an Irish banker in France, Richard Cantillon, observed that new money drove up prices as it was spent. He had experienced John Law’s Mississippi bubble, which was fueled by printed money and the issuance of bank credit, so Cantillon had observed the effect. It made well-connected speculators their fortunes, whose profligate spending drove up prices for everyone else. The effect at that time was that in real terms insiders became rich and the poor got poorer. To this day the process by which this happens is known as the Cantillon effect.Now that it is official policy, the lesson for today is that a rapid increase in monetary inflation will, as the effects trickle through the economy, further impoverish the poor. It will do this by driving up prices of their essentials and reducing the purchasing power of their salaries, if they are lucky enough to still be employed. But as Cantillon pointed out in his Essai, reflecting the increased quantity of circulating money prices rise unevenly. Never has it been truer than today, when we face the combination of an unprecedented slump in economic activity combined with a sharp escalation in monetary inflation: the rich whose stocks are rising can buy their expensive toys at knockdown prices, while the poor, increasing numbers of which are newly unemployed, struggle to make ends meet with rising prices for life’s essentials…",0.8731
2073,MMM sells a lot of products for home building and the existing homes rept also showed a big dropcaterpillar is red... home depot is red...https://money.usnews.com/investing/news/articles/2018-01-25/us-new-home-sales-post-largest-drop-in-nearly-1-1-2-years,0.7466
2074,"you day traders need to consider long term. you Will lose eventually, might as well go to vegas. invest on the conservative side, buy and hold, resist the urge to sell. its not always your overall balance, its how many shares you own. patience is a virtue. get greedy you will lose long term. never ever trust the ""experts"", they make a living being off your money. figures dont lie but liars figure",0.7226
2075,"I've never owned this stock. With that being fully disclosed, who wants to bet management will not take a cut in bonuses or perks but throw poor performance at the feet of the workers?",-0.4447
2076,"Very interesting, Rev's down, Income down, expenses up, all bad, read it for yourself. Is this a healthy market or a rigged market. I would worry. https://news.3m.com/press-release/company-english/3m-reports-second-quarter-2019-results",-0.6263
2077,I guess Americans think the ‘proper’ thing to do is throw away your honour and replace it with self interest by reneging as soon as the situation changes.,0.7755
2078,See 3M sold off its Military armor business for $91M. Seems like the company is attempting to raise cash as it recently sold off It’s drug delivery business for $650M. 3M will call it focusing on their core other say its about raising cash to pay off their growing debt. Not sure what 3M paid for this business as it was acquired some time ago but my guess is they paid too much and sold it at a discount. That’s generally how 3M manages their M&A.,0.8862
2079,Housing appears to have peaked as auto sales collapse with the consumer loaded with record debt and the fed raising rates..http://www.nasdaq.com/article/us-housing-starts-permits-fall-in-july-20170816-00478,-0.701
2080,"New investor to 3M here, here's why https://www.google.ca/amp/s/www.cbc.ca/amp/1.5693766:",0.0821
2081,will hit 100 by years end,-0.1297
2082,Need this trade war to end. Hard to tell how much is real vs. how much is nonsense.,-0.8088
2083,Louie Navalier nailed this one!,0.3265
2084,What if EPS 2.20 in stead of 2.02 consensus...?+ 8% tomorrow ?,0.1004
2085,going under .... China doesn't need it,0.2083
2086,"With end of quarter results on the way, CEOs in their recent press releases are now starting to change their tune. Instead of referring to covid 19 as a “pandemic”, they are referring to it as a “situation”. The public, with the exception of the liberal crowd, now realizes that the whole thing is a scam. They could have realized this from the onset if they had read the NEJM publications where the proof cited wasn’t any proof at all. Or if they would have questioned why Koch’s postulates were never entertained much less used. But so be it. Better late than never. Not everyone understands central banking/elitist scams.",-0.4246
2087,A company that benefits a great deal from Americans should put us first. Shameful.,0.6929
2088,looks like the cult45 has a problem with 3m,-0.0196
2089,"Atta boy Donny, keep tweeting!",0.45
2090,"Man’s skin peels off from vaccine reaction. And he can’t sue JNJ. Go look at the pictures. Terrible. Absolutely terrible. “ Richard Terrell got the one-dose Johnson & Johnson vaccine earlier this month. He suffered a severe rash that spread over his entire body and turned his skin red.”“It all just happened so fast. My skin peeled off,” Terrell said as he looked down. “It’s still coming off on my hands now.”On March 6, Terrell received the Johnson & Johnson vaccine in Ashland. He shares that everything went perfectly fine, however four days later he started experiencing symptoms.“I began to feel a little discomfort in my armpit and then a few days later I began to get an itchy rash, and then after that I began to swell and my skin turned red,” Terrell explained.",0.4224
2091,finally clowe to looking cheap. maybe 140,0.5039
2092,Well the full transcript has now been made public. The gentleman reveals how Roberts is a pedo who pimps his unlawfully adopted kids and Pence is a bisexual who’s done underage boys. It is any wonder these two look and act like such weirdos. Neither is happy.,0.9046
2093,Every quarter 3 M goes huge,0.3267
2094,Got my first stack of shares today at $199.95. With a starting yield of $5.76 / 2.88% per year I see dividend growth value. Will be buying more. Great company.,0.9337
2095,"Non farm payrolls was not as good as they say. First, the labor participation rate is bad. And second, the persons being hired are not new hires; they are just people moral enough to go back to work rather than take the big gubbermint handouts.",0.3117
2096,"Imagine if 3M had done the right thing from the start, some American Healthcare workers would be alive today. Expect to see their families sue this unpatriotic company. The CEO should be dragged by his hair down Pennsylvania Blvd with the American people throwing imported from China fake N95 masks at him.",0.6865
2097,"This is insane drop for a great company! They’re exposed to covid but who doesn’t? Even big techs are impacted like msft, aapl but MMM is really diverse is see minimal impact of 10% and will just go up as soon as economy is back to normal. keep adding at this level a lot! Good financial background and fix dividend is great at this turbulence",0.9684
2098,"Down 24% on the year. Guessing if the CEO can take credit for the rise, he has to take his lumps for the dramatic fall. Guessing the stock worth wasn’t real in the first place or it wouldn’t have dropped so much based on the results delivered.",0.2374
2099,will double bottom at 195,0.0041
2100,Aren't we about due for a 2:1 split?,0.0721
2101,Watch his hands. They fake the President’s location. Everything they do is fake:https://m.youtube.com/watch?v=g0139UytcR8,-0.3085
2102,MMM the next LK.,-0.0239
2103,"https://www.scmp.com/news/china/society/article/3048379/china-goes-global-search-protective-suits-masks-and-goggles100,000 pieces of protective medical gear needed daily, China is looking worldwide for protective gear.",0.9081
2104,3M is a great co.,0.6491
2105,SELL SELL SELL SELL SELL SELL SELL SELL SELL SELL!!!!!!!!! THIS IS THE BEST IT CAN DO 3m won't see 200 this year.,0.9738
2106,https://twitter.com/realDonaldTrump/status/1245876816922972162,0.0
2107,I told you folks its going down https://www.msn.com/en-us/money/realestate/bankruptcy-filing-forestalls-foreclosure-on-former-3m-campus-in-austin/ar-BBYIz8N,-0.1418
2108,This thing will continue to underperform in 2020. I have no idea why anyone would continue to buy it. After earnings it will be worse....,-0.435
2109,Here we go again with this toxic company. They're baiting the hook with the wrong bait. 3M is a joke. Every stock is green except this garbage.,-0.7944
2110,The futures are down and so is this company's future.,-0.1469
2111,Not to mention the price gauging that I also warned it wouldn't end well. https://www.businessinsider.com/mark-cuban-says-3m-distributors-price-gouge-n95-face-masks-2020-3?r=US&IR=T,-0.2219
2112,I wonder what kind of reception 3M will receive when they try and settle the numerous Lawsuits they have with a number of states concern the pollution of ground water,0.095
2113,Well...wow.,0.0
2114,Stocks a little pricey for me,0.0102
2115,Overvalued stockOverpriced stockGold>$2020In 2020,-0.25
2116,Why the drop after hours?!!!!!,-0.5269
2117,3m has become a “has been” of the US Industrials. Going nowhere...it is time to move on.,-0.0144
2118,overvalued big,-0.1394
2119,Junk MMM valuation too high,-0.1102
2120,Join (http://Thetraderguide.com) and you’ll discover why I don’t look anywhere else for my winning trades. These guys know what they are doing. Join them now.,0.8668
2121,"Now that I'm in, please don't tell me this is the next GE.",0.2813
2122,"Omg, is this thing a complete bum stock? Down again. Glad I don't own but good grief this is stupid. smh",-0.9534
2123,3M....great company and Gladiator!,0.1527
2124,"You can’t blame 3M leadership for the external factors that are impacting the stock price but When the stock is falling greater than the Dow, you have to believe that there is little confidence of the investors that this company is poised in the long haul for top line sales revenue growth.",0.9826
2125,"SELL ALL US Stocks in this TULIP MANIA BUBBLE! US Stock Market is a “GET QUICK RICH” Scheme!Nasdaq Composite Current average P/E=80Nasdaq Composite Current average P/E=20What is the reason for these ABSURD COMPANY Valuations in the US Stock Market?The US Stocks are in the MEGA BUBBLE, in a TULIP MANIA BUBBLE!Nasdaq Composite, the Ponzi Scheme index, is up 200% since 2016? Why? What is the reason for this insane OVERVALUATION?The Economy is COLLAPSING, the Situation today is way worse than 2016, Corporate Revenues are tanking, Corporate and National Debt levels are at Record highs, Trade war, Coronavirus Pandemic and Politics have damaged the Economy significantly. US inflation is at a record high today and the unemployment rate is skyrocketing. Masonic organizations have created this Corona Hoax to PUMP the US Stock BUBBLE, to poison the population with harmful vaccines!!!Furthermore, the World countries are refusing to use the US Dollar as an international reserve currency due to unlimited, ruthless, and uncontrolled money printing! Despite so much terrible news US Stocks and subsequently, the Market Values of Garbage companies are hitting new records every single day!$AMD $NVDA $AMZN $AAPL $SQ $SHOP $SNAP $TWLO $CRM $ROKU $ADBE $DB $BAC $JPM $MS $GS $TWTR $TSLA $IBM $INTC $MSFT $GOOG $LMT $BA $TXN $NXPI $LRCX $NKE $DIS $EBAY $X $MA $V $S $T $F $GM $NFLX $CSCO $CAT $MMM $SBUX $TGT $WMT $ATVI $EA $TTWO $MCD $AVGO $JNJ $BIDU $BZUN $BABA $MU $AMAT $QCOM $WFC $BBBY $PFE $GE $WDC $BLK $KO $UA $ABBV $GILD $BB $ORCL $RH $KEM $IQ $GRPN $PYPL $MA $MOMO $JD $WBA $CVS $FB $W $BBY $SKX $FL $EFX $ETSY $W $UNH $SAP $GPRO $KHC $DPZ $PEP $LYFT $UBER $BYND $ZM $OLED $XOM $CVX $DAL $UAL $AAL $LUV $SAVE $AXP $SPCE $NCLH $CCL $NKLA $NIO $XPEVhttps://www.cnbc.com/2020/09/18/barclays-says-market-valuations-at-dotcom-bubble-levels-downgrades-large-tech-stocks.html",-0.985
2126,beware of Awesome stocks promo. SPAM,0.0787
2127,"This company has been on a downward trend for sometime. The only news seems to be bad news. Constant job cuts, restructuring due to poor performance. They just can’t seem to get it right which leads to their leadership. Bad direction and foresight of their businesses as well as placing individuals at high level, decision making positions that have no idea what they are doing. I don’t know how the board can continue to support this type of management? It just doesn’t seem to be positive for this long time, rock solid company of the past.",0.9318
2128,Having a deal with Gov 3M is willing to accept low margin with longer reimbursement.,0.3135
2129,3M is up 4.91% to 184.59,0.1818
2130,"Yep, down again.",0.0914
2131,Down only 2%. I guess most investors like them selling to the highest bidder. The hell with the country.,0.426
2132,Expecting a positive surprise in earnings tomorrow!,0.7325
2133,looks like the worst is over . but what do I know. at least they didn't cut the dividend,0.1
2134,MMM CEO IS A WEAK DOG...He leaves Trump because it did not align with 3 MMM..... WAs he not strong enough to help create change..? He could have shown Trump what would be better & how to improve.... BUT NO... THE CEO QUIT.....WEAK DOG.....,0.7596
2135,so 3M it's kind of biting the busts here in St Paul Sanctuary City welfare state Minnesota doesn't get any better than that but they got a lot of people to choose from with 122 languages Mega diversity here pure sucker taxpayers here in,-0.6753
2136,"wait, what??? wasnt there a downgrade a few weeks back? love this company, products, div and potential!",0.7934
2137,5 year chart looks like $140 on the way!,0.5295
2138,"MSA Safety Incorporated (MSA) 72.35-4.96 (-6.42%) is tanking !they have a lot on common with MMMjoins FLuoR who is Tanking 39.16-4.70 (-10.72%)And EATON and TITAN who tanked yesterday MSA Safety Incorporated develops, manufactures, and supplies safety products that protect people and facility infrastructures in the oil, gas, petrochemical, fire service, construction, utilities, and mining industries worldwide. The company operates through Americas and International segments. Its core product offerings include permanently installed fixed gas and flame detection instruments, such as multi-point permanently installed gas detection systems, flame detectors and open-path infrared gas detectors, a laser-based gas detection technology, replacement components, and related services to detect the presence or absence of various gases in the air. The core product offerings also consist of breathing apparatus products, such as self-contained breathing apparatus, face masks, and respirators; hand-held portable gas detection instruments; industrial head protection products; fire and rescue helmets; and fall protection equipment comprising confined space equipment, harnesses, fall arrest equipment, lanyards, and lifelines. The company also offers respirators, eye and face protection products, thermal imaging cameras, ballistic helmets, and gas masks. It serves distributors, and industrial or military end-users through indirect and direct sales channels. MSA Safety Incorporated was founded in 1914 and is based in Cranberry Township, Pennsylvania.",0.9306
2139,"dont get it, why MMM junk rallied last week?",-0.1998
2140,Option sellers are happy this morning :),0.8046
2141,Going to buy a little more,0.1287
2142,"Boot management, take away fat cat bonuses....they don't deserve it!",0.206
2143,overvalued pig,-0.4705
2144,Dividend history of 61 years? Yeah and look at the TOTAL RETURN. Hack dividend investor.,0.4875
2145,MMM is down -4.92% to 205.26,-0.2462
2146,There's no such thing as easy money,0.3147
2147,3M is down 5.56% to 145.11,-0.2462
2148,Had a very poor Q1. Stock still dropping. I will wait for earnings to stabilize before buying. Or sell put spreads 10 points lower than here.,0.1899
2149,Industrial is the backbone of this company and it continues to slip. Concerning for sure.,-0.2918
2150,"Well, 3M has sunk the entire market today!!!",0.5182
