,Recent headlines and conversations for CSCO,Polarity
2359,wreekie loves sausage,0.5719
2360,"The House Stimulus Package Is Here — Here’s When To Expect Your ChecksThe income and payment amounts are doubled for joint filers, and Americans will receive an additional $1,400 for children and adult dependents. That means that a family of four with less than $150,000 in income in either 2019 or 2020 would receive a $5,600 payment.When You’ll Get Your StimulusExpect to see checks hitting your bank account by mid-to-late March or early April.----------------------------------------------Hope it includes all the 'new democrats' coming in....maybe they should also go to the 'front of the line' in regards to 'free college'....don't want to be accused of 'White Privilege'.....so white's go to 'the back of the bus'.....White Lives Don't matter....you SnowRooms agree...???except me and my $1,400 check",0.8185
2361,I think it would have helped if the last guy had created like maybe 10 jobs.But he did not. He doubled UE and crowed about how great he was.,0.9111
2362,Why would you short the markets with $4 Trillion dollars about to hit the economy?,-0.4757
2363,"FOURTH VICTIM Comes Forward With Sexual Allegations Against NY Gov. Cuomo ""Democrat party of evil continues to protect rapists, pedophiles, Chinese spies — America, wake up.If he were a Republican, he’d be hanging from a garage noose.""",-0.8374
2364,Most violent crime in Jax can be traced back to within a couples miles of mlk parkwaycompare your neck of the 'hoods,-0.8829
2365,"Harvard Business School Club of New York Cancels Event about Cancel CultureThe Harvard Business School Club of New York (HBSCNY) has canceled an event about cancel culture. The lecture was canceled after someone complained about the topic, according to one of the event speakers, James Lindsay.-------------------------------------------and nation of weakness....",0.2528
2366,E Jean Carroll getting her day in courtwompwomp,0.0051
2367,"I heard on the Bus today an announcement in SPANISH (English) to report anyHuman trafficking, and to call 1-800-JOE-BUYDEMSor 1-800-Luv-Pedo's",-0.1899
2368,If there was ever a year for flood insurance this is it,0.0385
2369,"Anger, defeat, disappointment and humiliation in MAGA-town.",-0.9295
2370,Viewer discretion advised. The HARPO interview is dark.,-0.4209
2371,"Joe cares more about serving illegals than giving his base the $2,000 he promised.",0.9328
2372,I don't do mutes either. Chuckle!!!,0.5238
2373,Most dems/libs are reporting to dey parole officers todayIt's just the way they are,0.2811
2374,I saw the WebEx commercial on Fox Business TV this morning. Good job CSCO!,0.6335
2375,Marjorie Taylor Greene is the face of the GQP.,-0.3354
2376,"Yikes, Joe is printing trillions out of thin air. Gas prices are through the roof! Why does Joe hate America so much!",0.8166
2377,If you have the moral high ground you shouldn't have to silence the other side. Sounds like fascism.,0.6615
2378,"NASDAQ 14K. Way to go, Joe!",0.6155
2379,Joe says on day one he will put his 48 years of experience to work Snicker,0.7204
2380,World leaders all laugh at Joe behind his back.,0.8179
2381,"Jobless claims through the roof! Where are all the jobs that Joe promised? I want to make $1,000,000 per year assembling solar panels. lols.",0.8044
2382,mares are you sure the nasdaq is going green ??????,0.5657
2383,Steelhead makes a solid point. Let’s discuss CSCO. The 5g revolution has just begun.,0.3979
2384,"if they put a cap at 50,000 for the checks i demand that all welfare trash be excluded from payments they haven't missed one welfare check maga",-0.6761
2385,"True, Merrick Garland is a fair and dedicated public servant. He holds no grudges.",0.7455
2386,Mares you can sit on yo polls!!! UH HUH,-0.4464
2387,GOFUNDME page for Jen Psaki's MAKEOVER !please donate !,0.5985
2388,Anyone know what a Cow Chip is?,0.2821
2389,The market share and baked you fellaslolstay long,0.5975
2390,MARES REVOKED!!!,-0.4359
2391,The Byedung stock market is crashing. What a surprise.,0.4304
2392,DVR Alert: Rose Garden Address today,0.3942
2393,I guess Harry doesn't have a dime in the markets.Probably sold at the Bush low when Obama was elected.,-0.3055
2394,Sorry folks I have to go. Three dots on the right!!! You know the drill. IT WORKS!!!,0.4176
2395,Barnyard went away too!!!,0.2394
2396,Goofy Leader not being the sharpest tool in the shed. He got shellacked and pretended he didntGoofy IMO Buy $csco!,0.6571
2397,Bidet lured kids here just like the predator in a van,0.3672
2398,Still short the Nasdaq - been quite a ride!,-0.2346
2399,I have your closing remark right here Mares. Guess what I am pointing at!,-0.2159
2400,Looks like Marioz met Pac Man. Wocca Wocca Wocca.........,0.3974
2401,vix @ 30 ... .... now which way is it going today?,0.0722
2402,Didn't you get in trouble for throwing something through the bars at the zoo? Mares? Now tell the truth!,-0.2663
2403,"Rush, Michael J Fox is here to see you.",-0.1169
2404,csco is a popular stockJoe's approval rating 62% and also is popular,0.8492
2405,Guess who just invested in Oil stocks...War_on Buf_itt Chevron $4+ billion....Since his train companies move the oil from Canada to our Gulf Coast stations....he kinda understands that oil is going to be around for a long time...he also understands that shutting down oil pipelines will make him even more money......since the US needs 19+ million barrels A DAY...But Bye_den will spend Trillions of your SnowRoom $$$ on going 'green'....when will the Dems start building AOC's 'green trains'???,0.5436
2406,Obama sank us in over 10 TRILLION of debt. Doubled it. More debt than all Presidents before him COMBINED.The Democrat liberal way.,-0.7035
2407,square keeps going up we want hurt dorsey,-0.346
2408,When all else fails cry racism It’s all they have and 90% of the country doesn’t care anymore Roflmao,-0.291
2409,So how many jobs has Joe created so far?,0.7274
2410,"Barely 1 Month After Jo Bye-hen Nixes Key_st0ne plpe lyne, Train Carrying 0il Explodes in TX-----------------------------more to come... you still need the 0il until U go green....and they don't freeze up that is...",0.0133
2411,Why the big after-hours pop in CSCO. Anybody?,0.0475
2412,Joe: I learned a lot I just don’t know what I learned.,0.6693
2413,it is over democracy is dead,-0.6888
2414,Joe's tax hikes won't matter when we are all broke with no taxable income.,-0.696
2415,Byedung doesn't have a plan for anything. He is just a puppet that takes orders from powerful lobbyists.,0.5535
2416,Mares what office is smartmatic running for ??,0.5218
2417,Tweeekie and his/her unca daddie iz related!!! UH HUH!,-0.6919
2418,"Apparently, our CIC actually thinks he inherited his border crisis from his predecessor.- Thy Willby Dunn",-0.3996
2419,"""Progressive Slavery."" The Democratic Party's voter base is the welfare class, which is a class created by the Democratic Party.- Thy Willby Dunn",0.5292
2420,January To DateShot & Killed: 44Shot & Wounded: 158Total Shot: 202Total Homicides: 45these were intentional killingsunlikethe 5 who died at the capitol,-0.8634
2421,"I get richer, you youngsters get the bill and massive inflation and taxes.",0.5015
2422,The southern border is a complete mess again. Joe accomplished that feat in less than 2 months.,0.5681
2423,We know all about Funny Business Incorporated Mares. Everybody knows they are now owned by the DNC.,0.6445
2424,"With all the inflation Byedung will create, $15 an hour will be equivalent to $6.25 an hour. Lols, Demtards be getting a pay cut in real terms.",-0.3283
2425,". ""Yeah, Obama had a dog. You're right. Both parties should come together to finally create a safe and lawful system of immigration."" February 11 (El Paso)This is not edited. He really said these sentences back-to-back",0.8414
2426,YeeeeHaaaawwwww! Up 700 points! Go Joe!...Go Joe!.....Go Joe!......,0.44
2427,Just thought of you Reeeekie when I walked through the livestock feed yard and had to scrape you off my boots!,0.2485
2428,Joe's market is a train wreck!,-0.409
2429,Joe increased the national debt by $1.9T. And it's only been one month into his term. He is breaking all sorts of records in terms of how fast he is ruining America.,0.6162
2430,"O & Joe led the slowest economic recovery since WWII.Every economist agrees, and says this time will be just as slow or slower.",0.2721
2431,HOP SING GO CHOP WOOD NOW!!!,0.5336
2432,I muted Cassius.Thanks,0.4857
2433,dow is red mares ?????,-0.4471
2434,Does Joe understand that tech stocks are supposed toGo up ??Thanks,0.8468
2435,"German Study: Laboratory Accident Most Likely Cause Of Coronavirus PandemicA research group at the Wuhan City Virological Institute has been genetically manipulating coronaviruses for many years with the goal of making them more contagious, dangerous and deadly to humans. This has been documented in the scientific literature by numerous publications.",-0.6876
2436,"Everyone ignore Mars, there is no reasoning with low life low class skum like him",-0.2797
2437,Cranking the money machine makes nobody rich. HERE comes INFLATION!!! Gas already going up. Hide and watch idjuts.,0.5915
2438,CY1 minute agoDopey joe will helpcoyotes scoop up girls in transitdoes joe get first pick ???,0.8819
2439,"Dave, Stan, Winr, Mars. The Demtard can't think of fake yahoo IDs with more than 4 letters at a time. Hooked on phonics worked for him.",-0.1924
2440,"it called 'RINO"" Do you know what it means?How about 8 x 6 = ? How long for you to figure?",0.7633
2441,Hot Pockets - that picture is from Jan 20and not in orlandolol my goodness,0.5926
2442,Democrats claim that they want democracy but have been proven time and again to commit election fraud.,-0.3979
2443,"The Democratic party champions taking ever-increasing tax money from the pockets of those who work to give to those who won’t work, even if they have the opportunity to do so.- Thy Willby Dunn",0.8795
2444,"it only took joe 50 days to destroy a great market and the strongest economy in history but look at the bright side, a meth heads family got 27 million",0.8226
2445,"CSCO just gets more and more painful!! Been hoping that CSCO breaks $45 AND hold but it just can't take those ""nose bleed"" levels. Now we wait for earnings and hope it's NOT as bad as it has been these past few quarters!!!",0.7279
2446,"How long would any city tolerate whites killing 100s/yr ,EVERY YEARand let it slide?kim foxx let 25000 felons get off",-0.3949
2447,How does Joe crash the market with 1.9T stimulus?,0.1805
2448,All problems in 2020 were created by dems.,-0.2214
2449,I bet that old retired fella in florida blames windmills,0.114
2450,"CSCO is up 11% in the lasts seven trading days, and nearly +30% in 4.5 months.. still rocking a 3% div yield, still below it's 5 yr. blended P/E avg. (FV). AA- credit rating, only 18% LT debt/cap. Paid and increased divs for 10 years straight.. it's a keeper.",0.6943
2451,America is built on immigration of childrenIt has always been what America is about.,0.126
2452,"'Look upstream': Merrick Garland agrees to go after 'funders, organizers, ringleaders' of Jan. 6 attack",-0.3502
2453,Snow in winter generally means it snowed in winter.,-0.0455
2454,Mares be busy for a bit. Big nurse just brought in the BIG E KIT!!! This might take a while.,0.7498
2455,President Harris has a nice ring. Sounds historic.,0.3558
2456,"Carbon dioxide absorbs heat that would otherwise be lost to space. Some of this energy is re-emitted back to Earth, causing additional heating of the planet. What are the major sources of carbon dioxide? Most man-made carbon emissions come from burning fossil fuels for energy.",0.7127
2457,The GQP Civil War is heating up Nicely. Should take a few years to decide a winner.,0.687
2458,"Have you ever noticed thatif you loan something to a R, they at least bring it backbutif you loan something to a demyou have to go get or you'll never get it backLOL",0.4348
2459,Why can’t we divide the country Republicans / dems It will solve all problems?,0.2067
2460,Demtird response to the Minimum Wage hike.,-0.1453
2461,Is there an activist shareholder there that can be put on the board? These guys aren't getting it done.,0.4554
2462,The money is starting to flow. “Stimmy” and “Direct Deposit” is trending on Twitter. Cash register bells are ringing coast to coast.,0.5804
2463,uncle Greg Abbott from chapter 45 of the order of MAGA is hereby begging big Gubament to help him with the electric grid ... they can't do it on there own,0.7544
2464,"New Value Line. For a change of pace, thought I would sprinkle some CSCO news at the CSCO board. https://research.valueline.com/api/report?documentID=2185-VL_20210312_VLIS_CSCO_692_01-422DJ5FBP7010HNULES42BOK85&symbol=CSCO",0.6896
2465,"Multiple Republicans are considering supporting impeachment, sou",0.4115
2466,Obama doubled the markets and ended th GREAT BUSH RECESSIONAmerica loves him for that,0.8526
2467,"Matt Meyer president of the Berkeley Federation of teachers has been repeatedly saying that it's unsafe for *your kid* to be back at school, caught on video dropping his children off at private school. Remember folks, rules are just for the ""little people"".",0.0836
2468,"Mars, after he got a margin call. lolz",0.6321
2469,The President reject.,-0.4279
2470,Twitter Allows 'Rot in HeII' and 'Good Riddance' to Trend with Rush Limbaugh,0.6372
2471,Learning what is the question.LOL!Stay long the Nasdaq,0.478
2472,Nasdaq futures down again,-0.213
2473,"Let's play 'Biden said""You can make up anything.Go!",0.5652
2474,Joe still has not created even one job.,0.7829
2475,The “Big Lie”. LOL.,0.5381
2476,The peaceful protestors should set up an autonomous zone around the capital. Call it Chaz.,0.3699
2477,Good Ghetta going to be hard to find dey keeps burning dem down!!!,0.3189
2478,Dey all worships dey tar idol!!! UH HUH!,-0.523
2479,What are you folks going to build back better?all the stuff your side DESTROYED?,-0.4082
2480,Dr Oz - he is another one.,0.6007
2481,Already lost a year’s worth of dividends lmao,0.586
2482,"8 IDs, William? Yep, you sure are winning. LMAO",0.9193
2483,Can Joe and the Democrats restore Americas economy once again? They have big hurdles. There’s Covid and the Obstructionist GQP. Time will tell,0.7473
2484,Now Joe can get on with his $1.9 Trillion dollar stimulus and the Huge Infrastructure Bill,0.7678
2485,NOT MY HOLIDAY!!!,0.6005
2486,"csco along with ibm, HP etc are old legacy tech, dump dump and buy nvda, qcom, tsla etc..",-0.5678
2487,Demtirds really spreading the fertilizer with their Non COVID Relief Bill. Impeach the entire Party!,0.8151
2488,So many covid deaths in Bidungs America.,-0.067
2489,"Joe: Hi Nanc, watcha got planned for me today?(((CLICK)))",0.5951
2490,The NG should go door to door in a 25 mi radius of the inauguration searching for felons with firearmsC'mon bidetyou know it's the right thing to do,-0.3788
2491,Cisco Systems is down 5.05% to 46.05,-0.2462
2492,Bidet said cuomo was the gold standard for his pandemic responsepsaki on This Week almost busted her face trying not to LOL,0.4271
2493,Look at the DOW go! Thanks Joe!,0.7861
2494,10 yr to the moon!,0.1749
2495,Puerto Rico laughs at Texas.,0.4894
2496,Mario is excited he has a double date tonight,0.6114
2497,Texas hospitals are running out of water amid power outages. Some are evacuating patients for safety.I'm guessing their windmills froze and its Obama's fault,0.3225
2498,"Joe will create 1 million jobs, but first he must destroy 4 million jobs.",-0.1891
2499,Mars is the man!Listen to him.Cheers!,-0.1687
2500,dow greener than kev's envy of Joe's great job,0.5031
2501,"There is an illness in the land, worse than Covid-19. Obscene wealth, it infects everything, and this won't end well. I guarantee it.",-0.8096
2502,Great episode of Gunsmoke on right now.,0.661
2503,Kenosha Officials after reading the scientific study finding no evidence that BLM... has recommended no charges be filed regarding Jake Blake.FOLLOW THE SCIENCE,0.0664
2504,"Will the implant create an official cause of death as, A) aneurysm B) Stroke/Heart Attack",-0.7184
2505,$5600 for a family of four with an AGI of less than $110K!,0.27
2506,"Everyone knows Obama created a perpetual rising debt with the unACA. From that point on, America was doomed.",-0.2848
2507,Ever consider haunting another site Reeeekie? Jess wondering!!! Not hanging in to well here!,-0.4096
2508,Manhattan DA hired top Forensic Accounting Firm to review Ex President Trumps Tax Returns.,0.7013
2509,How would you rate Kumsalot Hairyas’s VP performance so far?,0.5071
2510,"shuffleboard, iced tea - lots of praise and genuflection hamburders and diet cokeas good as it gets!",0.8151
2511,Stock futures are tanking. I guess the wealthy don't like tax hikes. Shocker.,-0.2497
2512,For the love of God please don't forget FiServ (FISV) its way undervalued and has its earning report February 9th. $AMC $CSCO $NIO $ORCL,0.8774
2513,Ordering people to lie happened under the last admin.It is one of the reasons for the shellacking,-0.1885
2514,"Ron desantis tells Joe I will not call you president and you can GFYLmaoJoe in an illegitimate president, no one will take him serious",0.4838
2515,Schumer keeps clamoring for 50k student loan forgiveness. Coincidentally his kids each owe 50k in students loans.,0.2885
2516,nasdaq closes in the red as predicted this morning joe is a failure loved by get oh trash that refuse to work,0.1649
2517,Lot's of pretending going on with HotPockets,0.1681
2518,"So, where are we on reparations?you know, payment to people who never were slaves from people who never owned slaves?It seems africa owes them for selling them",0.6587
2519,Stock market is averse to higher taxes? No way!,0.1025
2520,"Anonymous40 minutes agoDespite all of the violence from Anteefa and BLM...""white supremacy"" is a national threat?they will never be as smart as we are deys hate that FACT",-0.3726
2521,Common sense is a gift the Demtirds were never blessed with.,0.7978
2522,"President Joe bombs Syria border crossing and 'kills 22' Iran-backed militia fighters in retaliation to rocket attacks that injured American troops and killed a contractor in IraqFinally a real man as president - no make up, no hair spray no man girdles",-0.9174
2523,"Libnuts can serve it, but they can't eat it.",0.0082
2524,Raising dividend.,0.1352
2525,"Hey Joe, when stock prices drop, companies will cut it's workforce. But you know that don't you?",0.5917
2526,Life jess keeps on gettin harduh and harduh!!!,0.4847
2527,Folks are dumping tweeter and FBgood job,-0.2861
2528,THE GREAT BUSINESSMAN LEFT THE COUNTRY WITH EIGHT TRILLION MORE DEBT -- MAKE AMERICA GREAT AGAIN,0.8528
2529,"Interesting article about Lithium batteries in WSJTalked about future 'green energy' batteries to replace fossil fuels....problem is cost, storage capacity....article in last Sunday's paper.The article stated that they currently require 2.5 million lithium-ion cells to run Disney for seven hours...Batteries require 'rare-earth' materials...China currently controls most of that market.",0.8487
2530,Prince William future king says he will allow Meghan back into the palace to clean the bathrooms Snicker,0.6359
2531,dementia joe trip 3 times going UP the stairs roflmao the can't hide the dementia patient much longer,0.8949
2532,Market rally is fading just like Joe's mental health.,0.094
2533,eddie love to talk to himself 18 hours a day,0.7948
2534,why does the fed always have to bail out the demtard presidents ????? maybe they should focus on helping the american people instead of stealing our tax money ????,-0.4745
2535,William knows he can post here all night and nobody will mess with him until early in the morning. And then....,-0.2318
2536,"Lol, demtards resort to stealing user IDs. That's a sign of capitulation.",-0.1353
2537,buy the dip...after all the calls expire,0.1228
2538,"400,000 deaths of citizens couldn't get him off the golf course but Rush's did. The manboy gets to play 36 holes tomorrow as a reward.",0.8689
2539,actually joe and the illegal half home boi had to be bailed out by the fed for 8 years these are FACTS how embarrassing,0.0068
2540,Jess another ....,0.0537
2541,""" the claim that wind and solar power caused the collapse of the Texas power grid, and that radical environmentalists are somehow responsible for the fact that millions of people are freezing in the dark, even though conservative Republicans have run the state for a generation.This isn’t normal political malfeasance. It’s the energy-policy equivalent of claiming that the Jan. 6 insurrection was a false-flag Antifa operation — raw denial of reality, not just to escape accountability, but to demonize one’s opponents. And it’s another indicator of the moral and intellectual collapse of American conservatism."" Krugman",0.6674
2542,quiet in here this morning deys all busy stocking walmart shelves,0.5912
2543,Pentagon (Mike Flynn's Brother) was concerned about the optics of a National Guard interfering with the mob going in the Capital to hang Mike Pencegive me a break,-0.3515
2544,I think somebody thinks that Clarence Mud Puppy is Willum. Hmmmmm!,0.6025
2545,If 25 more woman come forward he matches King Donut Donn,0.6254
2546,AT Q-CRACK TODAY SPEAKING FROM FEDERAL PRISON,-0.5635
2547,"Looks like I've done enough to shake up the Demtard hive, boy are they Soy Ragin'",0.6063
2548,My wife just showed me a video of Mario cart shooting bananas at Joe Now we know why he slipped on the stairs Lmao,0.8575
2549,Capitol riot investigators shifting focus to militia group with ties to Trump associates: ex-FBI officialSpeaking of the truth.,-0.01
2550,Why the big jump today? AppDynamics news? Over a point is a huge move for this stock.,0.7534
2551,Chuck Schumer will restore the Filibuster to its original form. Rules will revert to the Founding Fathers intent.,0.1783
2552,If you did the right thing in life and make a good living you get no stimmy check If you chose to be a broke bum that refuses to work you get 1400Seems fair,-0.3222
2553,Stock futures are down. Smart money is exiting Byedungs stock market.,0.494
2554,Covid Relief Package is a Fing Joke!!! But I am not laughing!!!,0.8924
2555,futures knew the king of sedition only has 55% support core baseeven Karl Rove says he is washed up,0.374
2556,$2 million? What about the trillions we have spent on illegals?,0.2988
2557,"REMINDER: Obama Hates America.Of course, you've always known that.",-0.5928
2558,You could tell something was wrong when experian has a gimmick for your credit score,0.043
2559,"Hahaha, Cuomo is circling the drain!",0.5902
2560,people with intellectual and developmental disabilities get the vaccine earlylot of Qpublicvnts will jump to the front of the line,0.8797
2561,"“Nance, I’ll answer question now if you want me to” has World Leaders laughing their as off!",0.5849
2562,Covid deaths +500k but other causes of deaths -500k. Follow the science.,0.4728
2563,Putin is now openly laughing at America on the world stage because we elected a Dementia patient that can't form a complete sentence. Think about that.,0.5295
2564,"Harris is CCP's favorite and about to visit Beijing later this month.As a senator, though.",0.5703
2565,Leftists continue to make jokes about the pain and suffering of others.That's just not right. Very despicable behavior.- Thy Willby Dunn,-0.5518
2566,"Joe: Here’s the deal folks, I’m gonna raise taxes and remove Trump’s tax cuts. I’m here to help.",0.7056
2567,how are fossils fuels rising so fast with all the EV demand ????,0.469
2568,Mares reminder for ya. You don't post here anymore!,0.0953
2569,"Obama's willingness to accommodate America’s traditional enemies and at times, disregard old friends, has been a nagging and persistent pattern from when he was first elected through the end of his administration.",-0.6378
2570,Why does one of the squad members look like a bald alien??Lol,0.5317
2571,The Greatest of All Time!,0.6596
2572,"nice dip - buying more.reading posts about how this stock does nothing - and the comparisons...seems many don't get the difference in speculative plays vs. ""safer' dividend-paying things that have been around a bit.",0.8372
2573,Joe has said some extremely racists remarks in his 50 years in office. Why do you demtards tolerate Joe's racism?,-0.4491
2574,"“strong mid-single-digit growth” in enterprise spending, Chatterjee wrote - and we're supposed to get excited about that? Head fake alert",-0.0862
2575,Report: LYING AOC Was Not Inside Capitol Building During Breach; AOC Responds: Report ‘Manipulative’LOL,-0.3959
2576,"Mars is having a stroke, all he says is derp derp derp, like his president. lolz",0.7651
2577,Hey SnowRooms.....Oil prices & stocks up again today....when is ByeHen going to start on the Trillion $$ green plan...???Just dumped my PSX...buy @ 51 on 10/02 sold 87....70% profit in 4 months....it's in the IRA....no tax...I love this country...,0.8344
2578,Many people say we’ll see a Tsunami of Consumer Spending. We could see 7% GDP! Happy days are here again!,0.233
2579,S&P up a all-time recored 17.5% since Jan 6Can't argue with that kind of success!,0.8841
2580,not me I think apple a RIP off,0.6927
2581,CSCO still green. looking goodplease dont point out the tyranny of the insurrectionists... Q darlings are sensitive to their sedition,0.3374
2582,Unemployment is higher than Hunter,-0.2438
2583,I read that w/o abortion there would be 30M MORE neroes in this countrydoes anyone think THAT would be a good thing?,0.7155
2584,Our new POTUS has created quite a mess. The surge to our wide open southern border is quickly escalating.- Thy Willby Dunn,0.1324
2585,"There is a Cancer growing in our Country, and you know it as Leftist Liberaltirdism. On Saturday morning’s Velshi, MSNBC host Ali Velshi collaborated with author and co-chair of leftist group Color of Change Heather McGhee for a hateful segment where the two leftists declared that all who oppose their policy preferences are racist.",-0.406
2586,"Tell Mares to ""Haul Axe"" and she would have to make five trips!!!",0.7342
2587,Guys they’re deleting post again Let’s help them Maga,0.4411
2588,BLM is the Khlann with a tan,0.0321
2589,"Be back later, time to clean up the AAPL board.",0.691
2590,"Republiqin Governors and Mayors are lining up for Federal Handouts. Joe tells them, “talk to your Senator”. LOL",0.8349
2591,"Grampa Earpiece bear 'The Greatest Ever"" easilyThink about that.",0.5046
2592,The funniest part isthe same people who wanted religion out of schools take a Bible to people on death rowLOL,0.1862
2593,Aren't you Dims glad your party cares more about foreigners than it does you. Pretty Sad!!!,0.6398
2594,Look out Willum be put de FBI on yas!!! UH HUH!!!,-0.622
2595,Solar panels work best covered under 3 feet of snow.,0.7507
2596,tech dropping faster than home bois can drop a job application,0.3197
2597,Hey Mares I left some floaters for ya in the bowl if your hungry? If not I will flush!!!,0.6834
2598,Cisco Gets Conditional Approval From China for Acacia Dealhttps://finance.yahoo.com/news/cisco-gets-conditional-approval-china-074029055.html,0.6665
2599,What time is the communist party sworn in today?,0.4587
2600,Report away STY!!! See what happens.,0.3711
2601,The office of President Elect was purely ceremonial. The difference is The Office of the Ex President has a real President in it.,0.3517
2602,Get ready mars...,0.3702
2603,The Tax Returns will do all the Talking.,0.0135
2604,Another 90 days of anticipation coming up.,0.3653
2605,The elderlies of mar a lago and stuff,0.2166
2606,nasdaq futures already starting to fizzle joe is a complete failure loved by failures that blame statues,-0.0779
2607,Minneapolis push to defund police backfires after residents complain of slow response times and an increase in crime. Nobody could have predicted that.- Thy Willby Dunn,-0.6991
2608,"China’s trade surplus last month was $78 billion, which took its overall surplus for 2020 to a record $535 billion, up 27% over the year before.",0.3328
2609,The Don of The Shuffleboard Set!,0.1934
2610,"CeeNenNen says it reinstated a ban on Khris Co_m0 covering his brother, Gov. Co_m0-------------------------------------------being a mass mur-da-er doesn't help CeeNenNen",-0.6864
2611,He might need more money. Get that wallet out maga.,0.5439
2612,New Dow highs!,0.1625
2613,Anything MLK accomplished Obama destroyed in eight short years. FACT,-0.649
2614,ILL OMAR and Warlock working with MoveOn to destroy America.,-0.7872
2615,"Bidung is trying to destroy small business by raising taxes, increasing regulations, raising min wage, exporting jobs overseas, etc. Bidung is the true Russian asset it seems.",0.4346
2616,King Derp of Mar a Lago's private Boeing 757 sitting idle in disrepair at New York airport: reportHe can't afford to fix.,-0.1965
2617,Imagine Joe if the were to accidentally turn off his teleprompter Roflmao,0.7452
2618,"A $2 Trillion dollar Infrastructure Bill is up next! Go Joe, go!",0.7576
2619,"Goldman Sachs Adjusts Price Target for Cisco Systems to $50 From $45, Maintains Neutral RatingBY MT Newswires— 8:55 AM ET 02/10/2021",-0.2194
2620,yikes... big tax fraud case building.... New York Investigating $280 Million In Loans To 4 Trump Manhattan Properties: Report,-0.4126
2621,Happiness Report..Finland winswith less than 3% blackno wonder,0.5991
2622,In America one does not have to prove their innocence. The proscution must prove guilt.,0.3805
2623,"Mares staff thinks you are ""LIVE ENTERTAINMENT"".",0.27
2624,"True, with interest so low, it’s smart to go Bigly. Stimulus, and Infrastructure",0.7967
2625,Let me suggest a virtue-signaling tax of 15% watch how quickly the bull ship stops,0.0763
2626,targeted 1400.00 checks so he lied about the 2000.00 lock him up,-0.0596
2627,Why didn't gov't just print endless $$$ back in the great depression?,0.2881
2628,Joes 1.9T has the markets roaring to the moon. LOL,0.5902
2629,I think your days of successful posting are DONE!!! William!!!,0.74
2630,Xi: I am pleased to announce that Byedung has accepted our bribe. All it took was $3.50.,0.6401
2631,"Funny how Mario thinks mileage expense is a big deal, but the Big Guy getting his cut from Hunters shady business deals is A Ok.",0.4255
2632,'Cha Ching' as they say in mar a lago,0.1049
2633,"The 79 million that voted for Joe, chose poorly!",0.5242
2634,Is the SOTU cancelled due to Joe's dementia?,-0.2345
2635,Algos did the same after INTC reported. Now look. Buy.,0.0138
2636,Have a great trading dayI have $$$$ to make TSLA nice!,0.8289
2637,They Byedung stock market folks. Only down from here.,0.0921
2638,Market going green.$$$$$$$$$$$$$$$,-0.0187
2639,If this was a true miss the stock would have been down 10 percent. Technically it was already overbought. I'm buying.,0.5812
2640,"Retailers like Walmart, target, Best Buy’s should see a surge when the checks hit. The multiplier effect will be Huge.",0.9067
2641,"Big market crash imminent, experts agree, Bydeng is a failure.",-0.4176
2642,"Joe ""Imma gonna tax our way to prosperity"" Byedung strikes again. Gonna be a YUUUGE market sell off!",0.5318
2643,Almost all terrible diseases originate in africaracismor scientific observation?,-0.4149
2644,This market is a strongly buy!~Nice.,0.3417
2645,Where is Byedungs pandemic playbook?,-0.2424
2646,"Today is Sunday. Democrats spent the day worshipping their lord and savior, Obama.",0.3416
2647,"Dow 32,000! Let’s go!",-0.1502
2648,And it nice to have a First Lady who speaks English again,0.6755
2649,Ouch! Florida consumers 'flabbergasted' as property insurers push for double-digit rate hikes.,0.2437
2650,QPAC was just a January 6th reunion.,0.1074
2651,"Seriously though, where is wreekie? did he ever attack that family in Tuscon like he threatened to? he posted their address and everything.",-0.3413
2652,Gotta go folks have to pick up my deer at the lockers it is processed!!! YUM!!!,0.5715
2653,futures dropping faster than home bois caught in a drive by joe is a failure loved by failures nothing more,0.684
2654,"Fidelity says this stock is bullish I think its just bull I can't remember this company ever having a rise in price when it comes to earnings this company just might be out dated like etch a sketch, remember that one kids I think that was one of CSCO's products.",0.9029
2655,Covid Relief + Infrastructure + reopening = Booming Economic beginning in Q3.,0.6195
2656,"Joe must have failed math. He thinks $1,400 equals $2,000. Cheers.",0.7193
2657,Final January Totals (vs 2020)Shot & Killed: 54 (+93%)Shot & Wounded: 195 (+40%)Total Shot: 249 (+48%)Total Homicides: 55 (+49%)in just chicongodoes Calamity know about this?,-0.5503
2658,The fake Prez just destroyed wow-man supports with signing the gen-her new-trl order....the girls can kiss any chance of getting a college scholar-hips......I watched a program where a gen-her mew-trl mail destroyed his/her opponent in 20 seconds...,-0.3265
2659,Alfred will be able to see the proof with the rest of the country tomorrow.,0.7964
2660,Powell keeping rates at zero to help the economy is like trying to cure a heroin addict with more heroin.,0.145
2661,Where was the talk about all the jobs fossil joe is going to make?,0.6699
2662,i am starting a petition to raise Joe's salary,0.189
2663,Today makes no sensesincethe sell off was over the chance that Ds might flip Ga,-0.0989
2664,Mares is hooked directly into the sewage system. No need for a bag. No fuss no muss!!! In one end and out de otha!!!,-0.7235
2665,"COVID-19: Scientists believe new batch of variants originated in the U.S.This time, researchers have come up with an easier way to name the variants by naming them after birds.For example, one variant is called Robin 1, and it’s been detected in 30 states (mostly in the Midwest). Another is called Robin 2 and is mainly being seen in the Southeast, and another called Pelican was first seen in Oregon.thenthere is the jailbird which is found in da 'hood",0.7653
