,Recent headlines and conversations for BA,Polarity
3190,Fed Ex has BA planes and a lot of them are old 747 with average age of 29 years. FedEx has done great and with the great re-opening will continue to need and replace its fleet with more BA,0.8448
3191,"Red DOW, settle down.",-0.214
3192,Pent Up Travel Demand will send BA to the moon in June.,-0.0337
3193,https://phys.org/news/2021-05-boeing-starliner-capsule-aiming-july.html,0.0
3194,300 by 4th of July.,0.0063
3195,$232 close.,-0.0726
3196,"I don’t care, I am the greedy bull; I just want China to place a large Boeing order!!!",0.7899
3197,"Boeing, $350 would be undervalued today.",0.133
3198,Go BA,-0.0011
3199,"AIRBUS registered a total of 125 aircraft deliveries in Q1, BOEING reported 77 commercial aircraft deliveries in Q1.",-0.038
3200,"On Saturday it was reported that an electrical fault that grounded dozens of Boeing 737 MAX jets last week has caused fresh concern after engineers found similar issues elsewhere in the cockpit.Just days ago the aviation company told 16 of its operators that its most-sold model should not be flown until the “production issue” is addressed.It said at the time that it was working alongside the Federal Aviation Administration (FAA) on the issue, which does not affect its entire fleet.Boeing said it was not related to the flight-control system that suspended its planes previously.However, suspected grounding problems have since been found in two other places on the flight deck, Reuters reported citing sources close to the matter.Good grief. Another grounding is possible. Rather odd as stated not part of the fleet. A new change order or a new mechanic and QA. Wire bundles are tested long before they get to the airplane. I remember working Tridents at Bremerton Shipyard at completion somebody cut the wire running the length 960’ of the ship. Soon after Navy Seals were stationed throughout the ship.",-0.8355
3201,What happens when you have 70 Billion worth of planes in inventory and sales start to pick back up? Especially when most of the plane price is paid upon delivery....a windfall of cash is starting to flow into Boeing and will continue. Earnings will show solid free cash flow,0.8399
3202,Jin...We dumped Boeing and went with AT&T and ExxonMobil..It was a great call.,0.4798
3203,"Face it, BA has more growth potential than any Wall St. stock today. You are golden!",0.8152
3204,up 5.00 on the morning pop short...LOL!,0.362
3205,Restrictions are still in place and they need to be lifted. The pent-up travel surge needs to be spread through a broader range. Too many people are going to book tickets this summer and find they can't get a seat.,-0.0253
3206,"Seriously, Dow up almost 350 points; and Boeing??????",0.2708
3207," IMPORTANT QUESTION: When/Where will the next Boeing plane  crash. Notice none of the old planes crash  ONLY the new one’s, made by total & complete TARDS",-0.5979
3208,I guess I will do to johnn and coco what I did to jin: mute them.,0.1176
3209,"Market shrugs off tax fears after f...k Boeing bulls;""Dow rebounds 200 points led by banks and tech as market shrugs off higher tax fearsPUBLISHED THU, APR 22 20216:10 PM EDTUPDATED 6 MIN AGO""",-0.0223
3210,$300 in 3 weeks? I think so.,-0.0118
3211,Dave!!!!!!!!!!!!!!!!!!! .......................225.00?? .....YET?...LOL!,0.0
3212,t is all fake trading by algo computers.,-0.4546
3213,"""A House Foreign Affairs Committee spokesperson confirmed that Congress was informed about the sale on May 5, noting that Boeing will provide the weapons to the Middle Eastern nation.""""US approves $735 million weapons sale to Israel per new report"": https://americanmilitarynews.com/2021/05/us-approves-735-million-weapons-sale-to-israel-per-new-report/",-0.1162
3214,Here comes one of the best comebacks in 2021! It was only 17 points of $253 stock with 2 RED DOWS.Watch this baby fly back by Friday!,0.8429
3215,"Saudi Arabia will lift its suspension on citizens traveling abroad and open land, sea and air borders on Monday May 17.$350 is in the air!",-0.3413
3216,Don't look now but BA has turned in to a Bad A ss stock...,-0.8902
3217,"This is a Health Check . You shorts k.? Please stay away from tall building, Bridges, cliff sides and please no sharp objects or things that go kaboom .. k nice chat.",0.8333
3218,Boeing is a stock that will sukc for the foreseeable future... They are letting aloof #$%$ build airplanes... The old schoold vietnam wrencher is nearly extinct.I fully expect more doom and gloom from this company. ET... Cant hurt to look?,-0.1923
3219,I should have sold when it was in the 270's,0.0646
3220,"Well I have to say I sure wasn’t financially able to buy 700 like that other dude, but did buy 10 at the closing,, very happy with that , everything going to be great next year..",0.9592
3221,Greg = nothing burger,0.114
3222,"CNBC Reports President Joe Biden has witnessed an unprecedented growth on Wall Street in his first 100 days in office, better than any of his predecessors going to at least Dwight Eisenhower. Who knew?",0.9226
3223,"$WIMI $BA $JD Don't be afraid to make mistakes when investing in stocks. What you need is to try and make mistakes bravely, not to mention to put all your chips and wealth under pressure once you open a position.",0.5321
3224,keith 224.00yet?....LOL!,0.0
3225,270 at no time,-0.2841
3226,"I will be shocked if BA does anything but go up sharply tomorrow. Earnings are not expected to be great but travel is increasing, the MAX is back as is the Dreamliner. Better days ahead. GLTA longs.",0.9111
3227,Like I said I was warned a week ago to get out of BA,0.2893
3228,"""While the global pandemic continues to challenge the overall market environment, we view 2021 as a key inflection point for our industry as vaccine distribution accelerates and we work together across government and industry to help enable a robust recovery.""-CEO Calhoun",0.9073
3229,https://www.fool.com/investing/2021/05/11/airbus-logs-solid-april-performance/,0.0
3230,"Air Lease Corporation (NYSE: AL) announced the delivery of one new Boeing 737-8 aircraft on long-term lease to Cayman Airways. This aircraft, featuring LEAP-1B27 engines, is the third new 737-8 to deliver to Cayman Airways from ALC’s order book with Boeing.",0.8046
3231,"1,561,495 travelers passed through TSA checkpoints yesterday! WOW!!!Surge + DUOPOLY = $500 soon.",0.2983
3232,when the defense revenues come in much better than the commercial segment then you know its not good for BA. maybe you can get something from the ceo or guidance or something. gl.,0.9194
3233,"""Thank you, George Floyd, for sacrificing your life for justice,"" Nancy Pelosi. Time for her to go.",0.4461
3234,"Boeing Airlines is just the perfect industrial hedge against rising yields and big tech.... great time to buy the dip as it has massive support around 250,,,....",0.9372
3235,"IMHO - CFO was fired. You could see the split between him and the CEO when Greg Smith announced at a meeting with Analysts that Boeing would sell stock to help with debt. Then in a week or 2, the CEO said Boeing would not sell stock. Who knows how big the divide was, but it seemed clear the CEO and CFO were not on the same sheet of music.",0.8562
3236,"I know there is lot of negativity around but I noticed with Boeing that it trade sideways for few months and then all of sudden $100 up. Buy and hold. There are many catalyst coming soon New orders ,Chinese approval , vaccination, ,opening up of summer travel , electric issue fix.",0.8945
3237,This will skyrocket once Airlines recover. Just a matter of time....................,0.6535
3238,Buying opportunity as smart buyers are adding to their positions.We close down a buck fifty from yesterdays close as shorts close their weekly's.,0.7943
3239,"If you’re a day trader, you should definitely check out (http://Fairstox.com). They send a watchlist covering the top pre-market movers every day before the open. It’s a great way to pick out potential trades for the day.",0.942
3240,GREEN again!,0.3191
3241,1% a day is more than adequate. This stock will slowly but surely double.,0.8049
3242,Charlie's gonna doo CharlesBut buds for sure,0.3268
3243,"I'm buying AT&T, ExxonMobil, and Altria before Boeing. Good Lord! It's common sense....Enough said. Now stop wasting my time.",0.2768
3244,Has anyone heard from Jefferries analyst on the electrical issue that she described as Nothing Burger“ and would be fixed in hours!,0.5614
3245,"1,378,237 passed through TSA checkpoints again. You can't make this stuff up. Can you imagine when the globalists open up the countries and lighten restrictions and quarantines. So much pent up travel demand already. Air travel is about to hit the roof and became the next universal crisis. Just not enough airplanes and flights will be the problem.",-0.2977
3246,"1,743,515 passengers yesterday says all I need to know. BA is about to roar.",0.0558
3247,upbeat by next weeks earning report,0.365
3248,"So I've got BA for the fuselage, GE for the engines... might be time to invest in a flight attendant! ",0.0818
3249,When this stock hits $350 this summer you will be so happy.,0.6811
3250,tks for the discount,0.1428
3251,portfolio turned green time to rock,0.6297
3252,"johnn today, Iam tonight, brian tomorrow morning, Lalit tomorrow afternoon, and coco all weekend. The funny part of it all is they are all one person.",0.7847
3253,"as buyers begin to rush in, ba will bounce back, probably close positive today",0.4862
3254,"Apparently, they don't have any cash left to repair the electrical problem-Let's wait for the equity infusion or a new line of credit!",0.5869
3255,Franky the man is back!,0.161
3256,Glad I reduced my position. But I am sure good times are coming.,0.8678
3257,$350 by the time Memorial Day is here.,0.0183
3258,US hits 150M vaccines on track for 200M by first 100 days of JB. He promised 100M and will delivery 200M. Remember DJT - 20M by end of 2020 delivered 4M.,0.7403
3259,earnings going to be phenomenal is that why this has stagnated,0.1757
3260,Here is Jin:,-0.0452
3261,The mighty Jin Dak wants to see $240 today.,0.0197
3262,No celebrating till 270 boys .,0.3451
3263,The infrastructure program can be expected to give a huge boost to the economy. IMHO,0.544
3264,Im not excited about todays move. We were down Friday on a big day green day. and today barely any returns on the down day and another big day. we should be sitting about 265 according to DOW index.,0.7062
3265,Tech is selling off.,-0.004
3266,"Reporting in Wall Street Journal for March 18 print edition and on website now states that FAA has taken over the final airworthiness inspection duties for four 787 aircraft prior to delivery.""The Federal Aviation Administration said its inspectors, rather than the plane makers, would perform routine pre-delivery safety checks of four Dreamliners that Boeing has been unable for months to hand over to its airline customers while it grapples with various quality lapses.""Article also states that WSJ had reviewed an FAA summary dated March 12 of its regulatory actions. And that ""the agency said it would hold on to its Dreamliner approval authority 'until it is confirmed all shimming issues are resolved and airplanes conform to the FAA-approved design.'",0.96
3267,"@Jin, Are you still hoping for $300 today!",0.5996
3268,"I told you all the agreement wouldn’t help the price with teamsters. Non event, but this is concerning as it continues sliding. 4 down days in a row and clearly outpacing the Dow on the downside. Another leg down in process, I’m getting beaten up with my calls",-0.0496
3269,"“ Boeing 737 MAX deliveries shrink to four planes in April due to electrical issueSanjana ShivdasTue, May 11, 2021, 11:02 AM·1 min read”",-0.6289
3270,"Sad, the former president apparently doesn't have anything better to do than complain about the name of the Oscars.",-0.7303
3271,"Fri., April 9, 2021, 12:24 p.m.Airlines pulled dozens of Boeing Max 737s out of service for inspections after the aircraft maker told them about a possible electrical problem, the latest setback for plane.Boeing said Friday that the issue affected planes used by 16 airlines, and that it recommended inspections before the planes fly again.The Max was grounded worldwide in March 2019 after two crashes killed 346 people. Regulators in the U.S., Europe, Canada and Brazil cleared the plane to resume flying in recent months after Boeing changed an automated flight-control system that played a role in the crashes.Boeing said Friday that the electrical issue was unrelated to the flight-control system. It did not say how many planes are affected or how long it will take for inspections and, if necessary, repairs.Southwest Airlines, which began flying the Max again last month, said it removed 30 of its 58 Max jets from its schedule to inspect them. Southwest spokesman Brian Parrish said the airline has not experienced any known problems related to the electrical issue.Southwest has a fleet of more than 700 Boeing 737s, most of them older models than the Max. Parish said the airline will use other planes to operate flights that had been scheduled with Max jet, and it anticipates only minimal disruption to its operation.American Airlines temporarily removed 17 of its 41 Max planes from service, according to a memo to employees. Boeing traced the issue to a production change made after the worldwide fleet of Max jets was grounded in 2019, American's chief operating officer, David Seymour, said in the memo.“We will never knowingly operate an aircraft with a known or potential issue,” Seymour said.American was the first U.S. airline to resume flying the Max, in late December.United Airlines said it temporarily grounded 16 of its 30 Max planes and will try to operate all flights with its other planes. The airline said it was in contact with Boeing and federal regulators to determine what steps are needed before the planes can return to service.Alaska Airlines said it removed all four of its Max jets from service “to allow for inspections and for work to be done.”Boeing said that it is working closely with the Federal Aviation Administration on the matter.Since the Max crashes, Boeing has made internal changes in response to accusations that it short-changed safety in pursuit of profits. Lawyers suing Boeing over the crashes seized on the latest problem with the planes.“This grounding calls into question the safety of the Max and why Boeing’s claims of a ‘changed culture’ continue to ring hollow,"" said Steven Marks, one of the lawyers representing relatives of passengers who were on board an Ethiopian Airlines Max that crashed in March 2019. “We don’t know what other issues exist.”",-0.8919
3272,Morning Bell With Jim Cramer: Buy Boeing,0.2742
3273,"Wow — we are going to surpass 2019 levels soon. Glad the TSA HIRED 6,000 more screening agents!https://www.tsa.gov/coronavirus/passenger-throughput",0.8453
3274,"What’s with all those negative news which repeated again and again? The stock price manipulation is way too obvious, it’s the same issue media been reported EVERYDAY, give me a break!",-0.6429
3275,Estimating The Intrinsic Value Of The Boeing Company (NYSE:BA)Never seen a piece of S%&*&%TT like this before Terminal Value (TV)= FCF2030 × (1 + g) ÷ (r – g) = US$12b× (1 + 2.0%) ÷ (8.2%– 2.0%) = US$196bPresent Value of Terminal Value (PVTV)= TV / (1 + r)10= US$196b÷ ( 1 + 8.2%)10= US$89b,0.8738
3276,hahahahahahaha upside no further. buy buy buy,0.3632
3277,I have to have picture ID to pick up tickets but not to vote,0.7414
3278,"Holy moly, Dow key level 33600 broken-Run now!!!!!",0.4818
3279,i love the reopening trade,0.6411
3280,All the bad news is out now and so we will start to recover when good news invariably trickles in.,0.225
3281,Breaking “ Airlines waiting for word from Boeing on fixing Max planesMany new Boeing 737 Max jetliners are still grounded by an electrical problem in a backup power-control unit”,-0.4294
3282,"TSA checkpoint numbers in case you want to know how fast Boeing is going to increase:1,657,722 people, travel is back!",0.3399
3283,It will be a victory if BA gets back to last Friday’s close !,0.5315
3284,This will end badly for hedge fund short selling creeps next week.,-0.7791
3285,"Or shouldI say closes green, again!",0.1549
3286,"CHASERS WILL BURN IN THIS STOCK BUBBLE!The US Stocks are EXTREMELY OVERVALUED and OVERBOUGHT!SELL ALL US Stocks in this TULIP MANIA BUBBLE! The Valuations are ABSURD and IMPOSSIBLE TO JUSTIFY!INFLATION IS SKYROCKETING as the FED continues to PUMP the Price of everything, stocks, oil, gold, home, land, commodities, utilities, food prices and everything!The World Economy is Collapsing, people are starving, but the US Market Makers are too busy in printing money and PUMPING the Stock prices Artificially to make insiders trillionaire without working!Enjoy Free Capital Gains in the US Stock Market while the Corporate Revenues are tanking and the Economy is Collapsing! US Stock Market is a “GET QUICK RICH” Scheme!Dow Jones Industrial Average (^DJI) was 17,000 in 2016, with better economic fundamentals and higher corporate earnings. However, thanks to the Collapsing Economy, Coronavirus Pandemic, Tanking Corporate revenues and earnings, Skyrocketing unemployment, Trade Wars, Record INFLATION levels, and Heavy Stock Dilutions, Dow Jones Industrial Average (^DJI) BUBBLE has almost Doubled! S&P 500 (^GSPC) was at 1600.00 with better fundamentals and higher corporate earnings in 2016. Now it is sitting at ABSURD 3800.00 with TERRIBLE Fundamentals, Collapsing Economy, HEAVIER Corporate and National Debt and way lower corporate revenues and earnings!The World Countries are refusing to accept the US Dollar as international reserve currency due to the HEAVY Dollar PRINTING!US Stocks are INSANELY OVERVALUED and OVERBOUGHT! US Stock Market is a MEGA BUBBLE right now!!!https://edition.cnn.com/2020/05/01/investing/stock-market-recession-coronavirus/index.html$AMD $NVDA $AMZN $AAPL $SQ $SHOP $SNAP $TWLO $CRM $ROKU $ADBE $DB $BAC $JPM $MS $GS $TWTR $TSLA $IBM $INTC $MSFT $GOOG $LMT $BA $TXN $NXPI $LRCX $NKE $DIS $EBAY $X $MA $V $S $T $F $GM $NFLX $CSCO $CAT $MMM $SBUX $TGT $WMT $ATVI $EA $TTWO $MCD $AVGO $JNJ $BIDU $BZUN $BABA $MU $AMAT $QCOM $WFC $BBBY $PFE $GE $WDC $BLK $KO $UA $ABBV $GILD $BB $ORCL $RH $KEM $IQ $GRPN $PYPL $MA $MOMO $JD $WBA $CVS $FB $W $BBY $SKX $FL $EFX $ETSY $W $UNH $SAP $GPRO $KHC $DPZ $PEP $LYFT $UBER $BYND $ZM $OLED $XOM $CVX $DAL $UAL $AAL $LUV $SAVE $AXP $SPCE $NCLH $CCL $NKLA $NIO $ZM $XPEV $QS",-0.9898
3287,Currently 10 cents in the green; Jin and associates will appear now!!!,-0.3867
3288,"Melanie Schaffer's ""Options Traders Think Boeing May Be Ready For Liftoff"" discusses some recent ""smart money"" moves that suggest the share price of Boeing Co (NYSE: BA) could be headed higher.",0.916
3289,"Had to “go away” for two months, is Boeing still $278???",0.1846
3290,"Airbnb CEO said people are ready to travel, he expected the travel rebound ""to be unlike anything we've seen before."" Wow !",0.8837
3291,"Hmm; Early in the pandemic, according to a CDC investigation, an unmasked passenger with no symptoms infected 12 fellow business class travelers, two people seated in economy and one crew member on a 10-hour international flight.Last summer, 13 asymptomatic people on an international flight into Ireland infected another 46 people in six regions of the country, despite some use of masks on the plane. And in September, nine people tested positive after a flight from India to New Zealand, despite the fact that masks were mandatory on the plane. ""The risk for on-board transmission of SARS-CoV-2 during long flights is real,"" the CDC investigation stated. ""Long flights not only can lead to importation of COVID-19 cases but also can provide conditions for superspreader events.""",0.7585
3292,Volume very low considering the dip in price; Investors not happy with continued QC failures at Boeing!,0.4253
3293,get ready to jump next couple of weeks ahead. $288 is in place. that's a bullish trend.,0.6671
3294,I predicted the great pullback in the market today and BA GRWG will be in GREEN - hahaha,0.8818
3295,pretty easy to see there are 0 real sellers down here.,0.6417
3296,"Aviation leaders are expressing excitement that with COVID-19 vaccinations speeding up, the industry may recover sooner rather than later. Executives from American Airlines, Delta Air Lines, JetBlue and United Airlines all shared their revised outlooks for the year at the 2021 J.P. Morgan Industrials Conference.See: All the Ways This Was the Travel Industry’s Worst Year EverCash Burn Could End in March as Pent-Up Demand for Travel Comes to FruitionIn turn, the executives note that preliminary booking numbers for March 2020 suggest that the recovery may be coming sooner than expected.",0.8969
3297,Summer travel demandhttps://news.yahoo.com/summer-travel-demand-015136750.html,-0.0745
3298,"In 2016, Boeing announced an order for 80 brand new aircraft. Including a mix of widebodies and narrowbodies, Iran Air planned a fleet transition to newer jets after being shut out from taking new aircraft due to economic sanctions. However, when those sanctions were reinstated in 2018, it threw Iran Air’s order in doubt. Now, as Iran and the US are set to resume talks that could lift the sanctions, Iran Air’s order could be back on the books for Boeing.",0.8559
3299,I will jump back in when it drops to 210.,0.2055
3300,"dISNEYLAND ON lsd MEMORIAL DAYMAYNURD FERUSUSON CARNATIONPPAZA ABOUT MIDNIGHTneeded fuelso pulled over in San ClementeABOUT 3amhome of Nixonsaid $21 quart of beerand 3 quarts of gasolinedrank the qt of beerfilled the bottle with gasoline, ,,plugged the top with a raglit on fireand heaved over the western white house in the genreral directiob of NIxonflipping him the bird/come and get megrAduATED#$%$ LAUDE > 5%",0.4667
3301,Don’t sell. It is a manipulation. EPS is past events. As the economy bounces and people start to travel this will go to 350s by June/July. UK launching a vaccine passports via NHS this will take alll the restrictions to travel. I am personally fed up at home and will be travelling to sunny place in June. Business travels are also getting back. Get a diamond hands and you will be rewarded long term!,0.9584
3302,Take advantage of the best re-opening stock being on sale today. The flight to $400 will soon be leaving - twirl!,0.8174
3303,Once 737 issue fixed - MOMO will flip and resume bull run as we enter summer travel. Travel bookings are through the roof,0.2161
3304,"BA can not, and will not drop much further.",-0.2316
3305,https://www.cnn.com/2021/04/09/us/us-covid-vaccines-mistakes-progress-analysis/index.html,0.0
3306,So how many of you saw the story in today's Wall Street Journal about Boeing being ejected from a contest to provide the US with a new anti missile defense. That may explain the crazy selling that happened on Thursday before people came to their senses. Ob iously there were folks who knew this news considering the velocity the stock fell out of bed to 232 before recovering....,0.7038
3307,"Shake out the ""Weak Hands"" encourage the Shorts...Then Buy Buy Buy",0.4062
3308,Cramer’s lightning round: Keep buying Boeing,0.2854
3309,"Gov. Gavin Newsom on Tuesday signaled an end to more than a year of closures in California, announcing that the nation’s most populated state plans to lift most coronavirus restrictions on businesses and workplaces June 15, when enough people should be vaccinated to start returning to normal.",0.3286
3310,Huge sell order at 1:30. That's smart money not wanting to hold BA over the weekend.,0.7894
3311,"Strange. I set a buy order at $227, BA jumped to $233. I think I will change my buy order to $233 tomorrow and see what happens.",0.7116
3312,Is this stock ever going to see north of 250?,0.6425
3313,Say hello to $300 and then $400. Bam! Travel is BACK!,0.5915
3314,"watch out, a stock is down 2%, end of the world. lol",0.5541
3315,Good News!! American Airlines are putting lots of boeing planes back in the skies.. Big Demand!!,0.6617
3316,Bought at $228!!!,-0.2269
3317,BUY BUY BUY!!!!!!!!!!!!!!!!!!!!!!!!,0.4954
3318,"5 Boeing 777 Freighters Ordered By Silk Way West AirlinesbyMark FinlayApril 28, 20213 minute readAdvertisement:Azerbaijani private cargo airline Silk Way West Airlines has announced today that it will expand its international network. The Heydar Aliyev International Airport (GYD)-based logistics company has placed an order with Boeing for five 777 Freighters.",0.8865
3319,Things got roughed up yesterday. It was an excellant opportunity to start to position for the next significant move up whenever the spirits move. The problem is that you don't get any warning when a 5 point move up turns into a gangbuster momentum driven rally that takes you up 40 points like history has shown in the last two significant rallies. Then you spend the next couple months trying to defend the bottomline as some news comes along that takes the air out of the tires. You get to hate puts because you have to use them if being down several thousand dollars a day bothers you. They're also expensive so you have to hedge them against the possibility of a total loss.,0.5196
3320,9 weeks down in a row!!...LOL!,-0.458
3321,headlines asusal all over the place. One says loss is smaller than expected while another syas larger. Fact is they were right where most thought they would be but the real news lies ahead as travel rebounds and fleets must be updated for fuel savings as well as safety. Bottom line...................... buy the BS dip.,0.6235
3322,What happened to the 'expert' who knew how to read the chart?,0.2837
3323,"OMG, US watchdog and FAA started new investigation: ""The FAA said it is also investigating the origin of the electrical manufacturing issue disclosed on April 7 that led to the grounding of 109 Boeing 737 MAX aircraft worldwide. The FAA said the audit's goal is to identify ""areas where the company can improve its processes."" (Reporting by David Shepardson Editing by Chizu Nomiyama)",-0.3609
3324,CoCo nut what should I do now ? Its DOWN a penny in after hour trading. Can u give me some advice. I really need it.,0.0033
3325,Earning is not too bad guys and the worst is over ===>>>1>Revenue: $15.2 billion vs $15.12 billion expected -- OK2>Adjusted loss per share: $1.53 vs 90 cents expected -- OK3>GAAP share loss: 92 cents vs. 56 cents expected - worst is OVER4>Operating cash flow: -$3.4 billion vs. $142.87 million expected - worst is OVERTime to buy and hold!,-0.9513
3326,"Nice buying opportunity, I just doubled my position for some quick cash!",0.8667
3327,"in this bull market, today is probably capitulation day, a bad day to sell, better to buy here, get ready to ride ba up to the next level 300",0.8107
3328,"But... 737 won't be flying... why would anyone buy this now, before it drops 10%",0.2357
3329,ry single .50 cent rally gets SOLD $hort!!...and it gives it up EASY!!,0.7725
3330,"OMG, nothing burger electrical issues are in 5th we now, yet there seems to be no resolution!",-0.3726
3331,"The last time MACD was this negative....which was the end of February, was the start of the last 50 point move higher. History has a way of repeating itself and after the last couple of days price action people are confused. Frankly I can't blame anyone or the machines that are programmed to replicate human behavior to act any differently in this schizoid environment. So now we've been fully vaccinated and can take the masks off and treat everything normal again after the most hellacous year in our lives....",0.2804
3332,"BA is a great American company and part of our infrastructure. An investment that will grow at a faster rate than the economy or the index funds. This is one of the best re-opening plays, probably will double in the next year!",0.9303
3333,Can’t fly without planes...Easy buy,0.2881
3334,Sell into the rebound. Don't get caught up in the panic.,-0.439
3335,down 15 days of the last 20 from 261.48 - 228.18,-0.2496
3336,Where are all the shorts that were laughing when BA went from $276-$232?? Where??,0.6906
3337,Setting up nicely for a good run,0.8612
3338,Just saw a China Southern 737 take off from Renton. Looks like things must be moving on the Chinese front.,0.7738
3339,"And Boeing is still trying to get their system working and certified, nuf said:https://www.cnbc.com/2021/05/02/spacex-crew-splashes-back-down-to-earth-after-record-mission.html",0.0207
3340,"March deliveries, when?",0.0296
3341,https://www.shephardmedia.com/news/defence-notes/boeing-releases-q1-delivery-information/,0.0
3342,LRG is his other account. S,0.1148
3343,Jin the jinx. Jin bought BA at 450 and it's benn falling ever since.,-0.4283
3344,Tuesday BA bulls wake up. Puts going to 0. calls too the moon,0.4938
3345,"If those wealthy accountants in their luxurious Chicago offices would get off their duff and visit engineering, the factory floor, and the flight line occasionally they might discover what the company really does.",0.5854
3346,"Jefferies analyst reiterated their $300 BA target. The same analyst said earlier that electrical issues were nothing burger and a quick fix, which made Jin and associates buy more in the range of $255 to $265!",0.3191
3347,238.00-240.00 soon,0.0011
3348,$100 by summer,-0.0168
3349,"Other Airlines to Boost Services for Summer TravelUnited Airlines UAL announced an expanded May schedule, which includes the addition of 26 new routes between Midwest cities such as Cleveland, OH; Cincinnati, OH and Milwaukee, WI, and popular destinations such as Hilton Head, S.C.; Pensacola, FL; and Portland. Earlier this month, Spirit Airlines SAVE announced plans to launch services in Pensacola, FL. Beginning June 2021, the airline will connect Pensacola with seven destinations, namely, Columbus, OH; Indianapolis, IN; Louisville, KY; Austin, TX; Dallas-Fort Worth, TX; Kansas City, MO and St. Louis, MO.Additionally, Alaska Air Group’s ALK subsidiary, Alaska Airlines, will introduce four new routes between California and Montana for the summer travel period.",0.9767
3350,Thank You Coco!,0.4752
3351,$300 by next Friday.,0.073
3352,1.5 mil people traveled yesterday. The airlines industry is already raising their tickets.Travel surge = $400 soon.,0.7556
3353,"In 8 days after Cramer Thw Momentum Pumper said Buy Buy Buy up at 254.00, Then again day before Earnings @ 244,....... He Now says Boeing is a Sell ...LOL!!",0.6235
3354,Bought more ...easy money,0.0104
3355,i have a similar position in GE. Should I just put it all in GE. I know for a fact GE is on the right track with Larry Culp.,0.5139
3356,"There is no way it can stay this low for a week, This is a great opportunity but I cannot buy anymore right now. Tapped out of money for investing.",0.5817
3357,Very worried about Jin and associates; they were hell bent on flying on Max 737 without waiting for the electrical issues to be fixed!!!,-0.8119
3358,OK who Paid 230.03 .....10 minutes ago??......................LOL!!,0.6146
3359,"Boeing has traced the issue to a production change made in the installation process that occurred after our last aircraft was delivered before the fleet grounding in March 2019, which means 24 of our 737 Max aircraft are not affected by this issue,” David Seymour, American’s operations chief, said in a message to employees Friday.",-0.5264
3360,"The Feds contemplating charging Chauvin with excessive use of force on a 14 year old in 2017. Very similar tactic as he was convicted for, except the 'suspect' didn't die. He did pass out and also have to receive stitches from being clobbered with a flashlight.",0.3723
3361,"Breaking:""Etihad Airways to stop operating Boeing 777-300ER jets this year""",-0.3276
3362,https://www.aerotime.aero/27850-germany-prefers-boeing-p-8a-poseidon-to-france-s-atl2-offer,0.0
3363,Shorts starting to feel the first tug and squeeze. The early stages of this....,0.3569
3364,Ask Joe B. what is up.,0.6242
3365,Shorts hitting the road for good!,0.5234
3366,UR the definition of Rookie Retail,0.4682
3367,I am a day trader but with BA I am an investor GTL to all,0.1337
3368,"""U.S. House lawmakers seek Boeing, FAA records after production problemsPUBLISHED TUE, MAY 18 20212:12 PM EDT""Leslie Josephs@LESLIEJOSEPHSSHAREShare Article via FacebookShare Article via TwitterShare Article via LinkedIn""",0.8949
3369,"I have to admit that today shorts gave a bonus beating to Boeing. Electrical issues fix was a big news, but shorts still prevailed!!!",0.6387
3370,"Wow, what a steal that was. Now for $300!!!!",0.467
3371,"OMG, what does Cramer know????",-0.3418
3372,Train is leaving..............................................,0.1353
3373,Totally unrelated one of my spec stocks just up listing to nasdaq next week. It is Kevin O’Leary mr wonderful approved trading otc as minded will become mnmd on the 27th if you want to make some $ your welcome!,0.9487
3374,The US Government continues to PUMP the US Stock Prices artificially via infinite margin trading desks to giveaway trillions of dollars in the form of Capital Gains!FED Must HIKE the rates by 3.5%-4% to stop Skyrocketing Inflation!National and Corporate Debt is now unbearable! The US Government MUST and WILL Hike Corporate and income tax rate by 200-300% very soon!The US Stocks are in the MEGA BUBBLE! The Market is INSANELY OVERVALUED and OVERBOUGHT!A HEAVY MARKET CORRECTION and FINANCIAL CRISIS is imminent!$GE $BA $MCD,-0.9866
3375,Looks like a ROLLING STOCK. 228-250 is the play for the shorts! Maybe Boeing is also playing this?,0.7012
3376,$240 close today Friday $250 close before earning $260 after earning $300,-0.0541
3377,"American Airlines confirmed to Forbes that it has temporarily removed these 17 of its 737 MAX aircraft from service “in order to complete necessary inspections and make any changes recommended or required by Boeing or the Federal Aviation Administration,” adding the airline has 24 other 737 MAX aircraft in its fleet that are not affected by this issue.",0.0614
3378,Criminally run hedge funds will continue this negative travel narrative as long as they can get away with it and steal every share they can in the process until investors stop them by buying up the shares.,-0.0707
3379,Stock is a buy under 220,0.2572
3380,If BA doesn't go green today I'm taking orders for a hit job on Jin.,0.0297
3381,hedge funds channel trading as they have been for a year. Bstrds!,0.1902
3382,https://www.reuters.com/business/aerospace-defense/emirates-could-swap-boeing-777x-smaller-dreamliners-chairman-says-2021-05-17/,0.0
3383,Baird analyst Peter Arment said in note that the problem was “a small batch” of aircraft that “may not have proper fastening on a back-up power system within the flight deck” and appeared to be easy to fix.,0.7119
3384,Just bought 250 shares!She will be green and escalate for months.,-0.2267
3385,let's goooo,0.0
3386,$300 before June 1st?????????????????,0.2636
3387,Watch for GREEN sign because big boys will load BA up for huge profit from here guys!,0.8965
3388,"$300, after ER.Whom following me?",-0.0278
3389,"$500 is undervalued, but hey what can you do right now. Need the rotation mindset but it will come.",0.5458
