,Recent headlines and conversations for COST,Polarity
4714,Costco's going to pop on the next earnings report,0.3191
4715,"SORRY FOR THE WEAK HAND WHO DROPS THE BALL, RUN FROM THE FACT THAT OPP IS THE #$%$, BIG #$%$ THAT MAKE MONEY BY SCARING INVESTORS TO SELL LOW.",0.7477
4716,start some buying soon.350,0.3956
4717,this will be back to 300 soon ....seems like,0.3565
4718,Amazon to buy Costo ?,0.2965
4719,"Costco stock ""will"" make $350+ a share, as future monthly and quarterly earnings provide assurance that Costco's future is very strong as has been we'll be going up up just as last yr.",0.9082
4720,"AMAZON PRIME ""sucks"" enrolled in it with just one click by accident and they automatically add to your credit card without you being aware of it!careful shoppers.......",0.79
4721,"Kroger up big, much lower P/E ratio than costco",-0.2341
4722,Back down again he he hewww.,0.0837
4723,"Just think if they would have missed in their earnings! Under 200 for sure. We are headingthere right now! It don't matter, America is bankrupt anyway. Just a matter of time beforewe are hauling our groceries in a wheelbarrow.",-0.266
4724,OWN ITdont trade it !,0.374
4725,hey all you geniuses. you got Costco' s. go buy some toilet paper to wipe the puke up off the floor. I will buy this for 310.00 or less.,-0.2686
4726,costco investors going for AMZN. sad.,-0.4697
4727,Wanna buy on a dip but it keeps going up :(,-0.1904
4728,THERE ARE SOME DUMMIES BUY WHEN CRAMER TALKS HE MAKES U LOSE MONEY,0.1279
4729,"One step forward today, two steps backwards tomorrow?",0.1845
4730,you guys should read some chinese comment about this first costco store.,0.4849
4731,Buy Now goin up next monday.Big move,0.1841
4732,I expect a bounce from $361.72.,0.0516
4733,"Net sales for the quarter increased 7.3 percent, to $36.45 billion-Mount breathers on WS guesstimate 36.55--- EPS= 1.89 on est of 1.85 (+.04 per share surprise)...the sky is not falling. Remember that April was a stinkeroo...They and shareholders will be just fine.",0.9174
4734,Just bought some more - wish me luck.,0.7607
4735,red all day except 2 minutes in the open,-0.3709
4736,Looking like this will go to $260 before $300 again...,0.3041
4737,costblo sells old stale products.,0.0037
4738,Costco Christmas sales FTW!,0.7209
4739,last green day was in December I think..like Christmas eve.,0.2853
4740,I love my Cost and my DZSI. Two huge winners,0.8741
4741,watch for upgrades on the way,0.1808
4742,maybe we can get one of those nice $20 spikes,0.6907
4743,Costco has been stuck in a symmetrical triangle for a while. It's about to test resistance around $313 if it doesn't tomorrow. If it breaks through and holds that for support it could go up to a secondary resistance line which is around $320. if it breaks through that the primary resistance line is $350,-0.3604
4744,Profit will jump high in March,0.6423
4745,Has anyone have an idea to why this stock is dropping?,0.2565
4746,The numbers are still really good just had the estimates set a little high. I think this still goes up to 295 by end of trading tomorrow.,0.7966
4747,Man... RH really costing me some $COST!,0.181
4748,$358 two weeks ago,0.0104
4749,INSTITUTIONS are back buying..........................,0.0576
4750,question...are there certain days shorts can short a stock? it seems some days are worse then others..shorting should be illegal in my opinion,-0.6845
4751,"Costco Private Jet - Gee, just what the doctor ordered, flying in a more restrictive, germ filled aluminum can.",0.2126
4752,Upgraded !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0
4753,"Costco options imply 7.5% move in share price post-earnings (TheFlyOnTheWall) Hmmm, that would be $340, can the fly be trusted?THE FLY 2:49 PM",0.8015
4754,"Ballsack/hairbag on mute, :-) , too much nonsense daily from it.",-0.0384
4755,"Institutions looking for STOP LOSS orders, so they can pickup your CHEAP SHARES !",0.4306
4756,"Any person or entity or analyst send out negative news, if they are shorting the stock, anyone broadcast bad news and short/buying the stocks , or tell the friends to buy/ short - Should be prosecuted especially someone is paying them to do so! It's hard to prove but the SEC should monitor them!",0.2932
4757,"It is beat but not enough ,, only 3% surprise on EPS and 1.5% surprise on REV= Mediocre beat",0.8654
4758,"New to this board (I follow MU). Interesting situation with COST. Down a bit now, earnings this week.. Our local store (in N.E.) was a mad house over the weekend. Shelves empty, lines to the back, etc. And yes; we bought extra bread! Buying op nowish or still going lower? Will watch as I don't know this stock.",0.7636
4759,If I buy tomorrow will I get the special dividend,0.5382
4760,Hope Costco puts signs up for all those people buying push carts full of water and bleach and toilet paper that those are unreturnable,0.7875
4761,"After the initial rush to Costco...eventually people are stopping to going in to Costco stores....Costco will loose more and more business to Amazon and Walmart due to these two giants having better online , warehousing and distribution centers...this is the toughest time for Costco and not going in to online strategy and improving distribution centers and supply chain with too much focus on retail stores will cost now...i can;t see Costco coming out without a scar from this..I had warned this few months back and was trashed on this board...",-0.2484
4762,Targets raisedagain.................................,0.0
4763,Oversold.,0.047
4764,"June numbers are out. Expecting a positive opening tomorrow. (GlobeNewswire) > > Costco Wholesale Corporation (""Costco"" or the ""Company"") (Nasdaq:COST) today reported net sales of $12.17 billion for the month of June, the five weeks ended July 2, 2017, an increase of seven percent from $11.33 billion during the similar period last year.For the forty-four weeks ended July 2, 2017, the Company reported net sales of $104.28 billion, an increase of six percent from $98.51 billion during the similar period last year.",0.9377
4765,"I didn't feel comfortable holding my TD Ameritrade position (short term = day trading) after the earnings, so I sold at $290 today.However, I held on to my larger position in Fidelity which I think will be fine long term. I'm eyeing TGT as well with a 2.7% yield.",0.482
4766,"Watch put for 202 tomorrow, if it crosses 202 and stay above all day that’s a bullish signal",0.6052
4767,"How is it that we have strong earnings albeit at a slight slower month to month level yet beating expectations and now for the last 3 days more than $10 have been wiped off share price. So much for the $10 ""special"" dividend. It should be renamed Special Stick Price Eraser. we announce $10 and it cost shareholders $20.",0.8956
4768,"BOYCOTT AMAZON. NOW WITH A PHYSICAL STORE THEY CAN START DOING PHARMA, ETC. BOYCOTT THEM.",0.5392
4769,It’s a buy under 320,0.0725
4770,Went to Costco once Never went back Don’t understand appeal,0.6504
4771,"Somebody knows something and it’s beyond bad, that’s why the big boys are jumping ship!!!!",-0.4808
4772,Look for the CYBER dips here ...............................................................buyer under 292.00,0.2416
4773,All aboard ???????Train leaving soon !,0.3129
4774,Only reason to buy this is the dividend.,0.3373
4775,"How is special dividend a gift? If it reduces the price by exactly the same amount, effectively forcing some to pay higher tax(as a dividend on 1099div vs capital gain)",0.8698
4776,Costco and Walmart stores are very empty of people. We went shopping yesterday and it was a big supersize because I thought we had to wait in a long line.,0.8116
4777,372.00 soon,0.0011
4778,"Grimbelina, get your finger out of your bum,. get the other hand out of your pocket and you just might be able to spell and type to cobble together a coherent sentence.I don't hate stupid people, Grimbelina, in fact I find you mildly amusing.Now, erase this post. Good boy.",0.9649
4779,"Stocks dont just keep going up, they take a pause.",0.4969
4780,Costco just hit $100 billion market cap!,-0.5145
4781,don't mind competition. But I can remember when Walmart was the evil behemoth. Amazon is becoming the new job killer. I own Amazon but ...I love Costco. cant see why it's dropping like this.I'll buy some more,0.866
4782,"With earnings this Thur, it blows through 200.",0.1907
4783,Still searching for income producing stocks? I have found a site that gives stock picks every week and some of them are pretty darn good. Check them out at the*stock-dork .,0.8592
4784,"Monthly sales AH's tomorrow going to be 25%-30% higher yr. over yr.Share price will go up, $320+ on Thursday ,IMO. Where else is there to put your money many investors will figure!",0.4931
4785,Costco dethrones Amazon. Costco #1 in customer satisfaction on ecommerce sales,0.4429
4786,The move to $400.00 starts Tuesday.,0.058
4787,"REMINDER TO ALL: Once again, do not underestimate the strength of a 'Triple-Bottom'. Nuff said.",-0.0934
4788,Back to 180 next week! Let the bears go running ,0.3932
4789,When is the special dividend date ? thanks .,0.7359
4790,Don't understand at all why COST down this big even though PE is high.,0.2435
4791,"If it breaks 189, I shorting more because the next stop will be 173",-0.5506
4792,BJ's is not Costco's Costco it's a lot more employees and does a lot more business and is well-known,0.097
4793,Just look for the dips thendo some BUYING.,0.5247
4794,To me. Due to intensive competition between AMZN and other retailers. They should all go down. Even AMZN should go down..But that is just me.,0.1594
4795,"Missed by a penny an engineered loss by the analysts as revenue exceeded estimates, all the tight stop loss triggered and look who is waiting to buy at the bottom.",-0.7432
4796,"bullish uptrend, buy on any dips here...........................",0.651
4797,"I own 200 shares of this and I am glad to see it continue to climb, but man it is due for a correction.",0.4088
4798,cost COULD EASILY GO OVER500.00 SAYS ANALYST !,0.4626
4799,Costco is always packed on any day of the week. On Sale items I wanted to buy online including a TV and an Espresso Machine are all sold out. This is a great sign so I look forward to add to my position.,0.927
4800,https://www.google.com/amp/s/seekingalpha.com/amp/article/4292577-costco-strong-buy-ahead-earnings,0.0
4801,how can one day at one Costco cause the company to be worth 10% more.. everyone knew that they were opening a store....,0.6636
4802,"Dear Little Stevie- please explain to us exactly what you do to make a living, your last grade completed and how much you make a year. This should be good....",0.8051
4803,The best retailer in the world. No one comes close not even AMZN.,0.5317
4804,Wait for 10:00 am before buyingbig boys taking it lower....................................,0.2237
4805,Stores open usually 15 minutes early. Parking is close. Need Gas? Go on a non shopping day 1 hour or more before opening or 1/2 hour or more after store closing. NO Lines. Easy Peesey,0.2371
4806,why the premarket panic?,-0.4957
4807,the DIP today allows me to add more .,0.578
4808,Overreacting to vaccine ..... And Kramer’s annoying mouth,0.5498
4809,Selling volume has disappeared after the July sales report.,-0.0112
4810,Costco is for old people. All young people and families buy everything from Amazon for convenience - they don't have to battle traffic and waste time.,0.6315
4811,tomorrow we beat the 52wk high?,0.4246
4812,I just entered back into COST after making some nice gains earlier. Due to the high price I started nibbling and slowly adding to the position. Avg cost basis is ~$245 by 7/1/2019. I wanted some protection against a correction because the stock became increasingly oversold. I wrote some Jan 2020 $270 calls with a $14 premium. I got the protection I wanted by the by reducing my cost basis to ~$239 but stock ran away from me right after I sold the calls I am still under my break even point by a few bucks but the stock apprars to be very strong due to recent same store monthly comps and the rumor of a one time dividend like they did a few years ago. I am a COST member and see the strength of the chain every time I go in to shop. I was looking for some guidance from anyone who is a covered call player.,0.9828
4813,COSTCO (COST) is the FUTUREhttps://www.fool.com/investing/2020/06/23/better-buy-costco-vs-coca-cola.aspx,-0.0157
4814,AMAZON go baby go.,0.5307
4815,"Bottom line is pe is too high, FOR THE FUNDS, and they are trimming positions. Until they are done, then the stock is dead money. I like COST, but my love just cost me 10k",0.8081
4816,Parking must be a nightmare,-0.2523
4817,earning out,0.139
4818,What a rip off when you order delivered by Insta cart from Costco. The delivery person has been told not to give you a receipt and if they miss an item you get charged for it anyway. Talked to store manager and had I picked up my order it would have been $92 but I paid $138 with Insta Cart.,0.8344
4819,170% unreal!!!!!! This should fly by now,0.5117
4820,Do your thing Costco - I'm in decent and have my safety harness engaged. Let's GOOOOooooo!!!!,0.8243
4821,What is Costco’s motivation for declaring a special dividend? Why would they do it? (I know they’ve done it in the past),0.7773
4822,Pretty scary 6 month chart,0.1955
4823,Buy today .,0.2083
4824,300 tomorrow,0.0024
4825,guidance?,0.0288
4826,"Watch Cost go up next week as investors pile in ahead of earnings. I say $290 area before earnings, $300 or higher after, don't forget that special divvy is still on the table",0.2688
4827,When is ER,0.5296
4828,COST will be back! Check out these stocks.....PCTL.....ATDS.....IQST.....VRUS.....BBRW,0.0997
4829,LakeErieMonster..why do you think you're cool? Who told you and why did you believe them,0.6154
4830,"It is the holiday, week of Christmas. The midst of a global wide pandemic that is accelerating. The end of the year. The special dividend that all of you have been carrying on about needing has happened. Let it rest. Calm down. You should be in it for the long haul anyway....right?!",0.9643
4831,Dividend declared today,0.2102
4832,the lines at costco is so long. 1 plus one wait. buy buy buy,0.8701
4833,Yes keep going down! Gonna buy at 142,0.4557
4834,We all saw how STZ reacted today. Up ^ Up ^ Up ^,0.5845
4835,BUYING AS MANY SHARES THIS LEVEL AS POSSIBLE THIS WILL GO TO $390 AND HIGHER,0.8807
4836,Costco is international and whole food is limited to the US plus their prices are ridiculous. Wall street exuberance . Buying opportunity,0.4353
4837,"Tom Hanks, has asked Battle Weary Doyenne, Nancy Pelosi,to have sleepy Joe Biden, replaced by Andrew Cuomo,in presidential race.",0.4012
4838,"added another 100 shares, good luck to all",0.8025
4839,costco for life.,0.2062
4840,"Go Costco go , the shorts should be nervous..",0.1307
4841,Anyone know why the last minute dump? Weekend beer money?,-0.3529
4842,150 closing...,0.0
4843,I love how idiots are selling this off ,0.6461
4844,Hey Jeff Bezo! You have to save the real Amazon that bears your company name! Do it yesterday already! Have some conscience!,0.854
4845,"I'm sticking with Costco. Bought at $80;77/share, have made over 175% so far. This pullback is temporary. With Holiday season approaching, I expect a big bounce-back later this quarter. Costco has been good for me but for day-traders I realize it must be a tough call. Costco keeps adding services (like insurance, car sales, travel programs, etc. Costco has great management, innovative and customer service-oriented. Fairly good quarterly dividends. I'm sticking with it.",0.972
4846,This always happens when Costco reports. It goes down a little then up significantly.,0.0359
4847,timmmmmber................................200.00,0.0
4848,LOOK AT NKE MAKING NEW 52 WKS HIGH COSTCO BE NEXT,-0.0353
4849,Costco announced that it can withstand a trade war. And I am feel good about $COST 's sales and expansion strategies. I think its stock price is still undervalued. https://www.finstead.com/posts/COST-buy-or-sell,0.6072
4850,"Woo Hoo!! New all time high set at $331.15.busting ceiling of $330, up up from here, $400 this yr. easily.",0.8733
4851,COST buying time for me!,0.1929
4852,"For diversification, should I also incorporate some Pricesmart in my portfolio alongside Costco? They are loose cousins, after all.",0.0244
4853,Picked up some at $319.90. It does not matter whereit will be tomorrow after earning. $340 fine. $290 fine. What matters is where it will be in 2025 and beyond...,0.5162
4854,"Orange man should be tweeting something soon, like China talks very promising, then all stocks jump back up n Orange man boiler room friends make mucho $$$$",0.9201
4855,Consider Costco as Cloud based subscription model. Stock is way undervalued.,0.0563
4856,What? Who sold at $305.65 in the AH?,0.477
4857,Where is résistance??,-0.0971
4858,I have been investor in MKC since 2019. what do you guys think about Corona virus effecting the stock?,0.6808
4859,85 pennies away from 270 which I have been predicting would happen since January of this year. Just view my history on this board. Easiest call I have ever made.,0.7241
4860,COST rules the retail world.,-0.2706
4861,I heard COSTO is opening in China. How does all this trade war tarriffs effect this company?,-0.2927
4862,"What is so wrong with having an improving economy with low rates??????rates were this level in 2020, no one complained then.........",-0.6441
4863,Consolidation is over. You better cover shorty. See the rest of you at $270,0.8745
4864,I don’t think costco model will success in China. Different culture. People will take a advantage of their return and membership policy. Plus. Don’t forget in North amearica there are so many DAIGOU can help you get the costco product here. Much cheap and ship directly to you home. It is a tough business for costco. Walmart in China is a good example.,0.9709
4865,"Thank you for the280.0""s",0.429
4866,"Still short, cover at 260 or less",-0.5118
4867,What happen after hour?Did I miss anything?,-0.1811
4868,Cramer likes COST. Probably wont help the stock much. When he first started his show people followed his advice.,0.0799
4869,"The Mad Money interview tonight was outstanding. If you are a holder, make sure you find a replay. It does not take many minutes.",0.6183
4870,pre market crash,-0.2344
4871,Briben is making China great again!,0.7352
4872,Buy COST as its low risk on tariffs......................................,-0.4713
4873,There's a rumour about a stock split. What do you guys think?,0.49
4874,Any shareholders concerned about recent price pull back need only to look at 52 week high and low to put fears at rest. COST remains near all time highs,0.465
4875,"estimate 2.84 eps, came in 3.13 eps",0.0487
4876,"Anna. 352 is a great entry point! China growth alone makes it a dirt cheap investment, they love hot dogs and pizza!",0.9411
4877,"How COST went down over 7 points this morning? I just wonder, so I just pick up some Oct 4, call 280, just for the safe side. All I know that if COST plans to open up store in china two a month. OPP will turn around and upgrade to buy or overweight.",0.6927
4878,CHINA markets doing well !!!!!!!!!!!!!!!!!!!!!!!!!!!production is back to near NORMAL.,0.84
4879,why did this thing flop around today?,-0.2942
4880,"I love Costco and have been long the stock. But they are tripping over themselves day after day. Low levels of important products and no sourcing. There's no selection of computers, sanitizing wipes or other PPE. Manager are hogging the sanitizing wipes for their own stores. Totally fumbling the ball in many ways. Incompetency blamed on the corona virus. I blame the CEO who could have had a plan to increase sales during the pandemic, instead hundreds of millions in sales were lost which explains why Costco if underperforming nearly every other front line retailer. Amazon, Walmart and Target are killing it, costco is fumbling. Sad, very sad.",-0.5646
4881,SELLLLLLLLLLLLLLLLLLLLLLLL now buy back under 200.00,0.1548
4882,"Good riddens, and don't let the door kick you in the tush Warren. Now Costco can keep going up and well above $400 after your charades of selling over past months leaving share holders confused by your mistakable leave. Suck it up ol boy, you lost out..",0.717
4883,Traders are playing with you....trying to draw you in.,0.2501
4884,This is typical...it runs up before earnings....we get a great report....idiots sell on the news...firms upgrade the stock...we go up until next earnings report. Repeat.,0.8547
4885,Was hitting $300 then the orange traitor opened his lying mouth,-0.5728
4886,I see the Wall Street Shemales are dumping for profits. Some things never change.,0.3293
4887,COST #1 pick RECESSION PROOOOOOOOOOOOOOF,-0.5586
4888,EARNINGS WILL BE HUGE !!!!,0.7126
4889,"Just got back from Costco Plano (Dallas) TX. Shoppers everywhere and TVs/products flying out the door. And for a Friday night that’s pretty good. So to me, if big business would stop canceling meetings/conferences/!travel we would be just fine as the consumer hasn’t stopped yet. Jmho.",0.8888
4890,I really really love that drop.,0.4776
4891,Honestly I’m just upset Costco isn’t going to give out free samples when the stores open back up. That’s the only reason I go.,0.7786
4892,"obviously this is a stock that is severely over rated, and oversold..clearly",-0.3341
4893,Still Overbought. Maybe a Buy at 180.,0.3008
4894,Huge miss,0.1779
4895,Are HFT Bots Jumping on COST? https://seekingalpha.com/instablog/15663412-joe_retail/5220402-costco-falling-victim-algorithmic-trading,-0.3556
4896,COST top pick for 2021,0.1936
4897,china trade talk in few minutes in china .....all market is down due to china public announcement and trump tweet ......,0.6103
4898,so thumbs up for up...thumbs down for down...vote,-0.0394
4899,Way Overbought. Will visit 200 this year,-0.1875
4900,Fake news at work...,-0.4038
4901,The Trumpanzees are up early today. Dow down 1400 in a week. Mass murder body count almost 40 last week. Now the orange pedo announces a Toledo mass shooting that never happened. He’s done!,-0.8524
4902,You're Smart to Stock Up on Costcoloading...................................,0.6453
4903,"Perfect time to buy. Overreaction on the Amazon Whole Foods buyout, support at $163. Only up from here. Let's be serious Costco isn't anywhere people.",0.8673
4904,"seems this stock gets to 160,,,gets shorted very hard back to 150 then they slowly go back to 160,,,well i am out now,,waiting to see if its shorted back to 150 then i will buy again",0.4076
4905,Stock is acting poorly.,-0.0646
4906,I hope it goes down because I'd like to get in at lower levels,0.2648
4907,"READING MATERIAL FOR INTEREST OF SHAREHOLDERS OR LOOKING TO BE.Announcement of Periodic Review: Moody's announces completion of a periodic review of ratings of Costco Wholesale Corporation04 May 2020New York, May 04, 2020 -- Moody's Investors Service (""Moody's"") has completed a periodic review of the ratings of Costco Wholesale Corporation and other ratings that are associated with the same analytical unit. The review was conducted through a portfolio review in which Moody's reassessed the appropriateness of the ratings in the context of the relevant principal methodology(ies), recent developments, and a comparison of the financial and operating profile to similarly rated peers. The review did not involve a rating committee. Since 1 January 2019, Moody's practice has been to issue a press release following each periodic review to announce its completion.This publication does not announce a credit rating action and is not an indication of whether or not a credit rating action is likely in the near future. Credit ratings and outlook/review status cannot be changed in a portfolio review and hence are not impacted by this announcement. For any credit ratings referenced in this publication, please see the ratings tab on the issuer/entity page on www.moodys.com for the most updated credit rating action information and rating history.Key rating considerations are summarized below.Costco's credit profile (Aa3 stable) recognizes its position as the leading warehouse club operator in North America, with a destination grocery business that drives significant store traffic, an annuity-like membership model, a solidly-performing international presence, and an innovative complementary internet business. Additional drivers of the rating include Costco's world class operating capability, its excellent liquidity profile, and a financial strategy that has become more predictable and continues to be well-balanced between shareholders and debt holders. We note as evidenced by an unqualified audit opinion that as of September 1, 2019, Costco has remediated the material weakness in its internal controls that it disclosed in its 2018 Form 10K relating to general information technology controls in the areas of user access and program change-management over certain information technology systems that support its financial reporting processes. Thus far, Costco has been able to largely weather the impact of the coronavirus as its stores are considered essential and remain open, however recent steps to implement tighter social distancing, specifically limiting the number of shoppers in stores at any one time, will have a negative impact. With its formidable liquidity and strong quantitative credit profile, Costco has the financial flexibility to successfully navigate through virtually any potential scenario",0.9972
4908,"no Amazon, cost still too high, Amazon earnings growth too strong and make huge money, so Amazon sure be attack cost, cost profit margin too low ,so I think cost can't afford it, so buy cost is very risk.",0.8787
4909,COST shorties have had the juice squeezed out of them like lemons. This behemoth is a short's worst nightmare.,-0.4475
4910,"Come on Costco !!! 4 billion dollars in profit? No wonder your stock is down. No one wants profits. Call yourself a tech company, post financial losses on hardly no sales, and make ridiculous promises, and have the hedge funds manipulate your stock up on misleading headlines and control trades. 4 billion dollars in record profit. THIS IS A SCREAMING SHORT !!!!",-0.7178
4911,"Last week was the best time to buy Costco, tomorrow it could open +4.",0.665
4912,"What is Kirkland, why Jeff Bezo what it to buy that?",0.1326
4913,If I buy on Dec 1st and Sell on Dec 2nd will I get $10/share dividend?,0.3493
4914,g - exactly! We have been had!,0.3202
4915,If AMZN is over $3000 then COST should be at least $1000.,-0.2613
4916,bought this @$352...and it dropped...will it ever make it there again?,0.2376
4917,history of cost stock always drops after er .......,0.4837
4918,geezus..were getting slammed yoday..so much for that nice day yesterday..gone,0.4676
4919,COST is just like AAPL you mustOWN IT DONT TRADE IT !!!!!!!!,0.8472
4920,this is a solid stock..why do people sell it? or is it shorts?,0.4387
4921,"iden’s White House routine: From morning coffee to reading citizens’ letters before bed - OLDwakeup- 10Ambreakfast - 10:30 -11:00 oatmealnap - 11 Am-12PMwakeup for lunch - 12PM lunch - 12 -1 oatmealnap - 1-2pmNews conference 2PM to 2:15 read q cards , no questionsnap - 2:15 -5 PMDinner - 5PM-5:15Bedtime 5:20 to 10Am next dayrepeat as required",0.3298
4922,this stock is a sure thing. Other than a bit of a drop when Amazon bought wholefoods they alway increase in value and the dividend is not bad,0.7057
4923,what happened? beat it went up and then back down,0.2329
4924,Kindly clarify which date is for special dividend. PR & SEC filing shows EOD December 2nd. If you are holder on December 2nd at the closing you are entitled for the special dividend. some says the date is November 30th. how can the date be different from SEC filing? Also as many stated here the price is expected to drop by $10 after the dividend date? what are your views? please help. I am planning to buy 300 shares on Dec. 2nd and plan to close my position on 3rd December before the market close.,0.9791
4925,"On $10 dividend news, stock only rose, $2+plus.rest of t, about $8 is still on the table for people to grab on to.",0.5935
4926,Still selloff with huge volume. Likely more selloff ahead. Looks like not reaching a short term bottom yet.,0.1187
4927,"Still good support at $180.00, but P/E will have to drop to a more normal range of 16 to 20, instead of the lofty 36.",-0.372
4928,"If you don't buy then hold for huge gain after ER, blowing ER coming.",0.9073
4929,sooooo whats the ex date for special div???,0.5788
4930,"Me think the speceal dividend is close. Me Cousin, Jose, he know from haircut man who cuts CEO hairs, that a special dividend will happen soon and he say something bout a stock split, also, Me not sure about the split, maybe soon at christmas when we party.",0.9576
4931,stock sux lately,-0.0011
4932,Shorts better run its coming for you,0.6911
4933,BOYCOTT AMAZON,-0.1531
4934,people are so quick to freak out. it is possible that both COST and AMZN can thrive together. COST caters to different needs than AMZN. go visit a Costco and see for yourself.,-0.5465
4935,I just read they are making all customers wear a mask starting 05/04.....I guess you are safe today through then.,0.6443
4936,This stock is a dog. I am buying 100 more shares.,0.6527
4937,"Ex div on Aug 30, 2018.",0.1566
4938,Buy COST here at these levels..............................150-153.00 a STEAL !!!!!you will see in couple of months the recovery hereMARK MY WORDS !,-0.701
4939,I think there might be a special dividend coming next month,0.6486
4940,Starbucks from $45 to $90 with China expansion. Costco from 280 to 500 with China expansion. Mark this and check my history in stock picks,0.8974
4941,Where are you hooya??????,0.3053
4942,"Talking with workers at Costco about how much labor they are using to keep as many registers open to get members in and out quickly and how much their spending on sanitation crews. znot in the 31 years I worked there did I ever see that much payroll being spent on any given day, not even on the holidays.",0.424
4943,Open tomorrow looks big time up,0.2487
4944,Special divvy coming ! Woohoo!,0.737
4945,Red to Green! Go green baby!,0.2267
4946,Short sellers trying to scare retails.,-0.7487
4947,"Telsey Advisory Group's Joseph Feldman reiterated an Outperform rating and $330 price target. ""Costco's May sales were significantly better-than-anticipated -- a strong rebound after a soft April that reflects value and high member loyalty in a tough retail environment,"" he writes",0.9173
4948,People already stocked their stuff and won’t buy anything for awhile so COST WMT AMZN are not doing anything today,0.4503
4949,video stores used to charge membership fees until their world turned upside down!1,0.4047
4950,Kevin C Remember Obama years the feds went down to 0% and still didn't work,-0.2846
4951,Crashing at the close - another down day.,-0.239
4952,"UPDATE: Costco clears $4 billion in earnings for first time amid record growth, but the stock is falling",0.2416
4953,Sep sales numbers today ?,-0.0068
4954,$270 by the end of the month,-0.0213
4955,Why is it down lol,0.2564
4956,my long just got longer,0.5392
4957,"The big boys can't hold it down for ever, unless they know something we dont! Staying long for years!",0.776
4958,sold 244.73,0.0
4959,"We shop at our Costco every week, what no one has mentioned is during the height of all this, they had a limit of 125 guest at our local stores, now it’s up to 500. They did this for the protection of there members which is great. But, I have yet to hear any of the analysts mention this. Nice for a company to look out for there guests/members. Love Costco, long and strong!",0.9785
4960,"COST, need to adapt asap AMD 7nm superior secure technologies vs Intels old antique 14nm flaw products with more than 80 patches...……….. old technologies kills sales...…..",-0.0649
4961,Alibaba may buy out Costco Wholesale for $200 a share! Baba wants to be competitive with Amazon!,0.8766
4962,Must be selling some good dope.,0.4754
4963,200ema rejection 3 times on the minute time frame.,-0.5821
4964,Who is paying 3200 a share for Amazoo with a p/e of 122 And no dividends. I wish Costco had a p/e like that. Amazoo is a RETAILER that owns very little property but loves to spend money. Good Luck to the AMAZOO Fans. I use them occasionally but would never waste my money with stock.,0.9508
4965,"a predatory amazon strategy is still in effect. AMZN sells goods cheaper than anyone else do not making any profit but slowly swallowing the whole industry. Some ""investors"" behind AMZN back are paying for everything. Those ""investors' are super-deep pocket players, likely connected to the highest financial elite (otherwise you are unable to understand AMZN valuation that exceeds any reasonable digits in a factor of x25-30). According to fundamentals AMZN right price is $30.",0.8291
4966,take off to fresh HIGHS soon.,0.3411
4967,"Here's to all you COST shorts, thanks for the pop. Now get back to buying.",0.6671
4968,"I can see Amazon hurting Grocers butWhy is Whole Food acquisition such a threat to Costco?Is Amazon planning to do any of the following ?Change TiresSell Cheap GasSell ClothesSell Electronics and PhonesSell FurnitureSell Toilet PaperSell wines Sell Appliances.,,",0.4494
4969,this right where I bought in at in Feb....so in 4 months I've gone nowhere,-0.23
4970,"ST will be anywhere between $130 to $180 by Eoy, guaranteed...bet accordingly.",0.4739
4971,Its a STEAL HERE folks..........................................,-0.6937
4972,With all that's going on I would say they hit it out of the park. The W.$ Gansters at it again!,0.5426
4973,Swinging,0.0
4974,Lots of shorts on this board trying to push the price down. Good luck fellas.,0.7252
4975,Bought HSKA at 4.00 sold it at 115.00 Bought DZSI at 5.00 now its a 13.96 on its way to $75.00 Bought COST,-0.1083
4976,"Revenues up on stockpiling, but bottom line missed. Can you just imagine how bad the following quarter will be? I’m not taking a chance. Selling here.",-0.5729
4977,"NO ONE has said that a special dividend - if there is one - will be $18.50 per share! That is the cash on hand. A special would be some fraction of that. The stock price will be reduced on the open by the amount of the payout. For taxable accounts, it means more taxes for you.",0.9538
4978,"It's always packed when I shop in costco, I don't understand why stock down, so frustrated",-0.4857
4979,18% over a year ago and 107% on lineamazing,-0.0412
4980,"Approximately $18/share increase since exactly a year ago only. Kind of low for such a strong company, especially through COVID, people stocked up their supplies. Wondering why? ",0.8258
4981,Why in the world would anybody short a 154+ stock in a prime best of breed company? I sold high today and bought back more. Amazon is not the one I want buying my food and sending it to my home. Amazon pays slave wages and would you like someone making 10-12 bucks an hour buying and properly taking care of your food that you feed your kids or yourself. I go to Publix or Costco to buy my own food.,0.9822
4982,lets see i got 100 comtract puts 152.5 for average 0.10if it tanks to 155 my puts worth 3K,0.3746
4983,"Their sales will go over the roof. In my area people are buying paper tows, water, all kind of canned food like a crazy. Next Q will be blowout earnings...",0.1418
4984,"Costco is killing it in sales have you been to a Costco this week?sold out of water, toilet paper, Lysol, alcohol pads, gloves, rubbing alcohol. And now they are limiting cases of water per person to 2 or 3",-0.6113
4985,"went to 30 percent cash on this rally and just put a third of that in costco this morning. i still want to be in the market. its too fun, and costco lets me watch something low risk while i pass the time stuck instead. I guess I need a hobby.",0.56
4986,More UPGRADES............................buy here while itsCHEAP !,0.2012
4987,"Relax people, Costco had a big run up the last six months, and now corrected to a more suitable multiple",0.5853
