,Recent headlines and conversations for COST,Polarity
5172,COST is the one to HOOOOOOOLD here !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,-0.3409
5173,Good short.....,0.4404
5174,costco bombed,0.0
5175,"wow, Kenny holding on to rite aid as it plummeted, and now getting bought out by walgreens for less than he paid for it? that guy has the worst investing skills ever",0.7077
5176,did anyone see how much this CEO pig makes?,-0.0179
5177,Costco expects items returned from freaking customers,-0.3743
5178,up up and away........................thanks again for theSILLY DIPS.,0.4068
5179,"Love Costco at this price and their special dividends. If the economy starts to tank, COST memberships are the last thing people cancel. Cheap gas and lunch make it worth the buy.",0.7806
5180,Hang Drumpf,0.1576
5181,"come on costco,,i need 160,,, my calls will be worth a fortune,, i also have the 157,50 puts, but a good run will help more,,if it tanks i make some but its close to a wash .. lets go COSTCo,,,,,just a quick run to 160",0.915
5182,"damn,,,come on costco,,,170 is needed by tomorrow early on,,, lets run ,,,i am long tons of Calls,,made my money by selling half of them already but want the other half to be real big returns,,,,bought stock today at 168,,lets run it",0.8752
5183,Imagine if Macy’s had a + 11% comp sales ,0.022
5184,thia needs to stay above 365 to go up again,0.4921
5185,What’s going on here?!,0.1022
5186,Up tomorrow,0.1885
5187,no Santa Claus rally this year,-0.4006
5188,"after the big pullback, costco is to stage a comeback...jump on the train now!",0.1769
5189,COST reached an all time high at 287.16,0.1463
5190,"I am tired of losing on Costco,,,is it doomed,",-0.8622
5191,where's doctor_lose_money at?,-0.0068
5192,Look for379-383.00 soonbetter cover shorties........................,-0.1332
5193,314-318.00 possible here.better cover shorties.,-0.1025
5194,LOOK for theSILLY DIPS as an opportunity again.,0.2745
5195,behave kids!,-0.0818
5196,Nibble nibble.,0.3642
5197,short COST on Monday - their stupid online system down now! I am amazed,-0.7012
5198,"A bunch of shorts spewing lies! sure Costco isn't busy in these trying times, sure food and regular nessesities aren't in major demand.Dont be fooled this stock is a powerhouse right now, feeding the American as well as Chinese in a major crisis. very bullish on this one at least until this virus is over.",0.5221
5199,"Come on 189, I know u can get there",0.2226
5200,gawd...this was up like $3 just an hour ago,0.5996
5201,COST should never be less than AMZN,-0.0394
5202,"COST became a low volume trade, not sure why",0.1361
5203,COST reached an all time high at 296.38,0.1463
5204,215 by the end of the day,-0.0185
5205,Need volume to be higher to confirm a bottom. Volume is way toooooo low.,-0.1773
5206,"why are people buying call options for the 160 for next week,, its not running,,fools",0.4563
5207,COST is down 6.38% to 283.00,-0.4082
5208,Costco needs to limit number of people. 100+ gather in a building won’t jive!!,0.5754
5209,Costco Disappoints and pe 32 is ridiculous this needs to fall to 175..,-0.6874
5210,"This is a Great company. I can not understand why this continues to drop other than a bunch of wimps, sheep who follow the herd to slaughter. If Amazon takes away any share it will be several years & I don't believe they will change COST EPS at all, any intelligent opinions?",0.7786
5211,Did you need a Costco membership to buy Costco stock? No you just have to be a tard,-0.3344
5212,COST is up 4.93% to 227.48,-0.0083
5213,"Long at $157.25, Amazon and Wholefoods not going to give us free in-store samples and $1.50 hotdogs....",0.811
5214,this is just no good no more,0.0018
5215,"I got my EBT, got my FREE MONEY today. Gonna go make life hell for Costco workers today.",0.4687
5216,Ouchh this looks bad,-0.5285
5217,Going green before close,-0.0067
5218,"280 open, then i'll buy a boat load for a flip",0.2167
5219,Ashley doing ads,0.0
5220,"Let MM""s bring it ON SALE for you...then pull trigger..................................",0.6041
5221,I jumped in on this been wanting to a long time...ask price will be high tomorrow jump on in,0.6994
5222,"KR went down big too. KR, BBY is cheaper than COST",-0.0696
5223,"Low volume on upside to ~ 160.4 and then higher volume to smack it back down.This is BOT trading. Until they flip the BOT to buy, then we are stuck.I have until July 21st to see it climb.",0.8705
5224,To $50 ...,-0.0046
5225,#1 most losing stock I own. COST,-0.2941
5226,Think long and steady...,0.4835
5227,Back in at 157.83 After selling yesterdayGLTA !!LD,-0.2235
5228,"LOOK for the SILLY DIPSto buy here,looks 270.00 was max pain.",-0.5131
5229,"Just because the margins are down, the stock is really selling off. Well, Amazon gets a pass. They don't have to make much money. If AWS didn't fund the rest of the business, they would be hard pressed to show any profit at all. BOYCOTT AMAZON FOR THE HEALTH OF THE ECONOMY.",-0.3636
5230,"@ Riley, yes one day the market will go through a serious realignment but not now, interest rates are still very low, consumer confidence is high, corporation are making insane profits, The bears are in the cave, enjoy it while it last",0.9624
5231,"Need to close the $180 GAP, lol",0.1677
5232,Losing my patience with Costco lol,0.2594
5233,Tom is a troll without a dime to his name,0.3211
5234,"DOWN she goes, should have listened!! LOL",0.5582
5235,Options show a close at $155 and I seeing that correctly? Can I get back some of the 10k I lost?,-0.3549
5236,Look at BABYF plant based formula that will probably end up at COST at some point.,-0.2709
5237,Let?s f#^%<#$%$>%#$%$ go,-0.0011
5238,I like Costco but the Costco by my house has gone down in customer service a lot. It seems like all the workers are always having bad days. Anyone else notice this? Hoping it’s just an issue my local Costco is having. Almost thought about not renewing because of it,0.5558
5239,Amazon + Costco could end up as a GREAT partnership !!!positive things from here..............................,0.9479
5240,Did I miss something stock just jumped and Dow spy and Nasdaq are all down,0.0033
5241,to all the 350 call buyers ... THANK YOU !!! loved selling those to you bagholders,0.895
5242,walmart and target stock doing much better,0.6791
5243,avoid falling knife here. more pains to come.,-0.7893
5244,"Bought 6K of Costco on the cheap! The reason Whole Paycheck was half price is because the store is bloated and inventory turns are low. Costco has the best inventory turns therefore the best price. Funny how walmart, kroger, and Target are all down. Nobody mention Traders Joes. They are killing all the grocery stores except Costco. You can't make a whole foods a trader joes unless you cut the physical store in half.",0.7442
5245,Costco was empty this week. Not one car was getting new tires. People working off their hoard for the next several months.,0.2484
5246,LVXI. Heavy trading buy volume,0.0574
5247,"THANKS for the heroin FED reserve.....a junky addicted to cheap money will eventually DIE. I doubled my PUT position paying $2.5 for the July 5, $265 PUTS....up FOURTEEN straight will not hold. Economy clearly weakening....how long before the layoffs come? Worst I can do is break even at this point.",-0.6475
5248,down $70 from 3 months ago,-0.1751
5249,get your $$$$ ready to do some BUYING...................................,0.469
5250,they say would be 1% better in u.s. comps but bad weather was factor,-0.478
5251,Is Costco stock going to split soon?,0.321
5252,bought more to get even. a solid company,0.189
5253,"Adding to the SILLY DIPS............................................300-305""s",0.1912
5254,"look at the call options,,,the show no premium,,,so the stock is dead money for a long time,,",-0.429
5255,The PE needs to go back to $25. Overvalued!!!,0.2409
5256,President Trash is GARBAGE!! He has negatively affected our nation and our 401k’s !! Costco’s management team has done great to increase the value of our stock despite the stupid President and his stupid tariffs!!,0.556
5257,ha ha costblo.,0.5859
5258,It’s been red since December. Im sick of this.,-0.5117
5259,"how funny is it they down grade costco,,,costco is huge and amazon will not hurt them at all",0.1125
5260,after hours getting killed. can't find any news,-0.7357
5261,down $20...this is oversold,-0.1984
5262,KEEP CALM AND JUST WATCH,0.6052
5263,Looks pretty cheap but I prefer M for yield.,0.556
5264,"Costco puts the customer first. Their return policy is the best and even gets abused but this guarantees return customers, returning to the yearly membership fee to gladly pay up. It's a club after all and people want in! Where can I get a 3 pound can of Colombian coffee for only $9.99 ..Costco.",0.3534
5265,Big line going into Costco yesterday due to them handing out sanitary wipes for your shopping cart at the entrance.,0.6317
5266,Ouch ...I’m getting killed,-0.8388
5267,Even with the crowds this might be down 10,-0.157
5268,Will we see $280’s by the weekend?,0.05
5269,"IS THERE ANY HONESTY ? I POSTED A FEW MESSAGES NEGATIVE IN NATURE SEEING THAT THE STOCK HAS LOST ABOUT 30 POINTS IN 3 WEEKS AND MY COMMENTS ARE NO WHERE TO BE FOUND. THE ONLY ONES THAT EXIST ARE THE POSITIVE COMMENTS ' GEEE...THE STOCK IS LOW, GREAT TIME TO BUY' IS THERE ANY INTEGRITY HERE ? PUBLISH THE GOOD AND THE BAD.",0.957
5270,Look for these SILLY DIPS as another entry point.,0.2838
5271,BUFFET says COST is considered CHEAP here..a BUY !,0.7326
5272,Selling share to stop the bleeding.,-0.1614
5273,Very bearishNot worth 238Maybe 210,0.2263
5274,out of cost at a no loss no profit cnnot take it anymore,-0.2934
5275,139 viewing,0.0
5276,Nabeel you wanna explain about gonna hit 300 today or admit you might be wrong,-0.0065
5277,#$%$,0.0
5278,anyone know why AH is down?,0.2707
5279,I like to see 318 Before earning,0.3684
5280,Walmart is up over 8% and Costco 4. Crazy. Costco stores are wild.,0.057
5281,Costco got rid of Kirkland $12.99 jeans. Time to try BJ warehouse. I will not be renewing my membership.,0.0231
5282,What time is earning call?,0.1313
5283,solid qtr by Costco - did they give some grim future outlook? why is this stock selling off after hours?,0.1077
5284,why is this dropping so much??,0.1629
5285,Trump has NO intentions on a DEAL with China.its all B. S.,-0.5657
5286,will dip another $7 dollars before going back up,0.4284
5287,If this was AMZN figures it would be up $100.,0.2838
5288,What do these clowns really sell.,0.1409
5289,"this is why PE ratio is meaningless,,,why would the stock rebound if its too highly valued,,it would not,,,",0.6503
5290,What the ?!,0.0931
5291,"Costco is just killing it. Check out the last 5 minutes of trading on 3/17, 960K buy ins...Noice! Spring is here and everyone is flocking costco. long lines and no parking??!! that's a great thing! Let's go Costco! Let's go Costco!I think gauging demand for costco is determined by seeing how many buy ins there were at the last 5 minutes of trading.",0.8926
5292,Imagine if they missed,-0.1491
5293,"$300 ,coming",0.0537
5294,Overvalued at 30 times,-0.2561
5295,Back to high $160's and low $170's.....peeps have had plenty of time to buy.,0.3296
5296,Pump and dump,-0.338
5297,let's have another ^$20 days,0.0676
5298,WAS UP $3 NOW DOWN $8 LOL,0.6293
5299,Cover shorts... it's getting ready to rock tomorrow as future is up once again...,0.8081
5300,"Dirtbag,Enough posts. Get out Now and go collect beer cans.",0.0444
5301,Best retailer missed Wall Streets consensus numbers...crazy,0.4541
5302,SHORTING MORE,0.0
5303,sad to say..I dumping this manure,-0.6519
5304,The orange fuehrer can't keep his mouth shut. 1 1/2% drop from high point today.,-0.3048
5305,"Can you imagine being a Mommy-moochin', geographically-challenged, unemployed, unmarried, childless, mouth-breathing, knuckle-draggin' l'il Sterile Sissy King with an imagination bigger than his teenie-tiny weenie, and having shorted Costco at $113 and then refusing to talk about it? I mean, that's only $62 in the wrong direction.Then again, when you've got an imaginary yacht, think that you live in the south of France (when in fact you live with your Mom, 'cause your adult life failed), what's one more whopper to an old fibber?Please note that I didn't mention any names. I await the usual imaginative reply of how he's ""doing my wife"" as I post. That'll deflect from his obvious failure and his inability to confront it.",-0.7951
5306,$COST Target Raised by Credit Suisse Neutral USD 328 » USD 370 Upgraded by Barclays Equal Weight » Overweight USD 400,-0.7774
5307,"New report: Amazon Prime subscriptions soarFriday, 7 Jul 2017 | 5:13 PM ETCNBC's Deirdre Bosa reports on Amazon's uptick in Prime memberships which have doubled in the past 2 years.The new Prime members used to be Costco members.",0.7509
5308,"$300 ,,here we come MM WANT THIS DOWN before earnings",0.4841
5309,"There is no way Amazon food business is going to work for me, I prefer to go out in the store and pick my own fruits , veggies........ fresh !",0.6096
5310,"Look for the ""Silly Dips"" as another BUY opportunity.",0.6391
5311,"my question is where is the bull market,,,i am seeing costco fall from 180 to 156 now,,where is the bull",-0.4361
5312,3000.00 now,0.0264
5313,"This stock is beginning a nice run, It's not going to pull back 8 points from here. I hopped on today to ride it up to at least 175 short term. (3 weeks to a month)",0.7521
5314,is the guidance weak?,-0.4309
5315,"The wife and I went to Costco Wednesday afternoon. The place was packed, even more than usual. Luv this cash cow.",0.4185
5316,Ha ha all u costblo losers its down again.,-0.1062
5317,This is Proof that TRADE WARS are damaging to countries.......................................,-0.767
5318,Time to enter the trade again.,0.0184
5319,Bought back my PUTS again!!! I KNEW the FED would jack the markets....but watch it fade.,-0.3145
5320,"I have said this for years and I am 100% right. Costco is led by a team equivalent to dumb and dumber, and have always made money despite their inept stupidity. simple as simple gets!!",-0.6124
5321,Wait to buy back 237.00 -238.00,0.2932
5322,I think Hairbag just jumped off the cliff.,0.063
5323,"you all need jesus. #$%$, thanks. enjoy the rest of your lousy day",0.8199
5324,120 or lower may be in cards!!!,-0.4671
5325,CRAMER ......................its a Buy and hooooooold.,0.3714
5326,Anything?,0.0901
5327,I'd hate to miss Costco under $300.,-0.6764
5328,Nice pullback just prior to Earnings !!!!!!!!!!!!!!!!!!!!!shorts gonna get BURNED as usual !,0.6857
5329,Look for318.00-322.00,-0.0678
5330,"will have the same fate as HD, will drop hard the next 6-8 weeks",-0.5297
5331,Amazon may hurt a lot of competitors of Costco more than Costco. End result less Costco competitors which will end up being better for Costco.,0.1605
5332,"easy money on slow trading holiday black Friday,,just short for the day,,everything is falling since buyers are gone shopping,,,",0.0652
5333,we might see green today,0.1949
5334,"Funds are moving in, they take it up and down all day like a wave....this is the bottom",0.4899
5335,Down again in an up market,-0.0866
5336,Costco will go up this week,0.1603
5337,Guidance will kill it. Only $ they make is on high prices stuff from China,-0.0323
5338,please go down more.....hahahaha.....thanks for all the fake news I made the right bet.,-0.3444
5339,Way Overbought.,-0.0059
5340,Good buy of good short here?....,0.4826
5341,#$%$ 70% increase? Dman dude that at lweat a 20% stock jump. Thank yoU!!!!!!!!!!!!!!!,0.8554
5342,200ma support,0.4019
5343,We just cancel our Costco membership and never been happier. We getting far better value with Amazon Prime at 40% less.,0.8807
5344,Get out now imo,0.2144
5345,This garbage has managed to shed $10 per share since I picked it up. Wow! Sell now. Don’t believe the hype.,0.6254
5346,wimps gunna sell off Costco at the power hour,0.5098
5347,Quarter report pre or AH?,0.6398
5348,IF ANYONE ELSE IS UNHAPPY WITH COSTCO'S PERFORMANCE I URGE YOU TO DRIVE TO YOUR NEAREST COSTCO AND DROP A DEUCE AND DON'T FLUSH! THIS IS A WAY TO PEACEFULLY PROTEST....,0.4565
5349,No momentum againSinking like a rock,0.5242
5350,Cost will drift down to 250 level Pantry sticking over,0.0518
5351,up and away.................... sorry shorties..................................COST and AAPL are a buy and hold !,0.3647
5352,This is what is going to happen to COSTCO if they miss...Remember this company sells a lot of stuff that costco sells outside of foodthe magnitude of the miss males it unlikely costco will make it;s numbersthe runup was huge it was 110 a few months ago is this the time to lock in gains while it is hardly down from it's overpriced high ?Bed Bath & Beyond Inc. (BBBY)29.79-3.95 (-11.71%) <<<< this after already falling huge over past few monthsAs of 12:57PM EDT. Market open.http://www.marketwatch.com/story/bed-bath-beyond-shares-tank-after-earnings-sales-miss-2017-06-22?siteid=yhoof2&yptr=yahoo,0.7126
5353,DONT BUY ON MARGINS EITHER,0.3008
5354,Company will be dead for awhile so get use to it.,-0.6646
5355,Keep dropping loser ha h ah ahewww,0.113
5356,the calm before the storm...,0.3131
5357,BIG CASINO...that's what you get having a fraud for president,-0.2895
5358,everytime I open this it gets worse,-0.4945
5359,https://finance.yahoo.com/news/costco-quarterly-sales-narrowly-beat-203105235.html,0.0
5360,Kramer says buy,0.1332
5361,DONT REACT TO AFTERHOURS,0.3046
5362,lemme guess...buy the silly dips?,0.0101
5363,"It looks so bad, monthly sales beats last month, but stock just moves less than 1 point. I thought it will pop up 3-4 pts. like last month.",0.7051
5364,is this a corona stock?,0.2115
5365,Targets are raised ...again ......................400+,0.0
5366,Cal Cunningham N.C. Senator is another Bill Clinton. Gets caught texting girlfriend and then boohoos!!!,0.2354
5367,"i would have to be on life support before I ordered groceries from Amazon. Wall Street just thinks Amazon can do no wrong. In actuality, they need to start turning a profit. The only place they make money is on the cloud and Amazon and Jeff Bezos are neither charitable. Walmart gave over 30 million to the recent disasters and I read Amazon gave 1 mil. Amazon is too busy trying to destroy every industry. I fully expect them to have a birthing room soon with a child care facility in the middle and a funeral home on the end very soon. Each day they announce getting into some new industry which takes down everything in that sector. Today it was the drugstores and yesterday it was the delivery sector. BOYCOTT AMAZON BECAUSE IT IS A CANCER AND THE WORLD CAN DO WITHOUT IT.",0.9616
5368,COST is NOT China !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!buy on weakness........................,0.5474
5369,Morning/mid day dip and back up/higher in afternoon/close. Rinse and repeat.,0.6393
5370,COST way UNDERVALUED here.Great entry.,-0.1148
5371,Beat earnings by 3 cents. Prepare for green at market open tomorrow. Ignore any idiots and market manipulators bringing price down after and pre-mkt.,-0.3019
5372,I hope it goes even lower. Awesome buying opportunity!!,0.8814
5373,Huge BIG BLOCK BUYS came in early and one of them was mine. Will head into the green $$$,0.1496
5374,"over 37 PE now, way overpriced",0.1559
5375,$325-$330 tomorrow,0.0024
5376,"Road to $250 Begins, Very Bearish outlook ahead.",-0.7909
5377,"no one wants this stock, too expensive",0.1048
5378,$157 is the bottom and $162 will be here Monday.,-0.3356
5379,this stock all of a sudden sux...was so happy to have it..not so much anymore,0.6744
5380,"Costco has extremely loyal customers, and the prices beat Amzn almost across the board. The New Item offerings are fantastic, along with the research that goes behind the products they sell. Good luck trying to chizzle off any kind of meaningful customer base from them. Load up on Cost.",0.9748
5381,I guess these earnings aren't good enough for the investors so they sell!,-0.1509
5382,Where are the bashers today???????,-0.259
5383,The problem with food delivery is: many stores tried that before and no one was successful. People tend to see product before buying and eating it. Delivery food... doh how come those eggs so small today.,0.9097
5384,sell offcontinues.,0.0704
5385,global meltdown.........................CRAMER says get out NOW.....................................................,0.0791
5386,You can tell the haters! But you can’t tell them much!When you live your life on the negative you are miserable! Lose money all you want but give the rest of us a break from your hatred for all things America!,-0.9196
5387,"I'm happy that Funue says he has 'muted' me... however, we all know that he isn't capable of actually doing it. That would require self-discipline.I guess he was really embarrassed by his own posts. The truth is a very powerful thing.",0.8402
5388,COST is down 5.21% to 295.11,-0.4082
5389,Wow. Bit of an overreaction. Earnings beat. Good guidance and I guess its bots and stop loss. Nice.,0.8083
5390,This stock is a joke...... Never again,0.2649
5391,Donald Trump is mentally ill. Lying is one thing but this sick individual lies to his own supporters - he cannot help himself.He needs professional help.,-0.8461
5392,"I've been looking for a good entry point for Costco, but keep missing it because this company just keeps getting better and better. Costco is here to stay. Good luck to all!",0.9569
5393,$276 limit orders,-0.0711
5394,"starting to come down, sell and lock in your profits. Don't be greedy!",0.5228
5395,clean up in aisle 5 in corona store......,0.4813
5396,Waiting for shorts to bring it back down.........................then BBUUUYYYYY,0.1445
5397,Watch out. Cramer jinx the stocks and ask everyone to take profit. Either people will create volume for institutions to kill you when you short or the stock will drop 5% on profit take,0.0508
5398,COST usually disappoints,-0.4672
5399,"They announced their special $7 divvy a week ago. It was around $176 and change. Now it is $182 and change. The reason is everybody wants that divvy and there are few sellers. So next time they announce a monster divvy, get in quick.",0.7151
5400,"the issue is the Bulls are not buying the stock because they are waiting for weak hands to sell here,, and drive it down to 149 level",0.3884
5401,Lets see how things go. Have some calls ready for this ER,0.7477
5402,I just saw the guy walk by to change the computer BOT'S to the buy side :)No kidding. Elevator up?,0.3613
5403,selling over bounce coming,-0.0632
5404,"why is everyone ARGUING how great COSTCO is,,,the stock is what matters and how many are not happy the stock has dropped from 169 to 154,,, NO ONE,,,so shorts and longs are killing it",-0.0591
5405,Amazon WILL PUT EVERYONE OUT OF BUSINESS. Costco membership doesn't even provide free delivery nor does it provide consumers streaming video.,0.7077
5406,wow big drop,0.4862
5407,What does COST have to do with China deal ??????????????????????????????????NOTHING.............................,0.4903
5408,I think its going to 175 soon,0.053
5409,Bull Traps all day.,0.0038
5410,Close 348.00??,-0.1635
5411,3 upgrades already !!! Go Costco Go !!,0.3592
5412,Under 300.00 a steal !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,-0.6815
5413,Best prices and quality just at COSCO.,0.7172
5414,Just loaded another 2000sh at $150.35 this morning. I will certainly gain a double next month...Good price for today!!!,0.8564
5415,This wants to close at 325 going into earning call at 4 but market downdraft is pulling it hard,-0.1203
5416,310.00-315.00 soon,0.0011
5417,325 tomorrow？,0.0
5418,Why falling with good ER?????,0.5581
5419,"the economy is so good its over for stocks,",0.2044
5420,Thanks for thoseSILLY DIPS.......................,0.4478
5421,#2 testing,-0.0438
5422,Its all machine trading now...................................CAPITULATION needed.,0.1371
5423,4:15 earnings,0.0824
5424,"The market is reacting to the fact that that the Democrats are taking the house in January. Every body is absolutely terrified. They are going to raise taxes ON EVERYBODY. They are going destroy all the progress that has been with this administration. Just look at the economy now compared to the last disaster on ""president """,-0.776
5425,Bought this garbage at 378 a share because I was under the impression COST couldn’t lose. What a bone head I am. Dropping this trash at a loss. Figures.,-0.712
5426,"As shopping continues to shift away from brick-and-mortar stores to e-commerce, the worst days for traditional American retailers are ahead. There is no membership fee, parking, time and gas.Kirkland and Costco are too expensive with lousy services and membership fee.",-0.8153
5427,Told ya the bleeding has just begun! $290 open tomorrow,-0.1507
5428,"I think most people fall in love with Costco products and services, and in return willing to pay a high stock price. But bottom line to make money in stocks, it is valuation, valuation and valuation. Looking at the company's PE, profit margin, operation margin, ROE, revenue and profit growth and compared that to other retail stores, then you will see why the COST price is bit pricey.",0.9684
5429,costblo must sell some good dope.,0.536
5430,I think this is ready to crash,-0.0055
5431,Cost 1 cent icecream shares forsale at ARSN,0.4311
5432,"Look to BUY on the silly dips,,,,,,,,,,,,,,,,,,,,,,, let MM""s bring it lower for you to buy.",0.294
5433,Selling old stale products doesn't work.Told ya so.,-0.0368
5434,the days of Costco ramping up $15-20 increases are done,0.4375
5435,Costco Wholesale is down 6.38% to 283.00,0.3316
5436,Seriously looking for a green close today. Will eat a hat if it happens,-0.0546
5437,I need my Palmetto Pimento Cheese.I guess I will go to Sams.,0.0715
5438,SHORTIES getting BURNED !!!!!!!!!!!!!!!!!!!!!!!better cover .................... we going higher......................,-0.6186
5439,KSS getting slapped on report of low holiday sales compared to prior year.,0.2987
5440,i added more. 295. thank you,0.4214
5441,Y down,-0.242
5442,https://finance.yahoo.com/news/1-n-y-fed-empire-131003985.html ALL IS GREAT (LOL)!!!!!!!!,0.7341
5443,"Loaded back350""ssssssssssssssssssssssss",-0.1322
5444,BERNSTEIN IS GETTING PAID for silly unjustified Downgrade !!!!,-0.3282
5445,Godamit man I should of resaerched how this ticker reacts to earnings before i got call options #$%$ i just got burned,0.0424
5446,The run on TP and paper towels is on again. Idiots! Costco just got in pallets of both today and every cart had one of each whether they needed it or not. They ran out within 30 minutes and a whole isle was overflowing with the product. What is wrong with people? Costco will always do well. The place was packed and every checker had a back up line of customers.,0.5585
5447,COST to administer Vaccines soon !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!look for silly dips as BUY here.............................,0.4479
5448,most members demand more value! wholesale options? less parity with retail values,0.707
5449,Timberrrrrrrrrrrr,0.0
5450,"P/E of COST is 36, but it should be 16 to 20. Clearly over-valued.",0.5114
5451,"It's about margin comprehension Amazon is going to put so much pressure on everyone throughout the food supply chains to lower cost. This will be a great time for the consumers, not so much for the suppliers, distributors and retailers. including Costco. Amazon won't care for a long long time if they lose $$$$ in groceries.",-0.6562
5452,"weak. so disappointing. all those that bought early March. projection was NOT to be down 10% down, it was for a big pop considering their surge in sales due to the pandemic. this was so disappointing.",-0.7397
5453,now what,0.0601
5454,"you can buy anything cheaper from amazon now, shipped to your home. Why bother?",0.6036
5455,Tradergirl learn how to read charts and see a trend in stocks. Until u do that I’ll advise you to stop wasting your hard earned money investing.,-0.462
5456,Crammmmer is saying it is time to buy COST. We will see if he is right. He said that starting on Tuesday might be a good time to buy,0.6618
5457,"you can see the negative trading on costco,, each day they are shorting it down,, looks like costco up days are done with,,,not the company the stock,,",0.1697
5458,America is now in a recession - who will this idiot of a president blame for his incompetence??,-0.9095
5459,My thoughts on COST http://www.shortmetina.com/hot-stock-picks.html,-0.1275
5460,Buy the SQQQ options !!! this has broken an important trendline to the upside with a objective of 16.,-0.3677
5461,See you in the new year.,0.1119
5462,Buying more today!,0.4011
5463,Hitting ATH today,0.7854
5464,Uxin January 15 strike added,-0.128
5465,Trump just signed to delay Dec tariff.,-0.2333
5466,"If it's down 1.5% or more tomorrow, I'm gonna open a position in COST",-0.3166
5467,COST is up 4.92% to 293.62,-0.0083
5468,thanks 341.60,0.4404
5469,COST China news looks very very positive so far.,0.6896
5470,Bad guidance on the call will take it down.,-0.6421
5471,150.00-155.00 buying more............................,0.2731
5472,Costco Wholesale is down 5.78% to 280.23,0.3316
5473,This is stuck in a super tight range. Guess I’ll sell and move along...,0.725
5474,costco to replenish all hurricane areas!,0.1482
5475,PRICE HAS NOT MOVED THE PAST 30 DAYS.,0.4827
5476,why is cost dropping so much?,0.0453
5477,Trump has lost his trade war. China's economy is still growing at 5% while US manufacturing is falling. This will take down COST also.,-0.8488
5478,"I think this stock is mbvaxed at $300...doednt seem to wander much from that, thasts where the big boys like it",0.6883
5479,Anyone who buys anything on Amazon deserves to lose money on Costco stock. BECAUSE YOU ARE PART OF THE PROBLEM.,-0.5265
5480,Anyone know when the board meeting is?,0.2336
5481,Thatza bingo!!’,0.0
5482,"darn it. I had sold covered call with 230 strike, Oct 26 expiration. 3 days later for this drop, and my call would have saved me a lot of money.oh well, just work a year longer now I guess",0.6606
5483,"Amazon is a cancer and if you shop there, you are helping the enemy.",-0.2476
5484,I love that drop.,0.4776
5485,Still out of Kirkland toilet paper and Perdue panko chicken nuggets? And so much overstocked stuff that just does not and will not sell.Come on and get your act together and re-stock the stuff that sells.,0.7112
5486,Look for the silly DIPS to add more290.00,0.1698
5487,AMAZON deal probably NOT going to go through !!!!!,0.72
5488,Seems that Costco survived the Amazon impact,0.5117
5489,"Yes yes, the 20+ year up trend will be broken tomorrow and it will be down 50$ after crushing estimates... You shorts are not very bright are you",0.6257
5490,another red day,-0.1517
5491,"Costco will end the day 310+, if no new rTump screws the day.",-0.4667
5492,"once the best stock available, been here a long time...now a low to mediocre stock..can't hold any gains...sad to see this falter",0.6894
5493,"curious to see what happens tomorrow, shouldn't pay attention too heavily to after-hours trading in my opinion",0.3091
5494,I buy a put it goes up I buy a call it goes down next I’ll buy both and still lose smdh,0.1587
5495,"Where's my little sailor-suited sissy Grimmikins (aka Stephen) to celebrate with his customary ""love that drop"" post?Grimmikins (aka Stephen) was the sailor-suited l'il sissy that bragged last year to all how he shorted COST at $113.C'mon, Grimbelina....step up and take your enema, ya l'il Mommy-moochin', sailor-suited sissy.....",0.8313
5496,Amazon eyeing Costco next. Bulk up.,0.3404
5497,"Costco May be out of toilet paper, bleach and water......but that’s not enough to keep this propped up. Tanking in ah’s.",-0.2659
5498,Here comes 275,-0.0452
5499,Down 5 bucks,-0.242
5500,There is Life after AMAZON ......................Less competition the better for COST.BBBBUUUUYYYYYYYY,0.723
5501,Serving a $1.50 hot dog & soda is now more labor intensive.,-0.0921
5502,380 soon... shorts are still not covered :),0.5176
5503,"Costco should really be raising their prices on a few item such as their $1.50 hot dog plus large drink to say $1.75 to $2.00. This is something they sell a lot of which they've never increase the price of. There's also their $5 rotisserie chicken, they must sell tons of those a day.",0.906
5504,Ouch,-0.5371
5505,"COSTCO VS SAMS/WALMART---COSTCO IS CHEAP VS WMT. IF PRICE DROPS BUY BUY BUY BUY MORE IT WILL PAY OFF IF PEOPLE BOUGHT ON MARGIN THEY DUMB LET THEM SELL U BUY MORE MORE MORE. IF YOU GO TO COSTCO AND SEE THE CROWD AND AMOUNT OF SHOPPING ON LINE AND STORE U WOULDNT BE SELLING THIS STOCK.Wal-Mart has split its stock 11 times since going public in 1970. But there doesn't seem to be any magical share price that triggers the split. For instance, it split shares in August 1975 when the stock was $23 but also in April 1999, when the stock was $89.75.",0.9797
5506,Not cool,0.3587
5507,Short covering big time,-0.3864
5508,hmm im thinking it's time to shorty overdue for a pull back,0.2611
5509,"AMZN is like EF Hutton. ""When Amazon talks, people listen,"" lol. My god look at CVS and WBA. Ouch!!",0.6613
5510,Sell all the cost shares before it 's too late.,0.1485
5511,I sold my shares at 300 last week #$%$,0.3167
5512,MISSED! wow,0.2867
5513,dammit..after hours looks good should have stayed,0.4915
5514,How much Costco merchandise comes from China?,0.3296
5515,I am long Costco but if target beat this should also beat does not sound good logical to me?,0.8749
