,Recent headlines and conversations for CSCO,Polarity
3579,Green energy scam on full display.,0.0033
3580,Remember when Rush celebrated Jerry Garcia’s Death?,-0.0861
3581,Neil Tyson is a lib type scientisthe figures we are living in a simulationLOL,0.1982
3582,All other foreign stock markets are up. Only the US indexes are down. Typical of Joe to enrich other nations at our expense.,0.7993
3583,Hey Dems...,0.1939
3584,Flyin’ Ted Cruz needed police protection at the Houston Airport when he returned from Mexico.,0.0091
3585,"i like high oil pricesof course i own XOM, BP, Hal and various other pipeline companies",0.8823
3586,Joe tripped and fell 3 times going up stairs to Air Force 1. That’s what happens when 80 year olds pretend to be 30 year olds.,0.4595
3587,"The white house chefs have an easy job, Joe only eats a steady diet of oatmeal, but it needs to be pre chewed for him.",0.8012
3588,https://scontent.faus1-1.fna.fbcdn.net/v/t1.0-9/160606881_3992916444062552_1353380895279724668_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8bfeb9&_nc_ohc=AvQL1oewPuYAX-RzS_S&_nc_ht=scontent.faus1-1.fna&oh=867d6a3022195fec8af6955391903eee&oe=6078EA1F,0.0
3589,"Among those arrested was Medina County Justice of the Peace Tomas Ramirez, who is facing one count each of organized election fraud and unlawfully assisting voter voting ballot by mail (i.e illegally helping voters who cast their ballots by mail) and 17 counts of unlawful possession of a ballot or ballot envelope.",-0.2472
3590,Get over it Chip.,0.1583
3591,Juan10 minutes agoHow will joe create jobs? Will he use Obama’s “magic wand”?Something tells me Joe and b rock Played hide the magic wand together Snicker,0.9408
3592,55 to 45Guilty as Chargedhave a super weekend,0.6666
3593,God forbid if CSCO doesn't have incredible earnings and outlook or it will back to mid 30's ..... been with CSCO a LOOOOOOONG time and the pattern is always the same ..... Maybe if I get out before earnings it will finally fly,0.0595
3594,"It is nice to have a Normal, Decent, well adjusted Human Being as POTUS again. I don’t miss all the drama and turmoil caused by the Ex-President.",0.5278
3595,The inmates are no longer running the asylum. What a relief.,0.3727
3596,Joe: I’m doing away with Warp Speed and going back to Swamp Speed.,0.6158
3597,"Joe is the biggest welfare recipients of all! Free housing, free food, free airfare, free everything!",0.9581
3598,Joe - best market in history!Higher approval rating than Donny after only 4 weeks.True Maga!@,0.9174
3599,FYI If you turn your charts upside down Joes market looks great Maga,0.7999
3600,Look at Harry and Mario go!,-0.0953
3601,Certainly it would have been better if the last guy created a few jobs instead of doubling UEJoe will do better IMO,0.8931
3602,Most Americans voted for Joe.They are proud patriots.Buy this market. Check out TSLA,0.62
3603,CSCO President Biden’s Approval is 62% and rising,0.7707
3604,Montana became the 18th state to end its concealed carry permit requirement when Gov. Greg Gianforte (R) signed House Bill 102 on Thursday.------------------------------------------------------Boom!,-0.2422
3605,I have tuned my American flag upside down. This country is in distress.,-0.2524
3606,we will never accept the media's rhetoric we will never trust again America democracy is dead,0.0818
3607,"Or, as Michael Webber, an energy-resources professor at the University of Texas at Austin, put it, “gas is failing in the most spectacular fashion right now.” (A nuclear power plant also went down, likely as a result of freezing temperatures shutting down cooling systems or sensors.) But but windmills!",-0.0807
3608,"Bumblin' joe, bumblin' joewhy you bumble, no one knowsOn our tax dime, that's how you've grownWho can respecta bumblin' joe?",0.8171
3609,USbank using Cisco secure email encryption service for 2nd round of PPP Loans.,0.2371
3610,At least Donald can retire in peace in Florida.There is much upside to that.,0.6556
3611,The dodo went extinct when it lost its survival instinctI'm not just talking about bidet here,-0.1131
3612,I used to criticize Demtard policies that kept demtards in poverty. Now I just laugh Lolz.,0.4126
3613,under 40,-0.0616
3614,"AOC's Ministry of Truth""Rein in our media environment."" Ah yes, nothing like the government deciding what is ""truth"" and what is not. That doesn't happen just in fiction novels, but also in real life in 2021. China and North Korea and Iran come to mind. We deserve an AOC is cra-cra daycomplete with piñatas of those small alcohol bottles",0.9568
3615,Report: At Least 9 Shot Friday into Sunday Morning Across Mayor Lightfoot’s Chicagogood thing it's black history monph,0.2577
3616,"Ted Cruz books economy flight back to Texas after Cancun vacation goes viral, records suggestThat Dominican Republic Trip was a ELRUSHBO classic IMO",-0.4651
3617,DT has SO MANY stats that we never heard about WHY IS THAT?,0.5159
3618,protest across the country stop the steal maga,-0.6866
3619,NEW TARGET PEOPLE OR HEAD OF HOUSEHOLD MAKING 65.000 OR LESS WILL BE ELIGIBLE FOR STIMULUS MONEY,-0.7892
3620,Joe's market is at 30kI like it!,0.4072
3621,"As president, Obama hated our military and hated being around any members of our military.",-0.8843
3622,HUGE NASDAQ rally today.Funny that the retired golfer said only he could do what Joe is doing easily.have a great day!,0.9202
3623,Texas should have bought the GE turbines instead of the cheap Chinese made ones. Big Mistake.,0.2348
3624,"Iceland called, said their windmills work fine in severe weather. Willing to teach Texans how to keep the lights on in bad weather",-0.3568
3625,Joe's stock market can't survive with a 9 bps increase in the 10yr treasury.,0.5213
3626,Low rates. Great time to issue debt.,0.1459
3627,"Texas man whose power stayed on gets a bill for $16,752! Way to go Gov. Abbott and Sen. Cruz!",0.6833
3628,"Do you need a $15 per hr. job.....you may not get it with all the new dim_o_crates coming over...they are hard workers....my friends that own business always go for the new dim_o_crates over the local's....work all day, show up every day....",0.7567
3629,Bidung is having a party for all his friends,0.6965
3630,Chip is a liberal Peter Oscar Sally. No surprise how he feels.,0.2838
3631,"Mario thinks he is the boss of the CSCO message board. At least, that what he put in his Linkedin profile.",0.3131
3632,the home bois will never stop blaming white e for their own failures it's their own fault they're stuck in the get oh with no parents these are facts,-0.8836
3633,The country is officially now in the hands of the un- and under-educated. And that's a fact. God help us through the next four years.,0.6816
3634,Stock market is correcting to price in Joe's future failures,-0.4424
3635,Joe lied about not having any conversations with Hunter about his business dealings.,0.4728
3636,I guess we're getting close to the annual dividend announcement.Last year it was up by 4c. Not holding my breath for this year though :-(,0.6876
3637,Pence seen entering the White House......oh to be a fly on Mike Pences’ head.,0.2578
3638,how is csco debt?The current U.S. federal budget deficit is projected to be $3.3 trillionand 6 times as much budget deficit as the last year of 44th president,-0.7914
3639,"mario2 seconds agoTo be clear, there are no credible reports of 'the big guy' taking a dime.Let's try to stay reality centric.Thanksto be clear he's never denied it, why ???? and you would lying if you pretend you don't know who the big guy is",-0.2677
3640,"OK, everybody just calm down. The important thing is he’s GONE. Finished. Powerless. An Ex President, or if you prefer “the former President”.",0.5696
3641,Does it hurt Mares? Does it OUCHEY? GOOD ENJOY!!!,0.7556
3642,I need the nasdaq to tighten up - though my WMT short it beautiful!,0.5609
3643,Nancy wins again.,0.5888
3644,Cisco is poised to soar,0.5444
3645,This is a peaceful protest.,0.3157
3646,Joe lied about working in a bipartisan manner.,0.286
3647,You know the thing?,0.1281
3648,"Good thing Joey isn't flubbing up Warp Speed DJT put in place. DJT's plan is working perfectly, despite Joey's incompetence.",0.7228
3649,Thinking of a word but jess can't say it without getting banned. But you know what it is doncha Mares!!!,-0.5042
3650,"Hey SnowRooms.....any of you figure out how you are going to replace the 19.4 million barrels of oil the U.S needs each day yet?How many green wind farms, solar farms, battery farms, electric vehicles, etc do we need to replace the oil....??? Don't forget to replace all the gas stations with 'green stations'....When you're done....figure out how to replace our coal and natural gas needs also...",0.9477
3651,Who voted for Kamala? Tupac?,0.1381
3652,Stock futures are tanking because there is no future with Joe.,0.197
3653,SICK: Wuhan Lab Eligible To Receive US Taxpayer Funding Through 2024SURREAL,-0.5445
3654,May have a tray-vel band in Floral_da Bye_den Admin may put band to punish the R administration.....that's the Mark-lis way....D-Stroy D ene_me,-0.0424
3655,Those young ladies better hope fredo doesn’t know Sammy the bull Snicker,0.8143
3656,Sell facebook and Twitter,0.1719
3657,Dems are always telling us how smart they aresowhy didn't they sound the alarm bell?Where the hell was Neil tyson?even I wrote that not releasing about 10 ^24 BTUs would have an impact,-0.5893
3658,Rigged elections have consequences.,-0.3497
3659,Glad you took my advice.,0.5348
3660,Somebody up there doesn't like Reeeeking very much!!! UH HUH,-0.6658
3661,"Gov. DeSantis’ proposed law on fining Big Tech companies may have some teeth, attorney saysbest gov everbig companies ain't the boss of meLOL",0.7539
3662,"Market is closed Friday, if you want the dividend you need to own the stock by the end of day on Thursday 12/31.",0.4218
3663,If I claim to identify as a 16 year old girl can I go to the local all girls high school and shower with them ??Thanks in advance,0.8706
3664,"""Progressive Slavery"" The Democratic Party created and caters to a welfare class - which means people (like the leftists who post on this site) who refuse to make a genuine effort to work, even though they are healthy. They are now slaves to the leftist party.- Thy Willby Dunn",0.2369
3665,Mitch McConnell “Lock him Up”!,0.0
3666,James35 minutes agoRep. Kevin McCarthy (Q-CA) has a brewing civil war inside his party. Could be longRep Matt Gaetz (Q-FL) is making things difficult for him. Gaetz wants to be Leader.,-0.4878
3667,BIDUNG has not said a word about the NATURAL DISASTER In TEXAS and the South EAST ...W U T i s WRONG with him ???!,-0.9012
3668,Joe's stock market is crashing!,0.2427
3669,mares1 minute agoWhy haven't demtards policies uplifted POCs out of poverty yet?50 years voting demtard and Dey’s still broke in the get oh They blamed statues and Dey’s still broke in the get oh These dem leaders have held their base down and they don’t even see it Lmao,-0.7231
3670,"mares still talking about the obama market thats why deys stay broke, stuck in the past, deys blame statues roflmao",0.0246
3671,Amarillo sees coldest day in 125 years Glo bull warming,0.1384
3672,"cy1 minute agoWould 'those' people get $2k and pay their back rentorrent a uhaul and runleaving landlords holding the bag?cy, deys will spend it on gold teeth and spinning rims for a 30 year old car that doesn't run so deys can look shive FACT",0.4143
3673,"Mars again, another margin call",0.1401
3674,"Raise taxes, raise min wage, increase regulations. Hmm, sounds like a recipe for economic disaster. Lols.",0.1413
3675,"We are -- if you look at China, China, as great as they are and they are great, they are near the capability of our geniuses in Silicon Valley that walk around in undershirts and they were not $2 billion a piece."" June 10 (CNBC phone call)Wait, people walk around in $2 billion undershirts? Or they don't? Either way -- our geniuses are better than China's geniuses, I guess",0.9456
3676,"Beau was, and still is, the better son.",0.6312
3677,With after hours down 4% looking like report is another bad one....here we go again....,-0.2666
3678,CSCO still a good price.... E Jean Carroll should buy some with her windfall?,0.6623
3679,If bydung has all the solutions why isn't he sharing them with everyone right now?,-0.096
3680,Some call this a 'buying opp'Others call it 'maize',0.5147
3681,"The Byedung stock market is built on debt, lols.",-0.197
3682,"One of the few large cap companies on Wall St. that has more cash than debt. I would like to buy it, but would rather buy it at 42, so am being patient.",0.6111
3683,Looks like Mars got a margin call. lolz.,0.752
3684,CSCO stock will recover soonSnowflake the poodle will need therapy and treatment for frostbite,0.7052
3685,"Average Free Cash Flow from last 5 years is $13.5bn. 13.5x17.5 P/E (Conservative) = $56 Fair Value. On the low end, $48 is FV. Happy to buy more. I am not here to ""go to the moon"" (insert eyeroll).",0.8787
3686,Did anyone weaponize the FBI against Obama to usurp his presidency?,-0.5461
3687,They’re Celebrating in Australia where it’s already 12 Noon tomorrow!,0.6683
3688,"I'm surprised that a few dozen billionaires haven't decided to short companies with an astronomical p/e, since there would be nothing to stop themand thenmove on to the next one",0.7036
3689,Looks like another record in Trumps stock market. MAGA.,0.5868
3690,Trump spent the day wandering the halls of Mara Lago muttering to himself.,-0.0154
3691,Deleting my post lolData all Dey’s got,0.0378
3692,No worry Ole Yeller will crank up the money machine and give Joe whatevuh he wants. WE BE PAY!!!,0.4444
3693,Why do demtards ask Fed Powell about climate change???,-0.1891
3694,FYI: The Office of the Ex President is purely ceremonially,0.6157
3695,AG Garland... will get to the bottom of the insurrection,-0.1564
3696,I'd like to take this opportunity to wish you all a safe and prosperous Martin Luther King day...Remember even the Republicans get the day off,0.9246
3697,Some windows and doors broken at the Capitol = National emergency!Thousands of businesses damaged or destroyed = Progress!,-0.6934
3698,remember for 8 years the fed had to bail out joe and the illegal half a home boi they are failures that live off our tax dollars nothing more,-0.3113
3699,"When is yahoo gonna clean house here with all these political nuts now that the election is over, or are they just going to sit back and let it go on. One guy lost and one guy won. Get over it. This is a stock message board.",0.8432
3700,mares7 minutes agoThe Great Bush Recession - was ENDED by ObamaThanks for trying!the fed saved obama thanks for lying,0.3902
3701,When is Jo Bye-Hen going to implement his green plan....I can't wait....my 0il_stocks are going gang busters...Yes...keep up the good work...shut down more Pipe_lines so I can make more $$$,0.6794
3702,Ralph? That is what the rookies all did outside the bar on New Years Eve!!!,0.7075
3703,West Virginia doing best job on vaccine rollout 98% white Just saying Maga,0.9377
3704,"True, Congress just raised the minimum wage 14 years ago.",0.3824
3705,Shucks it is fun watching you fellas pretend.Making up stuff and such.Really seems like a good time!,0.898
3706,Two flushes today. Both served the same purpose.,0.1418
3707,Prez Bye_hen to allow 25 thouzand asylum see-hers into the US...and you SnowRooms were hoping for that $15 pr hr job.... The big-box stores want good workers....not lazy SnowRooms...hows the free college program coming along?,0.8797
3708,"Two types of shoppers. Investors and the rich use a tiny fraction of their income to buy staples, where welfare trolls use the vast majority of their hand out for the same basics. So while I won't like $8 gas, it really won't affect me at all. You on the other hand will see your welfare buying power cut in half. So that $1.9 trillion give away fest and $1400 will destroy you in the end, it only makes me richer.Enjoy chewing on that, son.",0.9341
3709,The Demtards have killed the American dream.,-0.5525
3710,Mares hab so manee dbl chins it needs a bookmark to find it mouth.,-0.0416
3711,"Dems will never go for this. They want their PORK for poorly run Demtird cities.GOP Rep Amends Dems' COVID Bill, Redirects Pork Spending to Americans in the Form of $10K Checks",-0.1092
3712,Close your wallets that is all,-0.0918
3713,"Ha ha, Bernie Sanders controls the Senate Budget Committee. He says he’ll use Reconciliation again. Try to stop him",0.4476
3714,C'mon CSCO close above 45 and stay there for at least a few days ...,0.598
3715,"Joe said he had a solution for the pandemic, yet he lets Innocent Americans die from Covid every day.",0.7024
3716,"$CSCO $WIMI $NFLX The current market value, I think, is undervalued",0.3193
3717,Seems forward estimates are going to have to be raised. Buy.,0.1656
3718,They have the taxes.,0.041
3719,get back to business forget politics and move on,-0.0174
3720,Wow! AOC has now raised over $4 Million for Texas Aid.,0.5967
3721,All these studies to fix income inequality. Has anyone suggested to the lazy trash maybe get a job ???All replies welcome,0.175
3722,"Cuomos, 10s of thousands died under your watch!",-0.5413
3723,So it was no on the 2000 promise lol and now it’s a no on the 1400I hope you guys can return those gold teeth and spinning rims?Snicker,0.6644
3724,He is doing great! IMO of course,0.7905
3725,Worshipping the Golden Rump at CPACMagaLol,0.6032
3726,More than 1 Million Texans still lack clean Drinking Water.,0.2112
3727,Is Hunter attending the inaug?where is he?,0.1956
3728,ANTIFA BLM creating havoc. Not the peaceful protesters.,-0.0702
3729,"America watched in horror as DemocRATS burned buildings and cars, killed people and Pets, looted stores, beat people, screamed obscenities at citizens and Police. That’s right, you can’t hide it and America will never forget the violent Left!",-0.9542
3730,Super Bowl champs Tampa Brady Bucs made Americans proud!,0.8734
3731,how was the weather in Cancun,0.063
3732,Should have sold the other day.,0.2696
3733,"Very True, Covid Relief will pay for itself.",0.598
3734,"You shouldn’t own the stock, sounds like you don’t know technology or the strategic acquisitions they have made year over year.",0.7633
3735,OT: You are aware that the guy who lost doubled the UE rate yes?,0.4377
3736,"Robert45 seconds agoLife jess keeps on gettin harduh and harduhYes but it’s not their fault, those mean statues kept them from taking advantage of the free education my tax dollars provide Snicker",0.7912
3737,looks like we're back to playing the delete post game im ready lets play maga,0.8501
3738,America cheers for Trumps acquittal.,0.2626
3739,Up at the moment 2.5%+. Is the dormant volcano starting to shake?,-0.0082
3740,"Keep some cash on the sidelines, Byedung will crash the economy for FOR SURE!",0.2357
3741,Looks like Mars will be BK soon. lolz.,0.533
3742,Why would Bidick do away with lower prices for insulin and epi pens for low income households? Seems kinda odd,-0.6027
3743,"JB in December: ""My son, my family will not be involved in any business, any enterprise, that is in conflict with or appears to be in conflict, with the appropriate distance from, the presidency and government."" Uh-huh. Right.- Thy Willby Dunn",0.0939
3744,"Ah, if only giving people money would make them forget just how mortal they are...",0.616
3745,I guess Demtards don't really care about ending racism. They just want to use racism as a political tool.,-0.8777
3746,When Kamala legalizes drugs How will the get oh trash make a living?? Maybe Dey’s can get those good Walmart stocking jobs Roflmao,0.8608
3747,"Mares is very ""Regular"" always takes a dump like clockwork about 700AM. Problem is Mares doesn't wake up till 800 AM.",-0.5916
3748,Joe’s going Cut Taxes for working familiesAn expanded earned income tax credit.An expanded child tax credit.A bigger credit for those paying for child care.,0.7713
3749,"DOW CHART SURE LOOKS LIKE it will DROP to the 200d///how far lower///will see///when its time the big boys will take most of your profits away an you will be left holding more credit card debt,,,pay your frikin DEBT",0.8432
3750,Jail would be too good for NATZI PELOSI ....,0.513
3751,Joe said you can't go into a 7/11 without an Indian accent.,0.6234
3752,"Q.What is the difference between a hurricane, a tornado and a Trump supporters divorce?A. No matter what, someone is going to lose a trailer!",-0.106
3753,"Demtards are failures, a laughing stock The only reason we let them stay is to stock Grocery store shelves Even Joe admitted that Maga",0.8554
3754,"Why you so terrified, William?",-0.5146
3755,"Byedung has lifted the travel ban from terrorist nations. Don't worry, Eel Anne Oh Marr said some people will just do some things.",-0.6988
3756,this is the 2nd time the fed had to bail out joe and the half home boi thanks jerome maga,0.7865
3757,Notice nobody here defends Joey Plugs. That speaks volumes.,-0.2479
3758,"Joe is the laughing stock in politics, sources say.",0.8261
3759,Jeff Bezos knows Byedung will destroy the economy. That's why he's quitting Amazon while he's ahead.,-0.7268
3760,Futures dropping faster than home bois caught in a drive by Joe is a failure Lock him up,0.5953
3761,Ron switched back to his Stan ID,-0.0105
3762,"Guys, i have been into CSCO since 2011. This aint no sexy amazon but slow and steady wins the race. Yes its boring, yes, its slow, but its save yield in terms of dividends as well as appreciation.",0.9851
3763,Joe basically bent over for Xi Jinping. Joe is very weak.,0.6701
3764,"Who's really to blame for storm related deaths?A) the clowns claiming ""we're ONLY getting hotter from here"", for years",-0.1377
3765,Joe got a new toy.,0.5841
3766,Up Chuck is outta here!!! UH HUH!!!,-0.5552
3767,What happens when conservatives get tired of the Bee Ess and just plain and simple GO ON STRIKE!!! Who gonna pay dee wefare!!! HUH?,-0.7746
3768,el oh elcisco stock will roar up when the frauds taxes are exposed,-0.362
3769,Another nice up day and Csco ...........zilch. What is this CEO doing? Let's buy something else that doesn't do anything for the bottom line.,0.7016
3770,"Since demtards love to live in the past, I think we can honestly give credit to Reagan for this record bull market rally.",0.8952
3771,A company like csco under 50.00 is a screaming buy,0.1008
3772,Futures looking good so far,0.5132
3773,Demtards are gonna crash the markets this week. All experts agree on this.,0.0246
3774,Oh Nose A Trains!80 JOBS LOST AT KEYSTONE BOO HOO!Buy stocks while they are on sale my friends,-0.4075
3775,"Joe: C’mon man, my man Cuomo didn’t make any mistakes ... he knew exactly what he was doing.",0.6885
3776,Demtirds Libtirds tomato tomatoes still the Enemy of the People.,-0.5246
3777,"mario is pumped, his one share of GE will pay a $0.01 dividend soon",0.4069
3778,Joe supports school closures even though the CDC says it's safe to reopen. Why doesn't Joe trust the scientists?,0.8719
3779,csco up today,0.259
3780,This is my wife,0.3387
3781,Joe is destroying America faster than anticipated.,-0.0928
3782,"To be clear, there are no credible reports of 'the big guy' taking a dime.Let's try to stay reality centric.Thanks",0.2959
3783,who will pay the reparations ???? the gubment or gorilla glue ???? thanks in advance,0.6764
3784,"Hunter is super high, not his approval rating, something else",0.8585
3785,Two brand new 747’s will arrive in time for President Biden to Christen “Air Force One”,-0.1365
3786,FBI’s 10 most dangerous states are Red. Why?,-0.6015
3787,"Do you think Joe's policies, after 4 weeks, is what is making gas go up?Lol.",0.0617
3788,"https://en.wikipedia.org/wiki/List_of_scientific_laws_named_after_peopleHow do we dismantle this , tom and jerry?",0.0751
3789,"Hey SNOWROOMS... what you'll have to do with old solar panels (he, he, he)Close to 100% of the materials in a solar panel are recyclable or reusable, but the panels often contain heavy metals such as cadmium, copper, lead, selenium, and silver. The presence of those metals may cause discarded panels to exhibit the hazardous waste characteristic of toxicity, and thus be classified as hazardous waste under the federal Resource Conservation and Recovery Act (RCRA) and California’s more stringent Hazardous Waste Control Law. This classification makes it expensive and burdensome to store, handle and transport end-of-life panels for recycling or disposal under current regulations.Starting on January 1, 2021, decommissioned solar panels will be regulated like other universal wastes in California, which include batteries, electronic devices, mercury-containing equipment, lamps, cathode ray tubes, and aerosol cans. The new rule will make it less expensive and burdensome to collect, process and recycle them.-------------------------------------------------------------------read on.....The pro-solar website EnergySage writes: There are some chemicals used in the manufacturing process to prepare silicon and make the wafers for monocrystalline and polycrystalline panels. One of the most toxic chemicals created as a byproduct of this process is silicon tetrachloride. This chemical, if not handled and disposed of properly, can lead to burns on your skin, harmful air pollutants that increase lung disease, and if exposed to water can release hydrochloric acid, which is a corrosive substance bad for human and environmental health.------------------------------------------enjoy.....you SnowRooms are walking into a nightmare.....you just don't know it...",-0.8444
3790,MAGA scammed by Abbott’s Windmill excuse. Not capable of critical thinking.,0.2399
3791,Texans know the concept of Nyet Energy.,0.1001
3792,Which is Kammys favorite Willy?,0.437
3793,Really good day in the markets today.Don't be short!,0.6937
3794,nice breakout. looking for a 10-15% next couple weeks.,0.7974
3795,Cisco needs to be broken up; management should be replaced. You have an obligation to the shareholders.,-0.0639
3796,"told you guys, the best real time indicator is to take the opposite side of a demtards trade never lose",0.3107
3797,"Kev, feel free to use all my material....no fee.",0.5255
3798,"I agree, now is the time for Big, Bold Spending Programs. Build Back Better with low,rates!",0.8481
3799,Tap dancing? I thought that was a colud thing.,-0.3537
3800,Rush divided America one radio show at a timewhat a legacy.. he sold his country out for a fortune,0.4467
3801,Margin call for Mars.,0.0664
3802,Wreekie does his best work under hansegal.,0.6114
3803,"Chip is silent, maybe had to get back to work stocking shelves at walmart.",0.6496
3804,"Any more intelligent stock picks, Mars? lols.",0.593
3805,"kev never filled out a W2 form in his life.... his ""employees"" dont even know what Jaun is",0.2833
3806,"""For example, the Vice President, Kamala Harris, has recommended helping bail out people who were burning the cities. There's a fund up in Minnesota. She was supportive of this fund to bail out people who were violently protesting in the cities, and is that encouraging violence?seems like impeachments should occur in the order which they occurred",0.7757
3807,"Natural question: Why aren't coal, natural gas and nuclear working in Texas with mild temperature drop?",-0.5011
3808,thank you joe.. up $2500 this morninggod bless this genius,0.7991
3809,Why didn’t Bidung reveal his pandemic playbook? He cares more about letting in illegals than stopping innocent Americans from dying.,0.6016
3810,There will be no unity Expect things to get much worse Maga,-0.646
3811,Joe: You think I have dementia rage?,0.1675
3812,"Question? April Fools day is coming up. But it loses all meaning and fun when you have an April Fool in the White House 365, doesn't it?",-0.5133
3813,Patrick Byrne: China Is Taking Us Out From Withinpay attentionNOW,0.4873
3814,"once they announce mitch is is charge tonight, the market should fly maga money baby",0.7061
3815,Lindsey graham warns kamala will be next impeachment target Lol,0.1918
3816,2 women now say the older fredo harassed them Lmao,0.0742
3817,"During the call, the president repeatedly claimed that he has “won this election in Georgia,” referring to the presidential election, and pushed for Rafffensperger to say they have “recalculated the votes.” Raffensperger can be heard explaining that “the data you have is wrong.”",0.2559
3818,Anonymous2 minutes agoI do think we should give free abortions to all demtards. It would be better for them to not have offspring.We already do but the lazy trash doesn’t work so they just sit around getting high and breeding all day Doesn’t matter to them because they don’t see the kids after they’re born Maga,0.5106
3819,Dems won....the republicans won the battle but lost the war...who ever set this up is on a pare with Machiavelli....Congratulations,0.3056
3820,You actually said that about the dirt road Mares? Hillarious!!!,-0.421
3821,Byedung's Covid response team is hard at work,0.4064
3822,CSCO - New 52 week high by Thursday close.,0.3006
3823,Shrill Bill sure posts a lot!!!,0.4707
3824,Reminder: joe won in a landslide.Now have a great day!,0.9118
3825,"Byedung is crashing the market, no surprise there. Smart money wants no part of his commie agenda.",0.3231
3826,Congratulations to all the many minorities who know how to live in Americaand a big #$%$ you to the one that won't,0.7455
3827,I stopped looking my shares... finally CSCO is moving up!,0.4781
3828,Do it ouchey Mares? Do it ouchey?,0.1648
3829,It was not harassment I was mentoring the young ladies Snicker,-0.2714
3830,So great listening to the 45th and 47th President. A great leader and REAL President. Joey Plugs is in big trouble,0.7968
3831,bwahahaha Joe wanted a 21 gun salute ..until yhey all pointed their guns at him....unity hahahaha,0.547
3832,"Byedung was handed a record stock market and he flubbed it on day one. If he thinks he can appoint Supreme Court nominees before taking office, then he can take the blame for the stock market crash!",0.9008
3833,"Remember, Chuck and Nancy are in control. And they have Mitt, Susan Collins, Murkowski, Sasse and a few more. Mitch McConnell and Kevin McCarthy are Irrelevant.",0.3918
3834,Based on Han jobs posting patterns she’s more than likely a Walmart janitor or stocker Joe said that’s all Dey’s good for His words not mine Snicker,0.9047
3835,"joe said deys were only good for stocking walmart shelves, and now deys want CEO positions is joe lying ?????",0.9178
3836,You know what you don't see with mars landing news?any neroes at those monitors,0.1055
3837,I like the company .What’s a little worrisome is stock was up 4 cents until market went red but market is only down half percent and aitx is now down 5 cents . What you think happens if market sells off 2-3 Percent to me that’s the problem . Any thoughts,-0.3808
3838,"Charles1 minute agoI don’t need a job, my money works for me.lmao sure it does",0.2996
3839,Joe lied about Pennsylvania being his home town.,0.5477
3840,What did windows allow you to do when there was corruption in the system?A)reset to last to the last known operating parameters,0.0335
3841,Cy Cal4 minutes agoYear to DateShot & Killed: 83Shot & Wounded: 328Total Shot: 411Total Homicides: 86Only a 20% kill rate They really can’t do anything right,-0.8422
3842,shocker... no one staying in trump DC hotel since it is not a side grift to the man from the former office of the presidency hard decisions ... apparently nobody wants to buy as they tried to dump it last year just chalk it up to another trump real estate failure,-0.0513
3843,This isn't about you meme queen.,-0.0727
3844,In your case Reeeeking that should be Ma Drool!!! UH HUH!,-0.65
3845,think ill sell everything monday joes market is getting ready to crash hard,-0.506
3846,If the Democrats were ever ripped off the way the GOP was in the last election you would hear the noise of a thousand hogs caught under a gate in one mighty choir!!!,0.235
3847,"Dusty13 minutes agoBidick really knows how to trash a Bull market. And now he wants to ruin our $20 bill too. What’s next, Uncle Ben on the $5 Bdusty what's really funny is most of the broke inner city trash will never see a 20.00 bill roflmao deys stay broke because deys focus on all the wrong thingsFACT",-0.6404
3848,People lived beyond their meansyou owe them,0.2708
3849,Qtards also say March 4th is Inauguration Day. Too much Hydroxcholoquine,0.1988
3850,Oh the wonders of WIFI and a tablet.,0.0671
3851,Letter by Ted Cruz and 6 GOP Senators and 4 Senators-Elect Sign Letter to Reject Election – Call For Election Commission 10-Day Emergency Audit Takes Place. They will not have the luxury of avoiding the mountains of evidence.,-0.5431
3852,anon you have harry on tilt lmao,0.6683
3853,Retailers should do business exclusively online. The demtards would have nothing to loot. Brick and mortar bookstores should still be safe though. Lols.,0.7357
3854,"AnysMouth loves men. Not judging, just saying. cheers.",0.8129
3855,"Where is Khweer Leader? is he busy making that lumberjack money, and trading options ""contacts""? Lawls.",0.5622
3856,Futures redder than Wreekie‘a yeast infected money maker.,-0.3946
3857,Joe said he had a pandemic playbook. Then he said we can't really change the course of the virus.,0.7972
3858,Anyone actually discussing Cisco?,0.0487
3859,todays market brought to you by trumps great 4th quarter earnings when the first quarter is announced you will see what a failure joe is these are FACTS,0.7571
3860,I guess the other way it could happen is that the game show host lost in a landslide.lolderp I see many bargains! buy BAC and BA,0.3835
3861,Good thing we have 25 million illegals draining our power grid. Thanks Joe.,0.9435
3862,Obama gave billions in cash to Iran. Not suspicious at all.,-0.4654
3863,"Mares you are the only ""DBL FlUSHER"" around here!!!",-0.4354
3864,Dow us up 0.98 points. Hahahaha. Joe is a failure!,0.5809
3865,Joe didn't tear down the border wall. That makes him racist doesn't it?,-0.1615
3866,Big Stimulus followed by a Very Big Infrastructure Bill. Expect a V shaped recovery. Invest accordingly,0.7362
3867,NO MORE ZOO PICS!!! HUH UH!!!,-0.663
3868,Dear Leader59 seconds agoanyone want to discuss GA attorney general's current investigation into Trump's election tamperingCheck this out wreekie,0.7724
3869,We don't pay $30M to the CEO for non moving stocks.... Anyone can be Cisco for this kinds of performance.,0.6639
3870,Where is Bidung's Covid playbook?,-0.2424
3871,Nasdaq still way off it's high. Demtards still cheering. It's like they got a 5% pay raise after getting a 20% pay cut.,0.7177
